INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,ODEME_TUTARI_TL,ODEME_TUTAR_USD
103711,SIP24001741,1,2024-03-01,OD06,0,0.5,2024-03-01,604246.95,19597.2196
103711,SIP24001741,1,2024-03-01,OD06,45,0.5,2024-04-15,604246.95,19597.2196
103712,SIP24001741,2,2024-03-01,OD06,0,0.5,2024-03-01,1573051,51017.9254
103712,SIP24001741,2,2024-03-01,OD06,45,0.5,2024-04-15,1573051,51017.9254
103713,SIP24001741,3,2024-03-01,OD06,0,0.5,2024-03-01,40881.36,1325.8834
103713,SIP24001741,3,2024-03-01,OD06,45,0.5,2024-04-15,40881.36,1325.8834
103714,SIP24001741,4,2024-03-01,OD06,0,0.5,2024-03-01,70394.472,2283.0664
103714,SIP24001741,4,2024-03-01,OD06,45,0.5,2024-04-15,70394.472,2283.0664
103715,SIP24001741,5,2024-03-01,OD06,0,0.5,2024-03-01,403488,13086.1114
103715,SIP24001741,5,2024-03-01,OD06,45,0.5,2024-04-15,403488,13086.1114
103716,SIP24001742,1,2024-03-01,OD05,0,0.3,2024-03-01,84127.9565,2728.4772
103716,SIP24001742,1,2024-03-01,OD05,60,0.7,2024-04-30,196298.5651,6366.4468
103717,SIP24001743,1,2024-03-01,OD06,0,0.5,2024-03-01,127375.92,4131.1154
103717,SIP24001743,1,2024-03-01,OD06,45,0.5,2024-04-15,127375.92,4131.1154
103718,SIP24001743,2,2024-03-01,OD06,0,0.5,2024-03-01,942516,30568.1195
103718,SIP24001743,2,2024-03-01,OD06,45,0.5,2024-04-15,942516,30568.1195
103719,SIP24001744,1,2024-03-01,OD07,60,0,2024-04-30,0,0
103719,SIP24001744,1,2024-03-01,OD07,120,1,2024-06-29,28188.5904,914.2255
103720,SIP24001744,2,2024-03-01,OD07,60,0,2024-04-30,0,0
103720,SIP24001744,2,2024-03-01,OD07,120,1,2024-06-29,143428.608,4651.7437
103721,SIP24001745,1,2024-03-01,OD05,0,0.3,2024-03-01,470737.2672,15267.1711
103721,SIP24001745,1,2024-03-01,OD05,60,0.7,2024-04-30,1098386.9568,35623.3993
103722,STK24000274,1,2024-03-04,OD07,60,0,2024-05-03,0,0
103722,STK24000274,1,2024-03-04,OD07,120,1,2024-07-02,51989.472,1686.1469
103723,STK24000275,1,2024-03-04,OD08,0,0.2,2024-03-04,15528.0816,503.614
103723,STK24000275,1,2024-03-04,OD08,45,0.4,2024-04-18,31056.1632,1007.228
103723,STK24000275,1,2024-03-04,OD08,90,0.4,2024-06-02,31056.1632,1007.228
103724,STK24000275,2,2024-03-04,OD08,0,0.2,2024-03-04,51433.5168,1668.1159
103724,STK24000275,2,2024-03-04,OD08,45,0.4,2024-04-18,102867.0336,3336.2317
103724,STK24000275,2,2024-03-04,OD08,90,0.4,2024-06-02,102867.0336,3336.2317
103725,SIP24001746,1,2024-03-04,OD06,0,0.5,2024-03-04,436294.56,14150.1091
103725,SIP24001746,1,2024-03-04,OD06,45,0.5,2024-04-18,436294.56,14150.1091
103726,STK24000276,1,2024-03-04,OD08,0,0.2,2024-03-04,16571.4739,537.4538
103726,STK24000276,1,2024-03-04,OD08,45,0.4,2024-04-18,33142.9478,1074.9076
103726,STK24000276,1,2024-03-04,OD08,90,0.4,2024-06-02,33142.9478,1074.9076
103727,STK24000276,2,2024-03-04,OD08,0,0.2,2024-03-04,26843.7254,870.6083
103727,STK24000276,2,2024-03-04,OD08,45,0.4,2024-04-18,53687.4509,1741.2165
103727,STK24000276,2,2024-03-04,OD08,90,0.4,2024-06-02,53687.4509,1741.2165
103728,SIP24001747,1,2024-03-04,OD07,60,0,2024-05-03,0,0
103728,SIP24001747,1,2024-03-04,OD07,120,1,2024-07-02,417102.192,13527.6533
103729,SIP24001748,1,2024-03-04,OD05,0,0.3,2024-03-04,12736.6214,413.0801
103729,SIP24001748,1,2024-03-04,OD05,60,0.7,2024-05-03,29718.7834,963.8535
103730,SIP24001748,2,2024-03-04,OD05,0,0.3,2024-03-04,34326.576,1113.2956
103730,SIP24001748,2,2024-03-04,OD05,60,0.7,2024-05-03,80095.344,2597.6896
103731,SIP24001749,1,2024-03-04,OD06,0,0.5,2024-03-04,335872.38,10893.17
103731,SIP24001749,1,2024-03-04,OD06,45,0.5,2024-04-18,335872.38,10893.17
103732,SIP24001749,2,2024-03-04,OD06,0,0.5,2024-03-04,85347.51,2768.0303
103732,SIP24001749,2,2024-03-04,OD06,45,0.5,2024-04-18,85347.51,2768.0303
103733,SIP24001750,1,2024-03-04,OD01,0,1,2024-03-04,58648.2,1902.1058
103734,SIP24001751,1,2024-03-04,OD03,60,1,2024-05-03,111684.672,3622.2095
103735,SIP24001751,2,2024-03-04,OD03,60,1,2024-05-03,4237880.64,137444.9261
103736,SIP24001751,3,2024-03-04,OD03,60,1,2024-05-03,68807.304,2231.5907
103737,SIP24001751,4,2024-03-04,OD03,60,1,2024-05-03,66793.428,2166.2757
103738,SIP24001752,1,2024-03-04,OD08,0,0.2,2024-03-04,63886.512,2071.9972
103738,SIP24001752,1,2024-03-04,OD08,45,0.4,2024-04-18,127773.024,4143.9944
103738,SIP24001752,1,2024-03-04,OD08,90,0.4,2024-06-02,127773.024,4143.9944
103739,STK24000277,1,2024-03-05,OD07,60,0,2024-05-04,0,0
103739,STK24000277,1,2024-03-05,OD07,120,1,2024-07-03,106144.956,3442.5428
103740,STK24000278,1,2024-03-05,OD01,0,1,2024-03-05,1385516.4,44935.7156
103741,SIP24001753,1,2024-03-05,OD04,90,1,2024-06-03,93118.2,3020.053
103742,SIP24001754,1,2024-03-05,OD03,60,1,2024-05-04,2396017.2,77708.75
103743,SIP24001754,2,2024-03-05,OD03,60,1,2024-05-04,2507306.4,81318.1333
103744,SIP24001755,1,2024-03-05,OD08,0,0.2,2024-03-05,69147.18,2242.6137
103744,SIP24001755,1,2024-03-05,OD08,45,0.4,2024-04-19,138294.36,4485.2273
103744,SIP24001755,1,2024-03-05,OD08,90,0.4,2024-06-03,138294.36,4485.2273
103745,SIP24001756,1,2024-03-05,OD08,0,0.2,2024-03-05,159390.336,5169.4219
103745,SIP24001756,1,2024-03-05,OD08,45,0.4,2024-04-19,318780.672,10338.8438
103745,SIP24001756,1,2024-03-05,OD08,90,0.4,2024-06-03,318780.672,10338.8438
103746,SIP24001757,1,2024-03-05,OD06,0,0.5,2024-03-05,244096.056,7916.6374
103746,SIP24001757,1,2024-03-05,OD06,45,0.5,2024-04-19,244096.056,7916.6374
103747,SIP24001757,2,2024-03-05,OD06,0,0.5,2024-03-05,27715.95,898.8966
103747,SIP24001757,2,2024-03-05,OD06,45,0.5,2024-04-19,27715.95,898.8966
103748,SIP24001757,3,2024-03-05,OD06,0,0.5,2024-03-05,1174739.28,38099.6935
103748,SIP24001757,3,2024-03-05,OD06,45,0.5,2024-04-19,1174739.28,38099.6935
103749,SIP24001757,4,2024-03-05,OD06,0,0.5,2024-03-05,68924.208,2235.3821
103749,SIP24001757,4,2024-03-05,OD06,45,0.5,2024-04-19,68924.208,2235.3821
103750,SIP24001758,1,2024-03-05,OD07,60,0,2024-05-04,0,0
103750,SIP24001758,1,2024-03-05,OD07,120,1,2024-07-03,86537.232,2806.616
103751,SIP24001758,2,2024-03-05,OD07,60,0,2024-05-04,0,0
103751,SIP24001758,2,2024-03-05,OD07,120,1,2024-07-03,418177.92,13562.5418
103752,SIP24001758,3,2024-03-05,OD07,60,0,2024-05-04,0,0
103752,SIP24001758,3,2024-03-05,OD07,120,1,2024-07-03,438055.68,14207.2266
103753,SIP24001759,1,2024-03-05,OD06,0,0.5,2024-03-05,61589.916,1997.5129
103753,SIP24001759,1,2024-03-05,OD06,45,0.5,2024-04-19,61589.916,1997.5129
103754,STK24000279,1,2024-03-06,OD02,30,1,2024-04-05,323637.336,10496.3574
103755,SIP24001760,1,2024-03-06,OD02,30,1,2024-04-05,949418.7,30791.9911
103756,SIP24001760,2,2024-03-06,OD02,30,1,2024-04-05,737488.512,23918.5722
103757,SIP24001761,1,2024-03-06,OD02,30,1,2024-04-05,348277.536,11295.4999
103758,SIP24001761,2,2024-03-06,OD02,30,1,2024-04-05,1313143.2,42588.4741
103759,SIP24001761,3,2024-03-06,OD02,30,1,2024-04-05,281631.36,9133.9999
103760,SIP24001762,1,2024-03-06,OD04,90,1,2024-06-04,870951.6,28247.1095
103761,SIP24001762,2,2024-03-06,OD04,90,1,2024-06-04,2348824.8,76178.184
103762,SIP24001762,3,2024-03-06,OD04,90,1,2024-06-04,4789406.4,155332.2674
103763,SIP24001762,4,2024-03-06,OD04,90,1,2024-06-04,139738.608,4532.0679
103764,SIP24001762,5,2024-03-06,OD04,90,1,2024-06-04,343315.26,11134.561
103765,SIP24001763,1,2024-03-06,OD03,60,1,2024-05-05,278931.6,9046.4401
103766,SIP24001763,2,2024-03-06,OD03,60,1,2024-05-05,446309.136,14474.9065
103767,SIP24001764,1,2024-03-06,OD03,60,1,2024-05-05,1583156.88,51345.684
103768,SIP24001765,1,2024-03-06,OD01,0,1,2024-03-06,228832.2,7421.5929
103769,SIP24001765,2,2024-03-06,OD01,0,1,2024-03-06,212553.18,6893.6241
103770,SIP24001765,3,2024-03-06,OD01,0,1,2024-03-06,102203.856,3314.7232
103771,SIP24001765,4,2024-03-06,OD01,0,1,2024-03-06,4500388.8,145958.7135
103772,SIP24001766,1,2024-03-06,OD07,60,0,2024-05-05,0,0
103772,SIP24001766,1,2024-03-06,OD07,120,1,2024-07-04,130230.1152,4223.684
103773,SIP24001767,1,2024-03-06,OD02,30,1,2024-04-05,10585818,343324.1982
103774,SIP24001768,1,2024-03-07,OD05,0,0.3,2024-03-07,108923.04,3532.643
103774,SIP24001768,1,2024-03-07,OD05,60,0.7,2024-05-06,254153.76,8242.8336
103775,SIP24001769,1,2024-03-07,OD08,0,0.2,2024-03-07,28386.6768,920.65
103775,SIP24001769,1,2024-03-07,OD08,45,0.4,2024-04-21,56773.3536,1841.2999
103775,SIP24001769,1,2024-03-07,OD08,90,0.4,2024-06-05,56773.3536,1841.2999
103776,STKB24000123,1,2024-03-07,OD08,0,0.2,2024-03-07,138237.984,4483.3989
103776,STKB24000123,1,2024-03-07,OD08,45,0.4,2024-04-21,276475.968,8966.7978
103776,STKB24000123,1,2024-03-07,OD08,90,0.4,2024-06-05,276475.968,8966.7978
103777,STKB24000123,2,2024-03-07,OD08,0,0.2,2024-03-07,478327.9104,15513.3544
103777,STKB24000123,2,2024-03-07,OD08,45,0.4,2024-04-21,956655.8208,31026.7088
103777,STKB24000123,2,2024-03-07,OD08,90,0.4,2024-06-05,956655.8208,31026.7088
103778,SIP24001770,1,2024-03-07,OD03,60,1,2024-05-06,736126.08,23874.3852
103779,SIP24001771,1,2024-03-07,OD04,90,1,2024-06-05,618917.4,20073.0185
103780,SIP24001771,2,2024-03-07,OD04,90,1,2024-06-05,979057.92,31753.2642
103781,SIP24001772,1,2024-03-07,OD05,0,0.3,2024-03-07,389236.9248,12623.9139
103781,SIP24001772,1,2024-03-07,OD05,60,0.7,2024-05-06,908219.4912,29455.7991
103782,STK24000280,1,2024-03-08,OD03,60,1,2024-05-07,3038013.36,98530.2695
103783,SIP24001773,1,2024-03-08,OD06,0,0.5,2024-03-08,197450.37,6403.8027
103783,SIP24001773,1,2024-03-08,OD06,45,0.5,2024-04-22,197450.37,6403.8027
103784,SIP24001774,1,2024-03-08,OD03,60,1,2024-05-07,296958.816,9631.1071
103785,SIP24001774,2,2024-03-08,OD03,60,1,2024-05-07,554091.36,17970.55
103786,STKB24000124,1,2024-03-08,OD08,0,0.2,2024-03-08,432853.056,14038.4927
103786,STKB24000124,1,2024-03-08,OD08,45,0.4,2024-04-22,865706.112,28076.9853
103786,STKB24000124,1,2024-03-08,OD08,90,0.4,2024-06-06,865706.112,28076.9853
103787,SIP24001775,1,2024-03-08,OD08,0,0.2,2024-03-08,66751.3296,2164.9103
103787,SIP24001775,1,2024-03-08,OD08,45,0.4,2024-04-22,133502.6592,4329.8207
103787,SIP24001775,1,2024-03-08,OD08,90,0.4,2024-06-06,133502.6592,4329.8207
103788,SIP24001775,2,2024-03-08,OD08,0,0.2,2024-03-08,279749.856,9072.9781
103788,SIP24001775,2,2024-03-08,OD08,45,0.4,2024-04-22,559499.712,18145.9562
103788,SIP24001775,2,2024-03-08,OD08,90,0.4,2024-06-06,559499.712,18145.9562
103789,SIP24001776,1,2024-03-08,OD01,0,1,2024-03-08,167300.568,5425.9702
103790,SIP24001776,2,2024-03-08,OD01,0,1,2024-03-08,1063402.56,34488.769
103791,SIP24001777,1,2024-03-08,OD03,60,1,2024-05-07,660781.56,21430.7765
103792,SIP24001777,2,2024-03-08,OD03,60,1,2024-05-07,79629.744,2582.5891
103793,SIP24001777,3,2024-03-08,OD03,60,1,2024-05-07,297897.9,9661.564
103794,SIP24001778,1,2024-03-08,OD02,30,1,2024-04-07,354826.44,11507.897
103795,SIP24001778,2,2024-03-08,OD02,30,1,2024-04-07,5866521.6,190265.7711
103796,SIP24001779,1,2024-03-08,OD02,30,1,2024-04-07,273817.728,8880.5846
103797,SIP24001779,2,2024-03-08,OD02,30,1,2024-04-07,103642.128,3361.3699
103798,SIP24001779,3,2024-03-08,OD02,30,1,2024-04-07,1091315.904,35394.0676
103799,SIP24001779,4,2024-03-08,OD02,30,1,2024-04-07,2001894,64926.3621
103800,SIP24001780,1,2024-03-11,OD01,0,1,2024-03-11,145833.264,4729.7326
103801,SIP24001780,2,2024-03-11,OD01,0,1,2024-03-11,2180348.64,70714.0864
103802,SIP24001781,1,2024-03-11,OD08,0,0.2,2024-03-11,145359.84,4714.3783
103802,SIP24001781,1,2024-03-11,OD08,45,0.4,2024-04-25,290719.68,9428.7566
103802,SIP24001781,1,2024-03-11,OD08,90,0.4,2024-06-09,290719.68,9428.7566
103803,SIP24001781,2,2024-03-11,OD08,0,0.2,2024-03-11,48284.592,1565.9885
103803,SIP24001781,2,2024-03-11,OD08,45,0.4,2024-04-25,96569.184,3131.9769
103803,SIP24001781,2,2024-03-11,OD08,90,0.4,2024-06-09,96569.184,3131.9769
103804,SIP24001781,3,2024-03-11,OD08,0,0.2,2024-03-11,776197.824,25174.0107
103804,SIP24001781,3,2024-03-11,OD08,45,0.4,2024-04-25,1552395.648,50348.0214
103804,SIP24001781,3,2024-03-11,OD08,90,0.4,2024-06-09,1552395.648,50348.0214
103805,SIP24001782,1,2024-03-11,OD06,0,0.5,2024-03-11,224120.64,7268.7854
103805,SIP24001782,1,2024-03-11,OD06,45,0.5,2024-04-25,224120.64,7268.7854
103806,SIP24001783,1,2024-03-11,OD02,30,1,2024-04-10,1217540.88,39487.855
103807,STK24000281,1,2024-03-11,OD05,0,0.3,2024-03-11,1448777.16,46987.4181
103807,STK24000281,1,2024-03-11,OD05,60,0.7,2024-05-10,3380480.04,109637.309
103808,STK24000281,2,2024-03-11,OD05,0,0.3,2024-03-11,419467.3344,13604.3607
103808,STK24000281,2,2024-03-11,OD05,60,0.7,2024-05-10,978757.1136,31743.5083
103809,SIP24001784,1,2024-03-11,OD08,0,0.2,2024-03-11,188827.68,6124.1476
103809,SIP24001784,1,2024-03-11,OD08,45,0.4,2024-04-25,377655.36,12248.2952
103809,SIP24001784,1,2024-03-11,OD08,90,0.4,2024-06-09,377655.36,12248.2952
103810,SIP24001785,1,2024-03-11,OD07,60,0,2024-05-10,0,0
103810,SIP24001785,1,2024-03-11,OD07,120,1,2024-07-09,887667.84,28789.2584
103811,SIP24001785,2,2024-03-11,OD07,60,0,2024-05-10,0,0
103811,SIP24001785,2,2024-03-11,OD07,120,1,2024-07-09,646261.776,20959.864
103812,SIP24001786,1,2024-03-11,OD04,90,1,2024-06-09,818351.4,26541.1552
103813,STKB24000125,1,2024-03-11,OD03,60,1,2024-05-10,2516299.2,81609.792
103814,SIP24001787,1,2024-03-12,OD06,0,0.5,2024-03-12,273145.728,8858.7899
103814,SIP24001787,1,2024-03-12,OD06,45,0.5,2024-04-26,273145.728,8858.7899
103815,SIP24001787,2,2024-03-12,OD06,0,0.5,2024-03-12,23002.9776,746.0433
103815,SIP24001787,2,2024-03-12,OD06,45,0.5,2024-04-26,23002.9776,746.0433
103816,SIP24001788,1,2024-03-12,OD06,0,0.5,2024-03-12,446419.32,14478.4801
103816,SIP24001788,1,2024-03-12,OD06,45,0.5,2024-04-26,446419.32,14478.4801
103817,SIP24001789,1,2024-03-12,OD04,90,1,2024-06-10,31446.8136,1019.8978
103818,SIP24001790,1,2024-03-12,OD02,30,1,2024-04-11,399696.24,12963.1353
103819,SIP24001790,2,2024-03-12,OD02,30,1,2024-04-11,2332749.888,75656.8349
103820,SIP24001790,3,2024-03-12,OD02,30,1,2024-04-11,4246969.92,137739.7139
103821,SIP24001790,4,2024-03-12,OD02,30,1,2024-04-11,49296.4416,1598.8052
103822,SIP24001790,5,2024-03-12,OD02,30,1,2024-04-11,66947.0832,2171.2591
103823,SIP24001791,1,2024-03-12,OD06,0,0.5,2024-03-12,59324.088,1924.0266
103823,SIP24001791,1,2024-03-12,OD06,45,0.5,2024-04-26,59324.088,1924.0266
103824,SIP24001791,2,2024-03-12,OD06,0,0.5,2024-03-12,154626.192,5014.9089
103824,SIP24001791,2,2024-03-12,OD06,45,0.5,2024-04-26,154626.192,5014.9089
103825,SIP24001791,3,2024-03-12,OD06,0,0.5,2024-03-12,334297.5,10842.0928
103825,SIP24001791,3,2024-03-12,OD06,45,0.5,2024-04-26,334297.5,10842.0928
103826,SIP24001792,1,2024-03-12,OD06,0,0.5,2024-03-12,32353.44,1049.3019
103826,SIP24001792,1,2024-03-12,OD06,45,0.5,2024-04-26,32353.44,1049.3019
103827,SIP24001793,1,2024-03-12,OD01,0,1,2024-03-12,26427.096,857.0959
103828,SIP24001794,1,2024-03-12,OD02,30,1,2024-04-11,1265018.4,41027.6681
103829,SIP24001794,2,2024-03-12,OD02,30,1,2024-04-11,407918.784,13229.8127
103830,SIP24001795,1,2024-03-12,OD06,0,0.5,2024-03-12,94811.1,3074.9579
103830,SIP24001795,1,2024-03-12,OD06,45,0.5,2024-04-26,94811.1,3074.9579
103831,SIP24001796,1,2024-03-12,OD01,0,1,2024-03-12,251337.36,8151.4908
103832,SIP24001797,1,2024-03-13,OD01,0,1,2024-03-13,2715064.8,88056.2509
103833,SIP24001797,2,2024-03-13,OD01,0,1,2024-03-13,263164.74,8535.0819
103834,SIP24001798,1,2024-03-13,OD03,60,1,2024-05-12,1117287.36,36236.386
103835,SIP24001799,1,2024-03-13,OD08,0,0.2,2024-03-13,274688.4,8908.8226
103835,SIP24001799,1,2024-03-13,OD08,45,0.4,2024-04-27,549376.8,17817.6452
103835,SIP24001799,1,2024-03-13,OD08,90,0.4,2024-06-11,549376.8,17817.6452
103836,SIP24001799,2,2024-03-13,OD08,0,0.2,2024-03-13,15231.1056,493.9823
103836,SIP24001799,2,2024-03-13,OD08,45,0.4,2024-04-27,30462.2112,987.9647
103836,SIP24001799,2,2024-03-13,OD08,90,0.4,2024-06-11,30462.2112,987.9647
103837,SIP24001800,1,2024-03-13,OD08,0,0.2,2024-03-13,46582.584,1510.7881
103837,SIP24001800,1,2024-03-13,OD08,45,0.4,2024-04-27,93165.168,3021.5763
103837,SIP24001800,1,2024-03-13,OD08,90,0.4,2024-06-11,93165.168,3021.5763
103838,SIP24001801,1,2024-03-13,OD04,90,1,2024-06-11,1072783.2,34793.0063
103839,SIP24001801,2,2024-03-13,OD04,90,1,2024-06-11,111366.768,3611.8991
103840,STKB24000126,1,2024-03-13,OD05,0,0.3,2024-03-13,24243.2222,786.2675
103840,STKB24000126,1,2024-03-13,OD05,60,0.7,2024-05-12,56567.5186,1834.6242
103841,STKB24000127,1,2024-03-13,OD06,0,0.5,2024-03-13,34598.394,1122.1113
103841,STKB24000127,1,2024-03-13,OD06,45,0.5,2024-04-27,34598.394,1122.1113
103842,SIP24001802,1,2024-03-13,OD08,0,0.2,2024-03-13,31859.76,1033.2906
103842,SIP24001802,1,2024-03-13,OD08,45,0.4,2024-04-27,63719.52,2066.5813
103842,SIP24001802,1,2024-03-13,OD08,90,0.4,2024-06-11,63719.52,2066.5813
103843,SIP24001802,2,2024-03-13,OD08,0,0.2,2024-03-13,7198.74,233.4729
103843,SIP24001802,2,2024-03-13,OD08,45,0.4,2024-04-27,14397.48,466.9458
103843,SIP24001802,2,2024-03-13,OD08,90,0.4,2024-06-11,14397.48,466.9458
103844,SIP24001802,3,2024-03-13,OD08,0,0.2,2024-03-13,114383.628,3709.7433
103844,SIP24001802,3,2024-03-13,OD08,45,0.4,2024-04-27,228767.256,7419.4866
103844,SIP24001802,3,2024-03-13,OD08,90,0.4,2024-06-11,228767.256,7419.4866
103845,SIP24001802,4,2024-03-13,OD08,0,0.2,2024-03-13,645630.08,20939.3766
103845,SIP24001802,4,2024-03-13,OD08,45,0.4,2024-04-27,1291260.16,41878.7532
103845,SIP24001802,4,2024-03-13,OD08,90,0.4,2024-06-11,1291260.16,41878.7532
103846,SIP24001803,1,2024-03-13,OD06,0,0.5,2024-03-13,141181.5,4578.8644
103846,SIP24001803,1,2024-03-13,OD06,45,0.5,2024-04-27,141181.5,4578.8644
103847,SIP24001804,1,2024-03-13,OD02,30,1,2024-04-12,83730.384,2715.583
103848,SIP24001804,2,2024-03-13,OD02,30,1,2024-04-12,2707844.8,87822.0885
103849,SIP24001804,3,2024-03-13,OD02,30,1,2024-04-12,162558,5272.1571
103850,SIP24001805,1,2024-03-14,OD05,0,0.3,2024-03-14,115824.6432,3756.479
103850,SIP24001805,1,2024-03-14,OD05,60,0.7,2024-05-13,270257.5008,8765.1176
103851,SIP24001806,1,2024-03-14,OD02,30,1,2024-04-13,1875398,60823.7847
103852,SIP24001806,2,2024-03-14,OD02,30,1,2024-04-13,218532.024,7087.5328
103853,SIP24001806,3,2024-03-14,OD02,30,1,2024-04-13,444763.872,14424.7898
103854,SIP24001806,4,2024-03-14,OD02,30,1,2024-04-13,976554.048,31672.0574
103855,SIP24001807,1,2024-03-14,OD06,0,0.5,2024-03-14,54583.542,1770.279
103855,SIP24001807,1,2024-03-14,OD06,45,0.5,2024-04-28,54583.542,1770.279
103856,SIP24001808,1,2024-03-14,OD01,0,1,2024-03-14,110414.8512,3581.0261
103857,SIP24001809,1,2024-03-14,OD07,60,0,2024-05-13,0,0
103857,SIP24001809,1,2024-03-14,OD07,120,1,2024-07-12,119016.36,3859.9942
103858,SIP24001809,2,2024-03-14,OD07,60,0,2024-05-13,0,0
103858,SIP24001809,2,2024-03-14,OD07,120,1,2024-07-12,440213.76,14277.2185
103859,SIP24001810,1,2024-03-14,OD01,0,1,2024-03-14,1839486.72,59659.0933
103860,SIP24001810,2,2024-03-14,OD01,0,1,2024-03-14,21135.864,685.4882
103861,SIP24001811,1,2024-03-15,OD01,0,1,2024-03-15,4628200.32,150103.9564
103862,SIP24001812,1,2024-03-15,OD01,0,1,2024-03-15,1517333.76,49210.8778
103863,SIP24001813,1,2024-03-15,OD08,0,0.2,2024-03-15,909972.288,29512.6467
103863,SIP24001813,1,2024-03-15,OD08,45,0.4,2024-04-29,1819944.576,59025.2933
103863,SIP24001813,1,2024-03-15,OD08,90,0.4,2024-06-13,1819944.576,59025.2933
103864,SIP24001813,2,2024-03-15,OD08,0,0.2,2024-03-15,59655.4416,1934.7732
103864,SIP24001813,2,2024-03-15,OD08,45,0.4,2024-04-29,119310.8832,3869.5463
103864,SIP24001813,2,2024-03-15,OD08,90,0.4,2024-06-13,119310.8832,3869.5463
103865,SIP24001814,1,2024-03-15,OD08,0,0.2,2024-03-15,49557.0144,1607.2563
103865,SIP24001814,1,2024-03-15,OD08,45,0.4,2024-04-29,99114.0288,3214.5125
103865,SIP24001814,1,2024-03-15,OD08,90,0.4,2024-06-13,99114.0288,3214.5125
103866,SIP24001814,2,2024-03-15,OD08,0,0.2,2024-03-15,9624.4906,312.146
103866,SIP24001814,2,2024-03-15,OD08,45,0.4,2024-04-29,19248.9811,624.292
103866,SIP24001814,2,2024-03-15,OD08,90,0.4,2024-06-13,19248.9811,624.292
103867,SIP24001815,1,2024-03-15,OD01,0,1,2024-03-15,1070828.1,34729.5975
103868,SIP24001815,2,2024-03-15,OD01,0,1,2024-03-15,1053172.32,34156.977
103869,SIP24001815,3,2024-03-15,OD01,0,1,2024-03-15,2423864.4,78611.9034
103870,SIP24001816,1,2024-03-15,OD05,0,0.3,2024-03-15,557971.2,18096.3828
103870,SIP24001816,1,2024-03-15,OD05,60,0.7,2024-05-14,1301932.8,42224.8932
103871,SIP24001817,1,2024-03-15,OD01,0,1,2024-03-15,4627945.92,150095.7056
103872,SIP24001817,2,2024-03-15,OD01,0,1,2024-03-15,196023.54,6357.5271
103873,SIP24001817,3,2024-03-15,OD01,0,1,2024-03-15,258368.9472,8379.5425
103874,STK24000282,1,2024-03-18,OD01,0,1,2024-03-18,240275.232,7792.7187
103875,STK24000282,2,2024-03-18,OD01,0,1,2024-03-18,1023488.16,33194.2465
103876,SIP24001818,1,2024-03-18,OD03,60,1,2024-05-17,485554.176,15747.72
103877,SIP24001818,2,2024-03-18,OD03,60,1,2024-05-17,2538303.84,82323.4568
103878,SIP24001818,3,2024-03-18,OD03,60,1,2024-05-17,855855.3,27757.4992
103879,SIP24001818,4,2024-03-18,OD03,60,1,2024-05-17,1802158.08,58448.4333
103880,SIP24001819,1,2024-03-18,OD07,60,0,2024-05-17,0,0
103880,SIP24001819,1,2024-03-18,OD07,120,1,2024-07-16,234339.6,7600.2115
103881,SIP24001820,1,2024-03-18,OD05,0,0.3,2024-03-18,29837.6352,967.7081
103881,SIP24001820,1,2024-03-18,OD05,60,0.7,2024-05-17,69621.1488,2257.9856
103882,SIP24001820,2,2024-03-18,OD05,0,0.3,2024-03-18,21507.1632,697.5304
103882,SIP24001820,2,2024-03-18,OD05,60,0.7,2024-05-17,50183.3808,1627.5709
103883,SIP24001820,3,2024-03-18,OD05,0,0.3,2024-03-18,250505.892,8124.5242
103883,SIP24001820,3,2024-03-18,OD05,60,0.7,2024-05-17,584513.748,18957.2231
103884,SIP24001821,1,2024-03-19,OD06,0,0.5,2024-03-19,169193.904,5487.3758
103884,SIP24001821,1,2024-03-19,OD06,45,0.5,2024-05-03,169193.904,5487.3758
103885,SIP24001822,1,2024-03-19,OD02,30,1,2024-04-18,148084.128,4802.7337
103886,SIP24001823,1,2024-03-20,OD08,0,0.2,2024-03-20,34832.424,1129.7015
103886,SIP24001823,1,2024-03-20,OD08,45,0.4,2024-05-04,69664.848,2259.4029
103886,SIP24001823,1,2024-03-20,OD08,90,0.4,2024-06-18,69664.848,2259.4029
103887,SIP24001823,2,2024-03-20,OD08,0,0.2,2024-03-20,510698.5344,16563.2136
103887,SIP24001823,2,2024-03-20,OD08,45,0.4,2024-05-04,1021397.0688,33126.4272
103887,SIP24001823,2,2024-03-20,OD08,90,0.4,2024-06-18,1021397.0688,33126.4272
103888,SIP24001823,3,2024-03-20,OD08,0,0.2,2024-03-20,13093.8221,424.665
103888,SIP24001823,3,2024-03-20,OD08,45,0.4,2024-05-04,26187.6442,849.3299
103888,SIP24001823,3,2024-03-20,OD08,90,0.4,2024-06-18,26187.6442,849.3299
103889,SIP24001824,1,2024-03-20,OD02,30,1,2024-04-19,573104.544,18587.1945
103890,SIP24001825,1,2024-03-20,OD06,0,0.5,2024-03-20,288573.552,9359.1523
103890,SIP24001825,1,2024-03-20,OD06,45,0.5,2024-05-04,288573.552,9359.1523
103891,SIP24001826,1,2024-03-20,OD02,30,1,2024-04-19,113023.332,3665.6255
103892,SIP24001826,2,2024-03-20,OD02,30,1,2024-04-19,406884.744,13196.2762
103893,SIP24001827,1,2024-03-20,OD02,30,1,2024-04-19,404667.72,13124.3727
