STOK_KODU,CARI_KOD,FISNO,TARIH,MIKTAR1,MIKTAR2,NET_FIYAT,STHAR_GCKOD,STHAR_HTUR,DOLAR_KURU,STHAR_ACIKLAMA,EKALAN,EKALAN1,TUTAR_USD,ODE_GUN,YIL,AY,HAFTA
H00003,320.01.0005,IRS24701261,2024-02-05,60,0.06,30.3406,1,İTHAL,30.3167,Mal kabul,E,Kalite onaylı,60.0473,60,2024,2,6
H00001,320.01.0005,IRS24701262,2024-01-02,1000,1,40.631,1,İTHAL,29.8,Kısmi teslim,E,,1363.4564,0,2024,1,1
H00015,320.01.0037,IRS23701263,2023-12-27,2000,2,24.1023,1,YERLİ,29.1833,Numune kabul,H,,1651.7872,90,2023,12,52
H00014,320.01.0037,IRS23701264,2023-12-19,5000,5,74.9441,1,YERLİ,29.1833,Kısmi teslim,H,Kalite onaylı,12840.2374,30,2023,12,51
D00007,320.01.0037,IRS23701265,2023-12-23,10000,10000,110.8476,1,YERLİ,29.1833,İthalat dosyası,E,Şartlı kabul,37983.2301,30,2023,12,51
H00013,320.01.0001,IRS23701266,2023-12-29,10000,10000,54.4442,1,YERLİ,29.1833,Sevk irsaliyesi,E,,18655.9436,0,2023,12,52
H00011,320.01.0001,IRS23701267,2023-12-22,500,0.5,50.09,1,YERLİ,29.1833,Mal kabul,H,Şartlı kabul,858.1963,90,2023,12,51
H00008,320.01.0007,IRS24701268,2024-03-03,10000,10,19.8415,1,İTHAL,30.8333,İthalat dosyası,H,Şartlı kabul,6435.088,45,2024,3,9
D00010,320.01.0004,IRS23701269,2023-12-23,1000,1000,263.4983,1,YERLİ,29.1833,Kısmi teslim,H,Kalite onaylı,9029.0783,45,2023,12,51
H00005,320.01.0005,IRS24701270,2024-01-10,500,0.5,41.294,1,İTHAL,29.8,Mal kabul,H,Kalite onaylı,692.8523,60,2024,1,2
H00015,320.01.0005,IRS24701271,2024-01-27,5000,5,21.9659,1,İTHAL,29.8,İthalat dosyası,H,Kalite onaylı,3685.5537,60,2024,1,4
H00015,320.01.0022,IRS24701272,2024-01-15,1000,1,24.517,1,İTHAL,29.8,Kısmi teslim,H,,822.7181,0,2024,1,3
D00001,320.01.0022,IRS24701273,2024-02-28,500,500,249.4695,1,İTHAL,30.3167,İthalat dosyası,H,,4114.3907,30,2024,2,9
H00002,320.01.0013,IRS24701274,2024-01-01,120,0.12,81.3054,1,YERLİ,29.8,Numune kabul,E,Şartlı kabul,327.4043,30,2024,1,1
D00001,320.01.0013,IRS23701275,2023-12-14,120,120,247.4825,1,YERLİ,29.1833,İthalat dosyası,E,,1017.6334,60,2023,12,50
D00005,320.01.0013,IRS23701276,2023-12-22,1000,1000,249.3151,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,8543.0743,90,2023,12,51
H00009,320.01.0034,IRS24701277,2024-03-09,120,0.12,21.1316,1,İTHAL,30.8333,Sevk irsaliyesi,E,Kalite onaylı,82.242,0,2024,3,10
H00007,320.01.0034,IRS23701278,2023-12-19,1000,1,96.7979,1,İTHAL,29.1833,Kısmi teslim,H,Şartlı kabul,3316.8936,60,2023,12,51
D00004,320.01.0001,IRS24701279,2024-01-28,250,250,20.7964,1,YERLİ,29.8,Mal kabul,H,,174.4664,0,2024,1,4
H00015,320.01.0031,IRS24701280,2024-02-05,120,0.12,21.3502,1,YERLİ,30.3167,Numune kabul,H,Şartlı kabul,84.5087,0,2024,2,6
H00003,320.01.0007,IRS23701281,2023-12-25,1000,1,27.4097,1,İTHAL,29.1833,Kısmi teslim,H,Şartlı kabul,939.2255,0,2023,12,52
H00009,320.01.0007,IRS24701282,2024-03-12,500,0.5,18.3868,1,İTHAL,30.8333,Numune kabul,E,Kalite onaylı,298.1646,90,2024,3,11
D00001,320.01.0007,IRS24701283,2024-02-03,2000,2000,255.318,1,İTHAL,30.3167,Sevk irsaliyesi,H,Kalite onaylı,16843.3899,90,2024,2,5
H00011,320.01.0024,IRS24701284,2024-01-05,2000,2,52.5989,1,YERLİ,29.8,İthalat dosyası,E,Şartlı kabul,3530.1275,60,2024,1,1
H00006,320.01.0024,IRS23701285,2023-12-17,120,0.12,94.1065,1,YERLİ,29.1833,Sevk irsaliyesi,H,Şartlı kabul,386.9604,60,2023,12,50
H00010,320.01.0050,IRS24701286,2024-01-22,250,0.25,25.2411,1,YERLİ,29.8,İthalat dosyası,H,,211.7542,0,2024,1,4
H00015,320.01.0009,IRS24701287,2024-01-01,250,0.25,25.6429,1,İTHAL,29.8,İthalat dosyası,H,Şartlı kabul,215.125,30,2024,1,1
D00002,320.01.0009,IRS23701288,2023-12-24,250,250,121.2444,1,İTHAL,29.1833,Numune kabul,E,Şartlı kabul,1038.6454,30,2023,12,51
H00013,320.01.0009,IRS23701289,2023-12-23,500,500,49.5497,1,İTHAL,29.1833,Kısmi teslim,E,Kalite onaylı,848.9393,90,2023,12,51
D00003,320.01.0026,IRS23701290,2023-12-31,10000,10000,237.8133,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,81489.5163,0,2023,12,52
D00009,320.01.0009,IRS24701291,2024-01-02,120,120,60.4759,1,İTHAL,29.8,Mal kabul,H,Şartlı kabul,243.5271,90,2024,1,1
D00004,320.01.0009,IRS24701292,2024-03-05,250,250,23.1474,1,İTHAL,30.8333,Kısmi teslim,E,Şartlı kabul,187.6818,90,2024,3,10
H00001,320.01.0002,IRS23701293,2023-12-18,500,0.5,42.4609,1,YERLİ,29.1833,Mal kabul,H,,727.4863,45,2023,12,51
H00006,320.01.0028,IRS23701295,2023-12-27,120,0.12,91.9174,1,YERLİ,29.1833,Numune kabul,E,,377.9589,60,2023,12,52
H00001,320.01.0031,IRS23701296,2023-12-27,250,0.25,46.5381,1,YERLİ,29.1833,Sevk irsaliyesi,E,Kalite onaylı,398.6706,45,2023,12,52
H00005,320.01.0008,IRS24701297,2024-01-25,120,0.12,41.9081,1,YERLİ,29.8,Mal kabul,H,Şartlı kabul,168.7574,30,2024,1,4
H00010,320.01.0050,IRS23701298,2023-12-25,1000,1,24.9703,1,YERLİ,29.1833,Mal kabul,H,Şartlı kabul,855.6366,45,2023,12,52
D00003,320.01.0002,IRS24701300,2024-01-18,5000,5000,238.8735,1,YERLİ,29.8,Sevk irsaliyesi,H,,40079.4463,60,2024,1,3
D00011,320.01.0048,IRS24701301,2024-02-06,120,120,65.7093,1,YERLİ,30.3167,Sevk irsaliyesi,H,,260.0915,30,2024,2,6
H00009,320.01.0048,IRS23701302,2023-12-22,250,0.25,17.5484,1,YERLİ,29.1833,Numune kabul,H,Kalite onaylı,150.3291,45,2023,12,51
D00010,320.01.0040,IRS24701303,2024-03-11,10000,10000,264.308,1,YERLİ,30.8333,Kısmi teslim,H,Şartlı kabul,85721.6062,30,2024,3,11
H00003,320.01.0040,IRS24701304,2024-02-05,5000,5,31.3685,1,YERLİ,30.3167,Mal kabul,E,,5173.4687,60,2024,2,6
H00011,320.01.0018,IRS24701305,2024-01-02,10000,10,50.1327,1,İTHAL,29.8,Kısmi teslim,H,,16823.0537,90,2024,1,1
H00008,320.01.0018,IRS24701306,2024-01-08,5000,5,21.1346,1,İTHAL,29.8,İthalat dosyası,H,Şartlı kabul,3546.0738,30,2024,1,2
D00007,320.01.0018,IRS23701307,2023-12-25,10000,10000,118.8183,1,İTHAL,29.1833,İthalat dosyası,H,Kalite onaylı,40714.484,45,2023,12,52
D00006,320.01.0007,IRS23701308,2023-12-31,2000,2000,156.7625,1,İTHAL,29.1833,Numune kabul,H,,10743.3018,90,2023,12,52
D00001,320.01.0007,IRS24701309,2024-01-12,250,250,258.0561,1,İTHAL,29.8,Kısmi teslim,H,Kalite onaylı,2164.9002,60,2024,1,2
D00010,320.01.0001,IRS24701310,2024-03-21,10000,10000,313.5269,1,YERLİ,30.8333,Numune kabul,H,,101684.5099,0,2024,3,12
H00016,320.01.0001,IRS24701311,2024-02-09,5000,5000,38.1815,1,YERLİ,30.3167,Mal kabul,E,Kalite onaylı,6297.1069,60,2024,2,6
D00009,320.01.0001,IRS24701312,2024-01-11,2000,2000,59.4379,1,YERLİ,29.8,İthalat dosyası,H,Şartlı kabul,3989.1208,60,2024,1,2
H00014,320.01.0002,IRS24701313,2024-01-28,250,0.25,78.529,1,YERLİ,29.8,Mal kabul,E,Şartlı kabul,658.8003,0,2024,1,4
H00016,320.01.0002,IRS23701314,2023-12-26,500,500,36.0331,1,YERLİ,29.1833,Numune kabul,H,,617.3582,60,2023,12,52
H00003,320.01.0005,IRS24701315,2024-02-06,250,0.25,30.5661,1,İTHAL,30.3167,Kısmi teslim,E,,252.0566,90,2024,2,6
H00004,320.01.0003,IRS24701316,2024-01-05,5000,5,22.5222,1,YERLİ,29.8,İthalat dosyası,E,Şartlı kabul,3778.8926,30,2024,1,1
D00010,320.01.0021,IRS23701317,2023-12-31,10000,10000,290.6775,1,İTHAL,29.1833,İthalat dosyası,H,Şartlı kabul,99604.0544,45,2023,12,52
H00010,320.01.0019,IRS24701318,2024-01-26,250,0.25,22.8216,1,YERLİ,29.8,Kısmi teslim,E,,191.4564,90,2024,1,4
D00010,320.01.0019,IRS24701319,2024-01-12,10000,10000,287.3207,1,YERLİ,29.8,Mal kabul,E,Şartlı kabul,96416.3423,30,2024,1,2
D00009,320.01.0019,IRS23701320,2023-12-29,5000,5000,68.7013,1,YERLİ,29.1833,Sevk irsaliyesi,H,Şartlı kabul,11770.6531,0,2023,12,52
D00008,320.01.0023,IRS24701321,2024-01-29,2000,2000,266.8542,1,YERLİ,29.8,Kısmi teslim,H,,17909.6779,90,2024,1,5
H00004,320.01.0001,IRS24701322,2024-02-15,250,0.25,22.3905,1,YERLİ,30.3167,Numune kabul,E,Şartlı kabul,184.6383,60,2024,2,7
D00011,320.01.0001,IRS24701323,2024-02-21,5000,5000,63.5521,1,YERLİ,30.3167,Sevk irsaliyesi,E,,10481.3684,45,2024,2,8
H00007,320.01.0003,IRS24701324,2024-03-11,10000,10,86.8119,1,YERLİ,30.8333,Sevk irsaliyesi,E,Kalite onaylı,28155.2412,60,2024,3,11
H00014,320.01.0017,IRS24701325,2024-02-01,120,0.12,83.3312,1,YERLİ,30.3167,Sevk irsaliyesi,E,,329.8428,90,2024,2,5
H00008,320.01.0017,IRS24701326,2024-01-30,5000,5,17.0598,1,YERLİ,29.8,Mal kabul,H,Şartlı kabul,2862.3826,0,2024,1,5
H00012,320.01.0017,IRS24701327,2024-02-04,250,250,87.3419,1,YERLİ,30.3167,İthalat dosyası,H,Şartlı kabul,720.2458,60,2024,2,5
H00016,320.01.0040,IRS24701328,2024-01-15,5000,5000,44.7093,1,YERLİ,29.8,Kısmi teslim,E,,7501.5604,30,2024,1,3
H00006,320.01.0040,IRS24701329,2024-02-02,2000,2,90.986,1,YERLİ,30.3167,Mal kabul,H,Şartlı kabul,6002.3683,30,2024,2,5
H00006,320.01.0040,IRS24701330,2024-01-13,5000,5,94.9156,1,YERLİ,29.8,Numune kabul,H,,15925.4362,90,2024,1,2
H00011,320.01.0014,IRS23701331,2023-12-31,120,0.12,52.8431,1,YERLİ,29.1833,Numune kabul,E,Şartlı kabul,217.2877,90,2023,12,52
D00009,320.01.0014,IRS24701332,2024-03-17,5000,5000,54.8601,1,YERLİ,30.8333,Kısmi teslim,H,,8896.242,60,2024,3,11
H00001,320.01.0012,IRS24701333,2024-01-04,120,0.12,47.9854,1,YERLİ,29.8,Sevk irsaliyesi,H,Kalite onaylı,193.2298,45,2024,1,1
D00011,320.01.0012,IRS24701334,2024-01-14,500,500,65.2051,1,YERLİ,29.8,Kısmi teslim,E,,1094.0453,30,2024,1,2
D00009,320.01.0033,IRS24701335,2024-02-17,250,250,66.5373,1,YERLİ,30.3167,Sevk irsaliyesi,E,Kalite onaylı,548.6852,60,2024,2,7
H00016,320.01.0033,IRS24701336,2024-01-07,120,120,40.7995,1,YERLİ,29.8,Mal kabul,E,,164.2933,0,2024,1,1
D00009,320.01.0001,IRS24701337,2024-01-31,2000,2000,57.0696,1,YERLİ,29.8,Numune kabul,H,Kalite onaylı,3830.1745,90,2024,1,5
D00003,320.01.0039,IRS24701338,2024-02-23,500,500,258.9228,1,YERLİ,30.3167,İthalat dosyası,H,,4270.2999,30,2024,2,8
H00012,320.01.0041,IRS23701339,2023-12-29,250,250,94.8043,1,YERLİ,29.1833,Mal kabul,E,,812.1451,0,2023,12,52
H00011,320.01.0007,IRS24701340,2024-01-23,250,0.25,43.6795,1,İTHAL,29.8,İthalat dosyası,H,Kalite onaylı,366.4388,60,2024,1,4
D00008,320.01.0004,IRS24701341,2024-03-19,500,500,259.1835,1,YERLİ,30.8333,Numune kabul,H,Kalite onaylı,4202.9802,0,2024,3,12
D00009,320.01.0004,IRS24701342,2024-01-05,10000,10000,67.0775,1,YERLİ,29.8,Kısmi teslim,E,Şartlı kabul,22509.2282,90,2024,1,1
H00003,320.01.0049,IRS24701343,2024-03-21,120,0.12,28.9107,1,YERLİ,30.8333,Sevk irsaliyesi,H,Şartlı kabul,112.5174,0,2024,3,12
H00015,320.01.0049,IRS24701344,2024-02-16,120,0.12,25.7506,1,YERLİ,30.3167,İthalat dosyası,H,,101.9264,45,2024,2,7
H00006,320.01.0049,IRS24701345,2024-01-16,5000,5,97.8716,1,YERLİ,29.8,Kısmi teslim,E,Kalite onaylı,16421.4094,60,2024,1,3
H00010,320.01.0010,IRS24701346,2024-02-21,1000,1,20.481,1,YERLİ,30.3167,İthalat dosyası,H,,675.5683,60,2024,2,8
H00008,320.01.0010,IRS24701347,2024-01-05,2000,2,18.93,1,YERLİ,29.8,Kısmi teslim,E,Kalite onaylı,1270.4698,30,2024,1,1
H00011,320.01.0010,IRS24701348,2024-01-13,1000,1,44.4285,1,YERLİ,29.8,Kısmi teslim,E,Şartlı kabul,1490.8893,60,2024,1,2
H00002,320.01.0046,IRS24701349,2024-01-09,1000,1,77.7542,1,YERLİ,29.8,İthalat dosyası,H,Kalite onaylı,2609.2013,90,2024,1,2
H00007,320.01.0046,IRS24701350,2024-02-02,10000,10,95.6069,1,YERLİ,30.3167,İthalat dosyası,E,,31536.0511,30,2024,2,5
D00006,320.01.0046,IRS24701351,2024-02-25,5000,5000,148.3829,1,YERLİ,30.3167,Mal kabul,E,,24472.1391,45,2024,2,8
D00002,320.01.0013,IRS24701353,2024-01-04,120,120,127.4376,1,YERLİ,29.8,Mal kabul,H,Kalite onaylı,513.1715,45,2024,1,1
D00004,320.01.0013,IRS24701354,2024-01-17,2000,2000,19.1938,1,YERLİ,29.8,İthalat dosyası,H,,1288.1745,60,2024,1,3
D00009,320.01.0005,IRS24701355,2024-02-19,500,500,60.3205,1,İTHAL,30.3167,Kısmi teslim,E,,994.8395,90,2024,2,8
D00009,320.01.0005,IRS24701356,2024-02-27,120,120,62.5546,1,İTHAL,30.3167,İthalat dosyası,E,Şartlı kabul,247.6045,90,2024,2,9
D00003,320.01.0010,IRS24701357,2024-01-02,250,250,278.3535,1,YERLİ,29.8,Kısmi teslim,E,Kalite onaylı,2335.1804,60,2024,1,1
H00010,320.01.0010,IRS24701358,2024-01-06,5000,5,23.1706,1,YERLİ,29.8,İthalat dosyası,H,Şartlı kabul,3887.6846,0,2024,1,1
D00005,320.01.0010,IRS24701359,2024-01-20,2000,2000,221.6314,1,YERLİ,29.8,Mal kabul,H,Kalite onaylı,14874.5906,0,2024,1,3
D00012,320.01.0003,IRS24701360,2024-01-12,250,250,136.2915,1,YERLİ,29.8,İthalat dosyası,E,Kalite onaylı,1143.3851,45,2024,1,2
D00005,320.01.0003,IRS24701361,2024-02-05,500,500,247.1147,1,YERLİ,30.3167,Kısmi teslim,E,Şartlı kabul,4075.5541,45,2024,2,6
H00001,320.01.0001,IRS24701362,2024-01-09,1000,1,42.7242,1,YERLİ,29.8,Numune kabul,E,Kalite onaylı,1433.698,0,2024,1,2
D00006,320.01.0001,IRS24701363,2024-01-10,250,250,175.5281,1,YERLİ,29.8,Numune kabul,E,,1472.5512,90,2024,1,2
H00005,320.01.0010,IRS24701364,2024-03-26,120,0.12,45.9073,1,YERLİ,30.8333,Numune kabul,H,Şartlı kabul,178.6664,0,2024,3,13
H00009,320.01.0002,IRS24701366,2024-02-26,120,0.12,19.5538,1,YERLİ,30.3167,Kısmi teslim,E,Kalite onaylı,77.3981,45,2024,2,9
H00015,320.01.0036,IRS24701367,2024-02-22,250,0.25,21.7564,1,İTHAL,30.3167,Sevk irsaliyesi,E,,179.4094,60,2024,2,8
D00012,320.01.0036,IRS24701368,2024-01-14,5000,5000,153.8993,1,İTHAL,29.8,Numune kabul,E,Kalite onaylı,25822.0302,90,2024,1,2
D00004,320.01.0005,IRS24701369,2024-01-05,500,500,21.3645,1,İTHAL,29.8,Mal kabul,E,Şartlı kabul,358.4648,0,2024,1,1
D00010,320.01.0004,IRS24701371,2024-02-03,120,120,323.5174,1,YERLİ,30.3167,Sevk irsaliyesi,H,Kalite onaylı,1280.5512,45,2024,2,5
H00011,320.01.0007,IRS24701372,2024-01-10,120,0.12,51.075,1,İTHAL,29.8,Numune kabul,E,Kalite onaylı,205.6711,45,2024,1,2
H00008,320.01.0037,IRS24701373,2024-03-07,1000,1,17.8049,1,YERLİ,30.8333,İthalat dosyası,H,,577.4568,60,2024,3,10
H00006,320.01.0037,IRS24701374,2024-01-22,5000,5,90.4245,1,YERLİ,29.8,Sevk irsaliyesi,E,Kalite onaylı,15171.896,60,2024,1,4
H00006,320.01.0003,IRS24701375,2024-03-04,2000,2,80.4149,1,YERLİ,30.8333,Numune kabul,H,Kalite onaylı,5216.1073,30,2024,3,10
D00010,320.01.0003,IRS24701376,2024-01-15,5000,5000,278.4093,1,YERLİ,29.8,Kısmi teslim,E,,46712.9698,30,2024,1,3
D00012,320.01.0021,IRS24701377,2024-01-27,2000,2000,134.6863,1,İTHAL,29.8,Mal kabul,H,Şartlı kabul,9039.349,90,2024,1,4
H00012,320.01.0021,IRS24701378,2024-02-18,120,120,89.1239,1,İTHAL,30.3167,İthalat dosyası,H,Kalite onaylı,352.7715,90,2024,2,7
H00008,320.01.0021,IRS24701379,2024-01-04,10000,10,20.6467,1,İTHAL,29.8,Numune kabul,H,,6928.4228,0,2024,1,1
H00010,320.01.0017,IRS24701380,2024-02-28,5000,5,23.5711,1,YERLİ,30.3167,Kısmi teslim,H,Kalite onaylı,3887.4779,30,2024,2,9
H00003,320.01.0005,IRS24701382,2024-01-15,5000,5,31.6009,1,İTHAL,29.8,İthalat dosyası,E,,5302.1644,60,2024,1,3
H00012,320.01.0002,IRS24701383,2024-01-28,120,120,86.5097,1,YERLİ,29.8,Kısmi teslim,E,,348.3612,0,2024,1,4
D00006,320.01.0002,IRS24701384,2024-02-14,10000,10000,176.9242,1,YERLİ,30.3167,Mal kabul,E,,58358.6604,90,2024,2,7
H00008,320.01.0002,IRS24701385,2024-01-14,250,0.25,18.2439,1,YERLİ,29.8,İthalat dosyası,E,,153.0529,45,2024,1,2
H00010,320.01.0017,IRS24701386,2024-02-27,10000,10,25.4834,1,YERLİ,30.3167,İthalat dosyası,E,Kalite onaylı,8405.7302,30,2024,2,9
H00015,320.01.0017,IRS24701387,2024-01-27,5000,5,26.3098,1,YERLİ,29.8,Mal kabul,H,Kalite onaylı,4414.396,90,2024,1,4
H00007,320.01.0017,IRS24701388,2024-01-14,60,0.06,85.6291,1,YERLİ,29.8,Kısmi teslim,E,,172.4076,90,2024,1,2
H00006,320.01.0008,IRS24701389,2024-03-10,500,0.5,91.6658,1,YERLİ,30.8333,Numune kabul,E,Şartlı kabul,1486.474,60,2024,3,10
D00009,320.01.0008,IRS24701390,2024-01-24,5000,5000,63.8509,1,YERLİ,29.8,Numune kabul,E,,10713.2383,90,2024,1,4
D00008,320.01.0013,IRS24701392,2024-01-21,1000,1000,302.4174,1,YERLİ,29.8,Kısmi teslim,H,,10148.2349,0,2024,1,3
H00005,320.01.0013,IRS24701393,2024-02-02,250,0.25,44.7736,1,YERLİ,30.3167,Numune kabul,E,,369.2156,0,2024,2,5
H00008,320.01.0013,IRS24701394,2024-03-14,10000,10,17.2156,1,YERLİ,30.8333,Mal kabul,H,,5583.4439,90,2024,3,11
H00003,320.01.0006,IRS24701395,2024-02-25,120,0.12,30.2909,1,YERLİ,30.3167,Sevk irsaliyesi,H,Şartlı kabul,119.8979,0,2024,2,8
H00011,320.01.0006,IRS24701396,2024-02-14,10000,10,49.0785,1,YERLİ,30.3167,Numune kabul,H,Şartlı kabul,16188.6023,30,2024,2,7
D00004,320.01.0014,IRS24701397,2024-04-08,2000,2000,22.417,1,YERLİ,31.35,Numune kabul,E,Kalite onaylı,1430.1116,60,2024,4,15
D00004,320.01.0023,IRS24701398,2024-02-02,120,120,21.1056,1,YERLİ,30.3167,Kısmi teslim,E,,83.5405,45,2024,2,5
H00012,320.01.0023,IRS24701399,2024-02-16,2000,2000,85.4132,1,YERLİ,30.3167,Kısmi teslim,H,Şartlı kabul,5634.7294,90,2024,2,7
H00012,320.01.0008,IRS24701400,2024-03-31,120,120,95.4092,1,YERLİ,30.8333,İthalat dosyası,H,Şartlı kabul,371.3227,0,2024,3,13
H00009,320.01.0008,IRS24701401,2024-02-01,500,0.5,18.8018,1,YERLİ,30.3167,Sevk irsaliyesi,E,Kalite onaylı,310.0898,0,2024,2,5
H00006,320.01.0006,IRS24701402,2024-02-04,10000,10,92.5365,1,YERLİ,30.3167,Numune kabul,E,Şartlı kabul,30523.276,0,2024,2,5
D00008,320.01.0004,IRS24701403,2024-03-06,2000,2000,320.1536,1,YERLİ,30.8333,İthalat dosyası,H,Şartlı kabul,20766.7425,0,2024,3,10
D00008,320.01.0010,IRS24701404,2024-02-20,2000,2000,290.6885,1,YERLİ,30.3167,Numune kabul,H,Şartlı kabul,19176.7903,45,2024,2,8
H00014,320.01.0003,IRS24701405,2024-04-10,5000,5,81.9409,1,YERLİ,31.35,Sevk irsaliyesi,H,,13068.7241,60,2024,4,15
H00010,320.01.0003,IRS24701406,2024-01-27,5000,5,23.068,1,YERLİ,29.8,Sevk irsaliyesi,H,Şartlı kabul,3870.4698,45,2024,1,4
H00010,320.01.0003,IRS24701407,2024-03-11,250,0.25,20.7115,1,YERLİ,30.8333,Mal kabul,H,,167.9313,60,2024,3,11
H00006,320.01.0001,IRS24701408,2024-01-19,120,0.12,94.0665,1,YERLİ,29.8,Kısmi teslim,E,,378.7913,0,2024,1,3
H00006,320.01.0034,IRS24701409,2024-02-23,5000,5,99.8693,1,İTHAL,30.3167,İthalat dosyası,H,Kalite onaylı,16471.0044,90,2024,2,8
D00001,320.01.0034,IRS24701410,2024-03-04,10000,10000,260.2091,1,İTHAL,30.8333,Sevk irsaliyesi,H,,84392.2318,45,2024,3,10
D00001,320.01.0015,IRS24701411,2024-01-30,10000,10000,230.1979,1,İTHAL,29.8,İthalat dosyası,E,Kalite onaylı,77247.6174,30,2024,1,5
H00008,320.01.0002,IRS24701412,2024-03-17,120,0.12,21.3208,1,YERLİ,30.8333,Numune kabul,E,Şartlı kabul,82.9783,60,2024,3,11
H00014,320.01.0002,IRS24701413,2024-04-15,500,0.5,79.4231,1,YERLİ,31.35,Sevk irsaliyesi,E,,1266.7161,30,2024,4,16
D00006,320.01.0017,IRS24701414,2024-01-24,250,250,177.3548,1,YERLİ,29.8,Sevk irsaliyesi,H,Şartlı kabul,1487.8758,90,2024,1,4
H00016,320.01.0017,IRS24701415,2024-01-20,250,250,37.4681,1,YERLİ,29.8,Sevk irsaliyesi,H,,314.3297,60,2024,1,3
D00010,320.01.0017,IRS24701416,2024-04-16,120,120,326.4967,1,YERLİ,31.35,Kısmi teslim,H,Kalite onaylı,1249.7481,90,2024,4,16
D00012,320.01.0020,IRS24701417,2024-03-07,500,500,152.1307,1,YERLİ,30.8333,Kısmi teslim,E,Şartlı kabul,2466.987,90,2024,3,10
H00011,320.01.0020,IRS24701418,2024-04-09,500,0.5,54.8417,1,YERLİ,31.35,Kısmi teslim,H,Şartlı kabul,874.6683,0,2024,4,15
H00009,320.01.0022,IRS24701420,2024-01-19,120,0.12,19.6917,1,İTHAL,29.8,İthalat dosyası,E,Şartlı kabul,79.2954,60,2024,1,3
D00010,320.01.0022,IRS24701421,2024-02-04,120,120,322.109,1,İTHAL,30.3167,İthalat dosyası,H,,1274.9765,0,2024,2,5
H00013,320.01.0043,IRS24701422,2024-04-05,120,120,47.0661,1,YERLİ,31.35,Sevk irsaliyesi,H,Şartlı kabul,180.1573,30,2024,4,14
H00006,320.01.0043,IRS24701423,2024-03-05,5000,5,97.7674,1,YERLİ,30.8333,Numune kabul,E,Şartlı kabul,15854.1901,0,2024,3,10
D00005,320.01.0043,IRS24701424,2024-01-28,2000,2000,280.0635,1,YERLİ,29.8,İthalat dosyası,H,,18796.2081,30,2024,1,4
H00001,320.01.0020,IRS24701425,2024-01-25,10000,10,42.5396,1,YERLİ,29.8,İthalat dosyası,H,Kalite onaylı,14275.0336,45,2024,1,4
H00006,320.01.0004,IRS24701426,2024-01-26,5000,5,94.2987,1,YERLİ,29.8,İthalat dosyası,E,Kalite onaylı,15821.9295,45,2024,1,4
D00008,320.01.0032,IRS24701427,2024-02-07,1000,1000,264.3938,1,YERLİ,30.3167,İthalat dosyası,E,,8721.0613,0,2024,2,6
D00006,320.01.0051,IRS24701428,2024-03-22,500,500,166.4672,1,YERLİ,30.8333,Numune kabul,E,Kalite onaylı,2699.471,0,2024,3,12
D00011,320.01.0051,IRS24701429,2024-02-17,10000,10000,65.731,1,YERLİ,30.3167,İthalat dosyası,H,,21681.4495,90,2024,2,7
H00014,320.01.0045,IRS24701430,2024-04-20,5000,5,76.6939,1,YERLİ,31.35,Kısmi teslim,H,,12231.882,30,2024,4,16
D00012,320.01.0008,IRS24701431,2024-02-01,2000,2000,147.3368,1,YERLİ,30.3167,Kısmi teslim,H,,9719.8442,90,2024,2,5
H00016,320.01.0010,IRS24701432,2024-02-15,250,250,40.6512,1,YERLİ,30.3167,İthalat dosyası,H,Şartlı kabul,335.2212,0,2024,2,7
H00001,320.01.0010,IRS24701433,2024-01-20,250,0.25,43.5071,1,YERLİ,29.8,Mal kabul,H,Kalite onaylı,364.9924,30,2024,1,3
H00004,320.01.0003,IRS24701434,2024-02-19,500,0.5,22.0547,1,YERLİ,30.3167,Mal kabul,E,,363.7385,60,2024,2,8
H00012,320.01.0003,IRS24701435,2024-02-15,250,250,83.1684,1,YERLİ,30.3167,Kısmi teslim,H,Kalite onaylı,685.8299,0,2024,2,7
H00013,320.01.0019,IRS24701436,2024-01-23,1000,1000,50.9157,1,YERLİ,29.8,Numune kabul,H,Şartlı kabul,1708.5805,30,2024,1,4
H00012,320.01.0022,IRS24701437,2024-02-26,500,500,97.5046,1,İTHAL,30.3167,Mal kabul,H,Şartlı kabul,1608.1005,45,2024,2,9
H00001,320.01.0035,IRS24701438,2024-02-18,5000,5,45.227,1,YERLİ,30.3167,Sevk irsaliyesi,E,Kalite onaylı,7459.0902,90,2024,2,7
D00004,320.01.0001,IRS24701439,2024-02-26,5000,5000,19.4292,1,YERLİ,30.3167,İthalat dosyası,E,,3204.3725,45,2024,2,9
D00011,320.01.0001,IRS24701440,2024-03-17,250,250,60.3833,1,YERLİ,30.8333,Sevk irsaliyesi,E,Şartlı kabul,489.5949,0,2024,3,11
D00006,320.01.0001,IRS24701441,2024-02-07,2000,2000,177.3027,1,YERLİ,30.3167,Mal kabul,H,Kalite onaylı,11696.7018,30,2024,2,6
D00010,320.01.0006,IRS24701442,2024-02-12,5000,5000,265.1861,1,YERLİ,30.3167,İthalat dosyası,E,Şartlı kabul,43735.9772,45,2024,2,7
H00013,320.01.0006,IRS24701443,2024-04-20,500,500,53.1794,1,YERLİ,31.35,Numune kabul,H,Kalite onaylı,848.1563,30,2024,4,16
