INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,ALINAN,STHAR_HTUR,TERMIN,SIPARIS_TARIHINDEN_GECEN_GUN,TERMINE_KALAN_GUN,KALAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA
701349,2023-12-27,SAS23000745,1,H00001,320.01.0009,120,43.0728,120,YERLİ,2024-02-25,946,,0,2,29.1833,02,HM1,177.1128,KAPALI,2023,12,52
701350,2023-12-27,SAS23000745,2,H00005,320.01.0009,10000,46.1912,5000,YERLİ,2024-01-11,946,-931,5000,2,29.1833,02,HM1,15827.9564,ACIK,2023,12,52
701351,2023-12-28,SAS23000746,1,H00016,320.01.0002,250,70.6478,250,YERLİ,2024-01-07,945,,0,2,29.1833,02,HM1,605.2074,KAPALI,2023,12,52
701352,2023-12-28,SAS23000746,2,H00006,320.01.0002,120,105.9022,120,YERLİ,2024-01-07,945,,0,2,29.1833,02,HM1,435.4636,KAPALI,2023,12,52
701353,2023-12-28,SAS23000747,1,H00013,320.01.0007,500,77.7002,500,YERLİ,2024-02-26,945,,0,2,29.1833,02,HM1,1331.2442,KAPALI,2023,12,52
701354,2023-12-28,SAS23000747,2,H00015,320.01.0007,2000,33.11,2000,YERLİ,2024-01-07,945,,0,2,29.1833,02,HM1,2269.106,KAPALI,2023,12,52
701355,2023-12-28,SAS23000748,1,D00009,320.01.0016,5000,210.1889,5000,YERLİ,2024-01-27,945,,0,2,29.1833,03,DG1,36011.8458,KAPALI,2023,12,52
701356,2023-12-28,SAS23000748,2,H00011,320.01.0016,120,30.1864,120,YERLİ,2024-01-27,945,,0,2,29.1833,02,HM1,124.1247,KAPALI,2023,12,52
701357,2023-12-28,SAS23000749,1,D00001,320.01.0017,5000,31.0131,5000,YERLİ,2024-01-18,945,,0,2,29.1833,03,DG1,5313.5012,KAPALI,2023,12,52
701358,2023-12-28,SAS23000749,2,D00001,320.01.0017,1000,32.4268,1000,YERLİ,2024-01-07,945,,0,2,29.1833,03,DG1,1111.1423,KAPALI,2023,12,52
701359,2023-12-28,SAS23000749,3,H00005,320.01.0017,250,53.2868,250,YERLİ,2024-01-27,945,,0,2,29.1833,02,HM1,456.4837,KAPALI,2023,12,52
701360,2023-12-28,SAS23000750,1,H00008,320.01.0023,2000,57.5821,2000,İTHAL,2024-01-07,945,,0,2,29.1833,02,HM1,3946.2364,KAPALI,2023,12,52
701361,2023-12-28,SAS23000750,2,H00011,320.01.0023,120,28.9512,120,İTHAL,2024-01-12,945,,0,2,29.1833,02,HM1,119.0456,KAPALI,2023,12,52
701362,2023-12-28,SAS23000750,3,H00001,320.01.0023,500,44.4318,500,İTHAL,2024-03-27,945,,0,2,29.1833,02,HM1,761.2539,KAPALI,2023,12,52
701363,2023-12-28,SAS23000751,1,H00004,320.01.0022,10000,64.2904,10000,YERLİ,2024-01-18,945,,0,2,29.1833,02,HM1,22029.8595,KAPALI,2023,12,52
701364,2023-12-28,SAS23000751,2,H00003,320.01.0022,5000,70.5987,5000,YERLİ,2024-01-07,945,,0,2,29.1833,02,HM1,12095.7363,KAPALI,2023,12,52
701365,2024-01-01,SAS24000752,1,H00014,320.01.0025,5000,33.2021,5000,İTHAL,2024-01-11,941,,0,2,29.8,02,HM1,5570.8221,KAPALI,2024,1,1
701366,2024-01-01,SAS24000752,2,D00005,320.01.0025,1000,229.2592,1000,İTHAL,2024-02-15,941,,0,2,29.8,03,DG1,7693.2617,KAPALI,2024,1,1
701367,2024-01-01,SAS24000753,1,D00002,320.01.0003,5000,55.8874,5000,İTHAL,2024-03-31,941,,0,2,29.8,03,DG1,9377.0805,KAPALI,2024,1,1
701368,2024-01-01,SAS24000753,2,D00007,320.01.0003,250,65.7065,250,İTHAL,2024-03-31,941,,0,2,29.8,03,DG1,551.229,KAPALI,2024,1,1
701369,2024-01-01,SAS24000754,1,H00011,320.01.0009,250,34.3054,250,YERLİ,2024-02-15,941,,0,2,29.8,02,HM1,287.797,KAPALI,2024,1,1
701370,2024-01-01,SAS24000754,2,H00013,320.01.0009,5000,80.3203,5000,YERLİ,2024-03-31,941,,0,2,29.8,02,HM1,13476.5604,KAPALI,2024,1,1
701371,2024-01-02,SAS24000755,1,H00010,320.01.0032,10000,18.4944,10000,YERLİ,2024-01-23,940,,0,2,29.8,02,HM1,6206.1745,KAPALI,2024,1,1
701372,2024-01-02,SAS24000755,2,H00003,320.01.0032,500,68.177,500,YERLİ,2024-03-02,940,,0,2,29.8,02,HM1,1143.9094,KAPALI,2024,1,1
701373,2024-01-03,SAS24000756,1,H00002,320.01.0002,250,18.8378,250,YERLİ,2024-01-18,939,,0,2,29.8,02,HM1,158.0352,KAPALI,2024,1,1
701374,2024-01-03,SAS24000756,2,H00002,320.01.0002,500,16.3899,500,YERLİ,2024-02-02,939,,0,2,29.8,02,HM1,274.9983,KAPALI,2024,1,1
701375,2024-01-03,SAS24000757,1,D00003,320.01.0008,500,296.0991,500,YERLİ,2024-01-13,939,,0,2,29.8,03,DG1,4968.1057,KAPALI,2024,1,1
701376,2024-01-03,SAS24000758,1,D00005,320.01.0003,2000,229.4605,2000,İTHAL,2024-01-24,939,,0,2,29.8,03,DG1,15400.0336,KAPALI,2024,1,1
701377,2024-01-03,SAS24000758,2,D00003,320.01.0003,2000,277.9216,2000,İTHAL,2024-01-13,939,,0,2,29.8,03,DG1,18652.4564,KAPALI,2024,1,1
701378,2024-01-03,SAS24000759,1,D00002,320.01.0048,500,52.5139,500,YERLİ,2024-01-18,939,,0,2,29.8,03,DG1,881.1057,KAPALI,2024,1,1
701379,2024-01-03,SAS24000760,1,H00008,320.01.0004,2000,57.6282,2000,YERLİ,2024-02-17,939,,0,2,29.8,02,HM1,3867.6644,KAPALI,2024,1,1
701380,2024-01-04,SAS24000761,1,H00008,320.01.0025,250,52.7458,250,İTHAL,2024-02-03,938,,0,2,29.8,02,HM1,442.4983,KAPALI,2024,1,1
701381,2024-01-04,SAS24000761,2,H00014,320.01.0025,250,33.0338,250,İTHAL,2024-01-19,938,,0,2,29.8,02,HM1,277.1292,KAPALI,2024,1,1
701382,2024-01-04,SAS24000762,1,H00014,320.01.0016,120,34.121,0,YERLİ,2024-04-03,938,-848,120,2,29.8,02,HM1,137.4,ACIK,2024,1,1
701383,2024-01-04,SAS24000762,2,D00012,320.01.0016,5000,124.2668,5000,YERLİ,2024-01-25,938,,0,2,29.8,03,DG1,20850.1342,KAPALI,2024,1,1
701384,2024-01-05,SAS24000763,1,H00006,320.01.0001,120,104.6086,120,YERLİ,2024-04-04,937,,0,2,29.8,02,HM1,421.2427,KAPALI,2024,1,1
701385,2024-01-05,SAS24000763,2,H00012,320.01.0001,1000,27.583,1000,YERLİ,2024-01-26,937,,0,2,29.8,02,HM1,925.604,KAPALI,2024,1,1
701386,2024-01-05,SAS24000764,1,D00011,320.01.0037,10000,9.3107,10000,İTHAL,2024-01-15,937,,0,2,29.8,03,DG1,3124.396,KAPALI,2024,1,1
701387,2024-01-05,SAS24000765,1,D00008,320.01.0005,250,288.033,250,YERLİ,2024-02-19,937,,0,2,29.8,03,DG1,2416.3842,KAPALI,2024,1,1
701388,2024-01-05,SAS24000765,2,D00008,320.01.0005,120,292.8145,120,YERLİ,2024-02-19,937,,0,2,29.8,03,DG1,1179.1188,KAPALI,2024,1,1
701389,2024-01-05,SAS24000766,1,H00002,320.01.0016,10000,18.1632,10000,YERLİ,2024-04-04,937,,0,2,29.8,02,HM1,6095.0336,KAPALI,2024,1,1
701390,2024-01-05,SAS24000766,2,D00004,320.01.0016,120,68.9198,120,YERLİ,2024-01-15,937,,0,2,29.8,03,DG1,277.5294,KAPALI,2024,1,1
701391,2024-01-08,SAS24000767,1,D00010,320.01.0001,250,192.1168,250,YERLİ,2024-01-23,934,,0,2,29.8,03,DG1,1611.7181,KAPALI,2024,1,2
701392,2024-01-08,SAS24000768,1,D00009,320.01.0008,500,223.8656,500,YERLİ,2024-01-18,934,,0,2,29.8,03,DG1,3756.1342,KAPALI,2024,1,2
701393,2024-01-09,SAS24000769,1,D00003,320.01.0045,250,246.9572,250,YERLİ,2024-01-24,933,,0,2,29.8,03,DG1,2071.7886,KAPALI,2024,1,2
701394,2024-01-09,SAS24000769,2,H00010,320.01.0045,500,22.1755,500,YERLİ,2024-02-08,933,,0,2,29.8,02,HM1,372.0721,KAPALI,2024,1,2
701395,2024-01-09,SAS24000770,1,H00005,320.01.0023,250,52.5685,250,İTHAL,2024-01-30,933,,0,2,29.8,02,HM1,441.0109,KAPALI,2024,1,2
701396,2024-01-09,SAS24000770,2,D00003,320.01.0023,1000,271.8899,1000,İTHAL,2024-03-09,933,,0,2,29.8,03,DG1,9123.8221,KAPALI,2024,1,2
701397,2024-01-09,SAS24000770,3,H00005,320.01.0023,10000,51.1443,10000,İTHAL,2024-01-24,933,,0,2,29.8,02,HM1,17162.5168,KAPALI,2024,1,2
701398,2024-01-09,SAS24000771,1,D00007,320.01.0049,5000,66.6699,5000,YERLİ,2024-02-23,933,,0,2,29.8,03,DG1,11186.2248,KAPALI,2024,1,2
701399,2024-01-09,SAS24000771,2,H00013,320.01.0049,250,87.8324,250,YERLİ,2024-02-08,933,,0,2,29.8,02,HM1,736.849,KAPALI,2024,1,2
701400,2024-01-09,SAS24000772,1,H00006,320.01.0011,1000,97.4281,1000,YERLİ,2024-04-08,933,,0,2,29.8,02,HM1,3269.3993,KAPALI,2024,1,2
701401,2024-01-09,SAS24000772,2,H00016,320.01.0011,250,84.3949,250,YERLİ,2024-04-08,933,,0,2,29.8,02,HM1,708.0109,KAPALI,2024,1,2
701402,2024-01-09,SAS24000772,3,D00002,320.01.0011,5000,59.4974,5000,YERLİ,2024-02-23,933,,0,2,29.8,03,DG1,9982.7852,KAPALI,2024,1,2
701403,2024-01-10,SAS24000773,1,D00009,320.01.0001,5000,234.6961,5000,YERLİ,2024-01-20,932,,0,2,29.8,03,DG1,39378.5403,KAPALI,2024,1,2
701404,2024-01-10,SAS24000774,1,D00010,320.01.0018,2000,197.2302,2000,YERLİ,2024-01-20,932,,0,2,29.8,03,DG1,13236.9262,KAPALI,2024,1,2
701405,2024-01-10,SAS24000774,2,H00006,320.01.0018,2000,104.5705,2000,YERLİ,2024-02-09,932,,0,2,29.8,02,HM1,7018.1544,KAPALI,2024,1,2
701406,2024-01-10,SAS24000774,3,D00010,320.01.0018,10000,163.588,5000,YERLİ,2024-01-25,932,-917,5000,2,29.8,03,DG1,54895.302,ACIK,2024,1,2
701407,2024-01-11,SAS24000775,1,H00008,320.01.0008,10000,54.0904,10000,YERLİ,2024-01-26,931,,0,2,29.8,02,HM1,18151.1409,KAPALI,2024,1,2
701408,2024-01-11,SAS24000775,2,D00002,320.01.0008,500,56.2498,250,YERLİ,2024-02-25,931,-886,250,2,29.8,03,DG1,943.7886,ACIK,2024,1,2
701409,2024-01-11,SAS24000775,3,H00014,320.01.0008,120,29.101,120,YERLİ,2024-02-10,931,,0,2,29.8,02,HM1,117.1852,KAPALI,2024,1,2
701410,2024-01-11,SAS24000776,1,D00012,320.01.0005,5000,133.0337,5000,YERLİ,2024-02-01,931,,0,2,29.8,03,DG1,22321.0906,KAPALI,2024,1,2
701411,2024-01-11,SAS24000777,1,H00004,320.01.0001,5000,67.2273,5000,YERLİ,2024-01-26,931,,0,2,29.8,02,HM1,11279.7483,KAPALI,2024,1,2
701412,2024-01-11,SAS24000777,2,H00011,320.01.0001,120,37.0902,120,YERLİ,2024-04-10,931,,0,2,29.8,02,HM1,149.3565,KAPALI,2024,1,2
701413,2024-01-11,SAS24000778,1,H00007,320.01.0041,1000,44.8398,1000,İTHAL,2024-01-21,931,,0,2,29.8,02,HM1,1504.6913,KAPALI,2024,1,2
701414,2024-01-12,SAS24000779,1,D00003,320.01.0006,500,256.976,500,YERLİ,2024-02-26,930,,0,2,29.8,03,DG1,4311.6779,KAPALI,2024,1,2
701415,2024-01-12,SAS24000780,1,H00008,320.01.0001,5000,52.2708,5000,YERLİ,2024-04-11,930,,0,2,29.8,02,HM1,8770.2685,KAPALI,2024,1,2
701416,2024-01-15,SAS24000781,1,D00001,320.01.0002,250,29.3746,250,YERLİ,2024-02-29,927,,0,2,29.8,03,DG1,246.4312,KAPALI,2024,1,3
701417,2024-01-15,SAS24000781,2,D00005,320.01.0002,10000,277.2695,10000,YERLİ,2024-04-14,927,,0,2,29.8,03,DG1,93043.4564,KAPALI,2024,1,3
701418,2024-01-15,SAS24000782,1,H00016,320.01.0004,120,70.2858,120,YERLİ,2024-02-14,927,,0,2,29.8,02,HM1,283.0301,KAPALI,2024,1,3
701419,2024-01-15,SAS24000782,2,H00005,320.01.0004,1000,48.7031,1000,YERLİ,2024-03-15,927,,0,2,29.8,02,HM1,1634.3322,KAPALI,2024,1,3
701420,2024-01-15,SAS24000782,3,H00009,320.01.0004,1000,62.9604,1000,YERLİ,2024-02-14,927,,0,2,29.8,02,HM1,2112.7651,KAPALI,2024,1,3
701421,2024-01-17,SAS24000783,1,D00008,320.01.0019,120,263.6775,120,YERLİ,2024-04-16,925,,0,2,29.8,03,DG1,1061.7886,KAPALI,2024,1,3
701422,2024-01-17,SAS24000784,1,D00002,320.01.0048,1000,58.6083,1000,YERLİ,2024-02-16,925,,0,2,29.8,03,DG1,1966.7215,KAPALI,2024,1,3
701423,2024-01-17,SAS24000785,1,H00010,320.01.0001,5000,22.3974,5000,YERLİ,2024-03-02,925,,0,2,29.8,02,HM1,3757.953,KAPALI,2024,1,3
701424,2024-01-17,SAS24000785,2,H00007,320.01.0001,5000,37.4562,5000,YERLİ,2024-02-01,925,,0,2,29.8,02,HM1,6284.5973,KAPALI,2024,1,3
701425,2024-01-18,SAS24000786,1,D00011,320.01.0001,5000,8.0382,5000,YERLİ,2024-03-03,924,,0,2,29.8,03,DG1,1348.6913,KAPALI,2024,1,3
701426,2024-01-18,SAS24000787,1,D00011,320.01.0009,1000,7.9451,1000,YERLİ,2024-02-08,924,,0,2,29.8,03,DG1,266.6141,KAPALI,2024,1,3
701427,2024-01-18,SAS24000787,2,H00004,320.01.0009,120,68.1787,120,YERLİ,2024-01-28,924,,0,2,29.8,02,HM1,274.5451,KAPALI,2024,1,3
701428,2024-01-18,SAS24000787,3,D00007,320.01.0009,250,73.5982,250,YERLİ,2024-01-28,924,,0,2,29.8,03,DG1,617.4346,KAPALI,2024,1,3
701429,2024-01-18,SAS24000788,1,D00004,320.01.0037,1000,67.4485,1000,İTHAL,2024-04-17,924,,0,2,29.8,03,DG1,2263.3725,KAPALI,2024,1,3
701430,2024-01-18,SAS24000788,2,H00003,320.01.0037,5000,75.7623,5000,İTHAL,2024-04-17,924,,0,2,29.8,02,HM1,12711.7953,KAPALI,2024,1,3
701431,2024-01-18,SAS24000789,1,H00013,320.01.0015,500,78.1185,500,YERLİ,2024-01-28,924,,0,2,29.8,02,HM1,1310.7131,KAPALI,2024,1,3
701432,2024-01-18,SAS24000789,2,H00001,320.01.0015,250,42.6208,250,YERLİ,2024-02-02,924,,0,2,29.8,02,HM1,357.557,KAPALI,2024,1,3
701433,2024-01-19,SAS24000790,1,H00014,320.01.0008,120,32.7359,120,YERLİ,2024-04-18,923,,0,2,29.8,02,HM1,131.8224,KAPALI,2024,1,3
701434,2024-01-19,SAS24000790,2,D00002,320.01.0008,250,60.1862,250,YERLİ,2024-04-18,923,,0,2,29.8,03,DG1,504.9178,KAPALI,2024,1,3
701435,2024-01-19,SAS24000791,1,H00011,320.01.0003,120,35.2471,120,İTHAL,2024-04-18,923,,0,2,29.8,02,HM1,141.9346,KAPALI,2024,1,3
701436,2024-01-19,SAS24000791,2,H00011,320.01.0003,120,33.42,120,İTHAL,2024-04-18,923,,0,2,29.8,02,HM1,134.5772,KAPALI,2024,1,3
701437,2024-01-22,SAS24000792,1,H00005,320.01.0009,10000,55.0632,10000,YERLİ,2024-02-06,920,,0,2,29.8,02,HM1,18477.5839,KAPALI,2024,1,4
701438,2024-01-22,SAS24000793,1,H00012,320.01.0021,250,29.9658,250,YERLİ,2024-02-21,920,,0,2,29.8,02,HM1,251.3909,KAPALI,2024,1,4
701439,2024-01-22,SAS24000793,2,H00010,320.01.0021,5000,21.7432,5000,YERLİ,2024-02-06,920,,0,2,29.8,02,HM1,3648.1879,KAPALI,2024,1,4
701440,2024-01-22,SAS24000793,3,D00003,320.01.0021,1000,256.0135,1000,YERLİ,2024-04-21,920,,0,2,29.8,03,DG1,8591.057,KAPALI,2024,1,4
701441,2024-01-22,SAS24000794,1,D00010,320.01.0007,120,202.1093,120,YERLİ,2024-02-01,920,,0,2,29.8,03,DG1,813.863,KAPALI,2024,1,4
701442,2024-01-22,SAS24000794,2,D00008,320.01.0007,5000,272.3989,5000,YERLİ,2024-04-21,920,,0,2,29.8,03,DG1,45704.5134,KAPALI,2024,1,4
701443,2024-01-22,SAS24000794,3,H00016,320.01.0007,500,78.0725,500,YERLİ,2024-02-21,920,,0,2,29.8,02,HM1,1309.9413,KAPALI,2024,1,4
701444,2024-01-22,SAS24000795,1,H00011,320.01.0019,500,33.0142,500,YERLİ,2024-02-01,920,,0,2,29.8,02,HM1,553.9295,KAPALI,2024,1,4
701445,2024-01-23,SAS24000796,1,H00014,320.01.0001,2000,33.8954,2000,YERLİ,2024-03-23,919,,0,2,29.8,02,HM1,2274.8591,KAPALI,2024,1,4
701446,2024-01-23,SAS24000796,2,H00013,320.01.0001,500,92.2702,500,YERLİ,2024-02-22,919,,0,2,29.8,02,HM1,1548.1577,KAPALI,2024,1,4
701447,2024-01-23,SAS24000797,1,H00013,320.01.0004,1000,80.9884,1000,YERLİ,2024-02-22,919,,0,2,29.8,02,HM1,2717.7315,KAPALI,2024,1,4
701448,2024-01-23,SAS24000798,1,H00012,320.01.0008,120,25.7475,120,YERLİ,2024-03-08,919,,0,2,29.8,02,HM1,103.6812,KAPALI,2024,1,4
701449,2024-01-23,SAS24000798,2,H00016,320.01.0008,5000,73.6127,5000,YERLİ,2024-02-07,919,,0,2,29.8,02,HM1,12351.1242,KAPALI,2024,1,4
701450,2024-01-24,SAS24000799,1,H00004,320.01.0025,250,63.6535,250,İTHAL,2024-02-08,918,,0,2,29.8,02,HM1,534.0059,KAPALI,2024,1,4
701451,2024-01-24,SAS24000799,2,H00015,320.01.0025,250,37.2713,250,İTHAL,2024-02-14,918,,0,2,29.8,02,HM1,312.6787,KAPALI,2024,1,4
701452,2024-01-24,SAS24000800,1,D00010,320.01.0012,2000,167.0667,2000,YERLİ,2024-02-08,918,,0,2,29.8,03,DG1,11212.5302,KAPALI,2024,1,4
701453,2024-01-24,SAS24000801,1,D00005,320.01.0001,5000,268.1798,5000,YERLİ,2024-03-09,918,,0,2,29.8,03,DG1,44996.6107,KAPALI,2024,1,4
701454,2024-01-24,SAS24000802,1,D00003,320.01.0028,1000,265.1527,1000,YERLİ,2024-04-23,918,,0,2,29.8,03,DG1,8897.7416,KAPALI,2024,1,4
701455,2024-01-24,SAS24000802,2,D00008,320.01.0028,10000,289.1399,10000,YERLİ,2024-04-23,918,,0,2,29.8,03,DG1,97026.8121,KAPALI,2024,1,4
701456,2024-01-24,SAS24000802,3,H00007,320.01.0028,500,43.012,500,YERLİ,2024-02-14,918,,0,2,29.8,02,HM1,721.6779,KAPALI,2024,1,4
701457,2024-01-24,SAS24000803,1,D00005,320.01.0046,120,257.7736,60,YERLİ,2024-04-23,918,-828,60,2,29.8,03,DG1,1038.0145,ACIK,2024,1,4
701458,2024-01-24,SAS24000803,2,H00011,320.01.0046,250,32.0074,250,YERLİ,2024-03-09,918,,0,2,29.8,02,HM1,268.5185,KAPALI,2024,1,4
701459,2024-01-25,SAS24000804,1,H00001,320.01.0051,5000,50.1621,5000,YERLİ,2024-02-24,917,,0,2,29.8,02,HM1,8416.4597,KAPALI,2024,1,4
701460,2024-01-25,SAS24000804,2,H00006,320.01.0051,5000,104.4341,5000,YERLİ,2024-03-25,917,,0,2,29.8,02,HM1,17522.5,KAPALI,2024,1,4
701461,2024-01-25,SAS24000805,1,H00003,320.01.0005,5000,60.7439,5000,YERLİ,2024-03-25,917,,0,2,29.8,02,HM1,10191.9295,KAPALI,2024,1,4
701462,2024-01-25,SAS24000806,1,D00010,320.01.0045,250,205.3266,250,YERLİ,2024-02-09,917,,0,2,29.8,03,DG1,1722.5386,KAPALI,2024,1,4
701463,2024-01-25,SAS24000807,1,D00001,320.01.0019,10000,31.8002,10000,YERLİ,2024-02-15,917,,0,2,29.8,03,DG1,10671.2081,KAPALI,2024,1,4
701464,2024-01-26,SAS24000808,1,H00008,320.01.0048,2000,58.5749,2000,YERLİ,2024-02-05,916,,0,2,29.8,02,HM1,3931.2013,KAPALI,2024,1,4
701465,2024-01-26,SAS24000808,2,H00010,320.01.0048,250,22.2101,250,YERLİ,2024-02-10,916,,0,2,29.8,02,HM1,186.3263,KAPALI,2024,1,4
701466,2024-01-26,SAS24000809,1,H00005,320.01.0001,1000,49.3661,1000,YERLİ,2024-02-25,916,,0,2,29.8,02,HM1,1656.5805,KAPALI,2024,1,4
701467,2024-01-26,SAS24000809,2,H00016,320.01.0001,500,77.1597,0,YERLİ,2024-02-05,916,-906,500,2,29.8,02,HM1,1294.6258,ACIK,2024,1,4
701468,2024-01-26,SAS24000810,1,D00004,320.01.0007,120,70.3623,120,YERLİ,2024-03-26,916,,0,2,29.8,03,DG1,283.3381,KAPALI,2024,1,4
701469,2024-01-26,SAS24000811,1,H00010,320.01.0008,250,20.802,125,YERLİ,2024-02-25,916,-886,125,2,29.8,02,HM1,174.5134,ACIK,2024,1,4
701470,2024-01-26,SAS24000812,1,H00013,320.01.0001,250,85.8478,250,YERLİ,2024-04-25,916,,0,2,29.8,02,HM1,720.1997,KAPALI,2024,1,4
701471,2024-01-26,SAS24000813,1,H00007,320.01.0001,120,43.6283,120,YERLİ,2024-02-25,916,,0,2,29.8,02,HM1,175.6844,KAPALI,2024,1,4
701472,2024-01-26,SAS24000813,2,H00010,320.01.0001,250,21.3607,250,YERLİ,2024-03-26,916,,0,2,29.8,02,HM1,179.2005,KAPALI,2024,1,4
701473,2024-01-29,SAS24000814,1,H00010,320.01.0003,2000,18.1815,2000,İTHAL,2024-02-28,913,,0,2,29.8,02,HM1,1220.2349,KAPALI,2024,1,5
701474,2024-01-29,SAS24000815,1,H00012,320.01.0006,120,30.1398,120,YERLİ,2024-03-14,913,,0,2,29.8,02,HM1,121.3683,KAPALI,2024,1,5
701475,2024-01-29,SAS24000815,2,H00012,320.01.0006,500,25.2527,500,YERLİ,2024-02-08,913,,0,2,29.8,02,HM1,423.703,KAPALI,2024,1,5
701476,2024-01-30,SAS24000816,1,H00011,320.01.0052,500,34.8476,500,YERLİ,2024-02-09,912,,0,2,29.8,02,HM1,584.6913,KAPALI,2024,1,5
701477,2024-01-31,SAS24000817,1,H00015,320.01.0004,5000,40.0891,5000,YERLİ,2024-04-30,911,,0,2,29.8,02,HM1,6726.3591,KAPALI,2024,1,5
701478,2024-01-31,SAS24000817,2,D00010,320.01.0004,250,163.8511,250,YERLİ,2024-03-31,911,,0,2,29.8,03,DG1,1374.5898,KAPALI,2024,1,5
701479,2024-01-31,SAS24000818,1,D00002,320.01.0019,1000,59.7369,1000,YERLİ,2024-04-30,911,,0,2,29.8,03,DG1,2004.594,KAPALI,2024,1,5
701480,2024-01-31,SAS24000819,1,H00011,320.01.0001,250,30.4864,250,YERLİ,2024-03-31,911,,0,2,29.8,02,HM1,255.7584,KAPALI,2024,1,5
701481,2024-02-02,SAS24000820,1,D00002,320.01.0024,500,61.0631,500,YERLİ,2024-04-02,909,,0,2,30.3167,03,DG1,1007.0869,KAPALI,2024,2,5
701482,2024-02-02,SAS24000821,1,H00004,320.01.0001,120,61.5135,120,YERLİ,2024-03-03,909,,0,2,30.3167,02,HM1,243.4836,KAPALI,2024,2,5
701483,2024-02-02,SAS24000821,2,H00001,320.01.0001,5000,47.5662,5000,YERLİ,2024-02-17,909,,0,2,30.3167,02,HM1,7844.8842,KAPALI,2024,2,5
701484,2024-02-02,SAS24000821,3,H00014,320.01.0001,2000,35.9826,2000,YERLİ,2024-02-23,909,,0,2,30.3167,02,HM1,2373.7808,KAPALI,2024,2,5
701485,2024-02-05,SAS24000822,1,D00001,320.01.0001,2000,35.1258,2000,YERLİ,2024-03-21,906,,0,2,30.3167,03,DG1,2317.2575,KAPALI,2024,2,6
701486,2024-02-05,SAS24000822,2,D00002,320.01.0001,1000,61.5002,0,YERLİ,2024-03-06,906,-876,1000,2,30.3167,03,DG1,2028.5915,ACIK,2024,2,6
701487,2024-02-05,SAS24000823,1,H00010,320.01.0004,500,22.4379,500,YERLİ,2024-03-06,906,,0,2,30.3167,02,HM1,370.0584,KAPALI,2024,2,6
701488,2024-02-05,SAS24000823,2,D00009,320.01.0004,10000,217.6532,10000,YERLİ,2024-02-20,906,,0,2,30.3167,03,DG1,71793.1701,KAPALI,2024,2,6
701489,2024-02-06,SAS24000824,1,H00004,320.01.0003,1000,64.5996,1000,İTHAL,2024-03-22,905,,0,2,30.3167,02,HM1,2130.8256,KAPALI,2024,2,6
701490,2024-02-06,SAS24000824,2,D00006,320.01.0003,5000,268.5646,5000,İTHAL,2024-03-22,905,,0,2,30.3167,03,DG1,44293.1783,KAPALI,2024,2,6
701491,2024-02-06,SAS24000825,1,D00012,320.01.0010,5000,114.5376,5000,YERLİ,2024-05-06,905,,0,2,30.3167,03,DG1,18890.1826,KAPALI,2024,2,6
701492,2024-02-06,SAS24000825,2,H00004,320.01.0010,2000,66.2179,2000,YERLİ,2024-02-21,905,,0,2,30.3167,02,HM1,4368.4108,KAPALI,2024,2,6
701493,2024-02-06,SAS24000826,1,H00002,320.01.0002,10000,19.7403,10000,YERLİ,2024-02-21,905,,0,2,30.3167,02,HM1,6511.3617,KAPALI,2024,2,6
701494,2024-02-06,SAS24000826,2,D00003,320.01.0002,10000,284.9233,0,YERLİ,2024-02-27,905,-884,10000,2,30.3167,03,DG1,93982.2936,ACIK,2024,2,6
701495,2024-02-07,SAS24000827,1,H00013,320.01.0007,10000,80.3089,10000,YERLİ,2024-05-07,904,,0,2,30.3167,02,HM1,26489.9874,KAPALI,2024,2,6
701496,2024-02-07,SAS24000828,1,D00010,320.01.0005,500,169.679,500,YERLİ,2024-02-22,904,,0,2,30.3167,03,DG1,2798.4411,KAPALI,2024,2,6
701497,2024-02-07,SAS24000828,2,H00016,320.01.0005,500,73.3383,500,YERLİ,2024-02-17,904,,0,2,30.3167,02,HM1,1209.5363,KAPALI,2024,2,6
701498,2024-02-08,SAS24000829,1,H00003,320.01.0018,5000,68.7714,5000,YERLİ,2024-05-08,903,,0,2,30.3167,02,HM1,11342.1645,KAPALI,2024,2,6
701499,2024-02-08,SAS24000829,2,D00003,320.01.0018,500,268.0195,500,YERLİ,2024-03-24,903,,0,2,30.3167,03,DG1,4420.3277,KAPALI,2024,2,6
701500,2024-02-09,SAS24000830,1,H00011,320.01.0003,10000,35.1833,10000,İTHAL,2024-03-01,902,,0,2,30.3167,02,HM1,11605.2539,KAPALI,2024,2,6
701501,2024-02-09,SAS24000831,1,H00004,320.01.0007,2000,63.9516,2000,YERLİ,2024-03-25,902,,0,2,30.3167,02,HM1,4218.9025,KAPALI,2024,2,6
701502,2024-02-09,SAS24000832,1,H00009,320.01.0037,1000,76.7795,1000,İTHAL,2024-03-10,902,,0,2,30.3167,02,HM1,2532.5811,KAPALI,2024,2,6
701503,2024-02-09,SAS24000832,2,D00008,320.01.0037,500,296.5297,500,İTHAL,2024-03-01,902,,0,2,30.3167,03,DG1,4890.5339,KAPALI,2024,2,6
