INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS
104186,2024-04-17,STK24000300,3,M00002,120.01.0003,1440,423.0682,1440,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA1,19432.7977,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,19432.7977,0,152
104187,2024-04-17,STK24000300,4,M00007,120.01.0003,7200,200.971,7200,0,Bahar Ö.,YURT_ICI,1,31.35,SK03,KA3,46156.0191,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,46156.0191,0,152
104188,2024-04-17,SIP24001965,1,M00004,120.01.0035,480,520.9785,314.96,165.04,Selim K.,YURT_ICI,1,31.35,SK02,KA1,7976.7043,ACIK,2024,4,16,OD01,Peşin,1,0,7976.7043,0,1,17
104189,2024-04-17,SIP24001966,1,M00016,120.01.0070,2400,461.911,2400,0,Kaan M.,BASKILI,1,31.35,SK06,KA3,35361.6077,KAPALI,2024,4,16,OD01,Peşin,1,0,35361.6077,0,1,9
104190,2024-04-17,SIP24001967,1,M00002,120.01.0013,3840,464.3447,3840,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA1,56876.6714,KAPALI,2024,4,16,OD02,30 Gün Vadeli,0,30,0,56876.6714,1,50
104191,2024-04-17,SIP24001968,1,M00003,120.01.0016,7200,233.0603,7200,0,Selim K.,YURT_ICI,1,31.35,SK01,KA3,53525.8105,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,53525.8105,1,31
104192,2024-04-17,SIP24001969,1,M00048,120.01.0031,20000,380.3603,20000,0,Pelin R.,BASKILI,1,31.35,SK16,KA5,242654.0989,KAPALI,2024,4,16,OD04,90 Gün Vadeli,0,90,0,242654.0989,1,17
104193,2024-04-18,SIP24001970,1,M00024,120.01.0082,5000,334.2582,5000,0,Selim K.,YURT_ICI,1,31.35,SK08,KA3,53310.7177,KAPALI,2024,4,16,OD01,Peşin,1,0,53310.7177,0,1,6
104194,2024-04-18,SIP24001971,1,M00011,120.01.0045,600,437.3952,600,0,Selim K.,YURT_ICI,1,31.35,SK04,KA4,8371.2,KAPALI,2024,4,16,OD01,Peşin,1,0,8371.2,0,1,13
104195,2024-04-18,SIP24001972,1,M00001,120.01.0089,1440,323.9846,1440,0,Kaan M.,BASKILI,1,31.35,SK01,KA6,14881.5893,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,14881.5893,1,6
104196,2024-04-18,SIP24001972,2,M00001,120.01.0089,960,296.1076,960,0,Kaan M.,BASKILI,1,31.35,SK01,KA6,9067.4098,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,9067.4098,1,6
104197,2024-04-18,SIP24001972,3,M00077,120.01.0089,144,149.1096,144,0,Kaan M.,BASKILI,1,31.35,SK04,KA4,684.9053,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,684.9053,1,6
104198,2024-04-18,SIP24001972,4,M00002,120.01.0089,9600,471.0952,9600,0,Kaan M.,BASKILI,1,31.35,SK01,KA1,144258.8172,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,144258.8172,0,6
104199,2024-04-18,SIP24001972,5,M00036,120.01.0089,72,183.4494,72,0,Kaan M.,BASKILI,1,31.35,SK12,KA2,421.3192,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,421.3192,1,6
104200,2024-04-18,SIP24001973,1,M00006,120.01.0038,20000,121.1895,20000,0,Selim K.,YURT_ICI,1,31.35,SK02,KA3,77313.8756,KAPALI,2024,4,16,OD07,120 Gün Vadeli,0,120,0,77313.8756,1,17
104201,2024-04-18,SIP24001974,1,M00002,120.01.0003,960,431.7947,960,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA1,13222.4214,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,3966.7264,9255.695,1,153
104202,2024-04-18,SIP24001974,2,M00011,120.01.0003,12000,446.1733,12000,0,Bahar Ö.,YURT_ICI,1,31.35,SK04,KA4,170784.0383,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,51235.2115,119548.8268,1,153
104203,2024-04-18,STK24000301,1,M00006,120.01.0098,1200,96.4575,1200,0,Deniz Y.,YURT_DISI,1,31.35,SK02,KA3,3692.1531,KAPALI,2024,4,16,OD01,Peşin,1,0,3692.1531,0,1,3
104204,2024-04-18,STK24000301,2,M00012,120.01.0098,576,363.1671,576,0,Deniz Y.,YURT_DISI,1,31.35,SK04,KA6,6672.5438,KAPALI,2024,4,16,OD01,Peşin,1,0,6672.5438,0,1,3
104205,2024-04-18,SIP24001975,1,M00017,120.01.0010,600,313.5125,600,0,Nurhan T.,YURT_ICI,1,31.35,SK06,KA6,6000.2392,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,6000.2392,1,53
104206,2024-04-18,SIP24001975,2,M00009,120.01.0010,1200,280.2102,1200,0,Nurhan T.,YURT_ICI,1,31.35,SK03,KA3,10725.7493,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,10725.7493,0,53
104207,2024-04-18,SIP24001975,3,M00028,120.01.0010,4800,271.7716,4800,0,Nurhan T.,YURT_ICI,1,31.35,SK10,KA5,41610.9627,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,41610.9627,0,53
104208,2024-04-18,SIP24001975,4,M00045,120.01.0010,960,118.2115,960,0,Nurhan T.,YURT_ICI,1,31.35,SK15,KA3,3619.8737,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,3619.8737,1,53
104209,2024-04-18,SIP24001975,5,M00002,120.01.0010,576,443.8727,576,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA1,8155.3644,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,8155.3644,1,53
104210,2024-04-19,SIP24001976,1,M00001,120.01.0008,360,343.3396,360,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA6,3942.6557,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,3942.6557,1,65
104211,2024-04-19,SIP24001976,2,M00010,120.01.0008,12000,465.4513,12000,0,Nurhan T.,YURT_ICI,1,31.35,SK04,KA6,178163.177,KAPALI,2024,4,16,OD03,60 Gün Vadeli,0,60,0,178163.177,1,65
104212,2024-04-19,STK24000302,1,M00030,120.01.0001,1200,262.8911,1200,0,Bahar Ö.,YURT_ICI,1,31.35,SK10,KA4,10062.8172,KAPALI,2024,4,16,OD08,Akreditif,0.2,75,2012.5634,8050.2538,1,239
104213,2024-04-19,STK24000302,2,M00034,120.01.0001,1200,201.5333,1200,0,Bahar Ö.,YURT_ICI,1,31.35,SK12,KA4,7714.1933,KAPALI,2024,4,16,OD08,Akreditif,0.2,75,1542.8387,6171.3546,1,239
104214,2024-04-19,STK24000302,3,M00012,120.01.0001,2400,395.0744,2400,0,Bahar Ö.,YURT_ICI,1,31.35,SK04,KA6,30244.9301,KAPALI,2024,4,16,OD08,Akreditif,0.2,75,6048.986,24195.9441,1,239
104215,2024-04-19,STK24000303,1,M00003,120.01.0084,3000,233.0529,3000,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA3,22301.7129,KAPALI,2024,4,16,OD07,120 Gün Vadeli,0,120,0,22301.7129,1,5
104216,2024-04-19,STK24000303,2,M00004,120.01.0084,144,506.6524,144,0,Nurhan T.,YURT_ICI,1,31.35,SK02,KA1,2327.2072,KAPALI,2024,4,16,OD07,120 Gün Vadeli,0,120,0,2327.2072,1,5
104217,2024-04-19,STK24000303,3,M00007,120.01.0084,4800,239.126,4800,0,Nurhan T.,YURT_ICI,1,31.35,SK03,KA3,36612.5933,KAPALI,2024,4,16,OD07,120 Gün Vadeli,0,120,0,36612.5933,0,5
104218,2024-04-19,SIP24001977,1,M00010,120.01.0009,1200,437.8938,1200,0,Cem A.,YURT_ICI,1,31.35,SK04,KA6,16761.4852,KAPALI,2024,4,16,OD02,30 Gün Vadeli,0,30,0,16761.4852,0,57
104219,2024-04-19,STKB24000137,1,M00019,120.01.0010,720,375.0411,720,0,Nurhan T.,YURT_ICI,1,31.35,SK07,KA2,8613.3841,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,2584.0152,6029.3689,1,54
104220,2024-04-19,STKB24000137,2,M00020,120.01.0010,240,374.7213,240,0,Nurhan T.,YURT_ICI,1,31.35,SK07,KA1,2868.6798,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,860.6039,2008.0759,1,54
104221,2024-04-19,STKB24000137,3,M00016,120.01.0010,3840,392.4329,3840,0,Nurhan T.,YURT_ICI,1,31.35,SK06,KA3,48068.3361,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,14420.5008,33647.8353,0,54
104222,2024-04-19,STK24000304,1,M00040,120.01.0001,2400,493.8566,2400,0,Bahar Ö.,YURT_ICI,1,31.35,SK14,KA5,37807.2038,KAPALI,2024,4,16,OD02,30 Gün Vadeli,0,30,0,37807.2038,1,240
104223,2024-04-19,STKB24000138,1,M00010,120.01.0014,4800,434.4101,4800,0,Kaan M.,BASKILI,1,31.35,SK04,KA6,66512.5512,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,19953.7654,46558.7858,1,37
104224,2024-04-19,STKB24000138,2,M00002,120.01.0014,576,476.0113,576,0,Kaan M.,BASKILI,1,31.35,SK01,KA1,8745.8536,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,2623.7561,6122.0975,1,37
104225,2024-04-19,STKB24000138,3,M00013,120.01.0014,1200,208.0666,1200,0,Kaan M.,BASKILI,1,31.35,SK05,KA4,7964.2718,KAPALI,2024,4,16,OD05,%30 Peşin + 60 Gün,0.3,60,2389.2815,5574.9903,1,37
104226,2024-04-19,SIP24001978,1,M00001,120.01.0019,144,342.2332,144,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,1571.9802,KAPALI,2024,4,16,OD02,30 Gün Vadeli,0,30,0,1571.9802,1,33
104227,2024-04-19,SIP24001978,2,M00022,120.01.0019,8000,190.3874,8000,0,Selim K.,YURT_ICI,1,31.35,SK08,KA6,48583.7065,KAPALI,2024,4,16,OD02,30 Gün Vadeli,0,30,0,48583.7065,1,33
104228,2024-04-19,STK24000305,1,M00036,120.01.0008,144,203.8278,74.54,69.46,Nurhan T.,YURT_ICI,1,31.35,SK12,KA2,936.2425,ACIK,2024,4,16,OD02,30 Gün Vadeli,0,30,0,936.2425,1,66
104229,2024-04-22,STKB24000139,1,M00003,120.01.0024,720,226.1835,720,0,Cem A.,YURT_ICI,1,31.35,SK01,KA3,5194.645,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,1038.929,4155.716,1,20
104230,2024-04-22,STKB24000139,2,M00006,120.01.0024,600,105.0202,600,0,Cem A.,YURT_ICI,1,31.35,SK02,KA3,2009.956,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,401.9912,1607.9648,1,20
104231,2024-04-22,STK24000306,1,M00022,120.01.0011,8000,206.2462,8000,0,Bahar Ö.,YURT_ICI,1,31.35,SK08,KA6,52630.6093,KAPALI,2024,4,17,OD01,Peşin,1,0,52630.6093,0,1,48
104232,2024-04-22,SIP24001979,1,M00003,120.01.0004,3000,194.5727,3000,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA3,18619.3971,KAPALI,2024,4,17,OD02,30 Gün Vadeli,0,30,0,18619.3971,1,127
104233,2024-04-22,SIP24001979,2,M00044,120.01.0004,1440,515.4699,1440,0,Nurhan T.,YURT_ICI,1,31.35,SK15,KA2,23677.0863,KAPALI,2024,4,17,OD02,30 Gün Vadeli,0,30,0,23677.0863,1,127
104234,2024-04-22,SIP24001979,3,M00001,120.01.0004,2400,318.4662,2400,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA6,24380.1876,KAPALI,2024,4,17,OD02,30 Gün Vadeli,0,30,0,24380.1876,0,127
104235,2024-04-22,SIP24001980,1,M00001,120.01.0010,144,346.1902,144,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA6,1590.1559,KAPALI,2024,4,17,OD01,Peşin,1,0,1590.1559,0,0,55
104236,2024-04-22,SIP24001981,1,M00166,120.01.0035,288,206.1695,288,0,Selim K.,YURT_ICI,1,31.35,SK09,KA1,1893.9973,KAPALI,2024,4,17,OD01,Peşin,1,0,1893.9973,0,1,18
104237,2024-04-22,STK24000307,1,M00025,120.01.0015,1200,257.4526,1200,0,Selim K.,YURT_ICI,1,31.35,SK09,KA2,9854.645,KAPALI,2024,4,17,OD03,60 Gün Vadeli,0,60,0,9854.645,1,45
104238,2024-04-22,STK24000307,2,M00001,120.01.0015,72,346.7278,72,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,796.3127,KAPALI,2024,4,17,OD03,60 Gün Vadeli,0,60,0,796.3127,0,45
104239,2024-04-22,SIP24001982,1,M00021,120.01.0003,1920,646.5452,1920,0,Bahar Ö.,YURT_ICI,1,31.35,SK07,KA2,39597.0266,KAPALI,2024,4,17,OD02,30 Gün Vadeli,0,30,0,39597.0266,1,154
104240,2024-04-23,STK24000308,1,M00037,120.01.0063,144,354.1417,144,0,Kaan M.,BASKILI,1,31.35,SK13,KA1,1626.6796,KAPALI,2024,4,17,OD01,Peşin,1,0,1626.6796,0,1,9
104241,2024-04-23,SIP24001983,1,M00064,120.01.0004,360,520.9878,360,0,Nurhan T.,YURT_ICI,1,31.35,SK04,KA5,5982.635,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,1196.527,4786.108,1,128
104242,2024-04-23,SIP24001983,2,M00002,120.01.0004,2400,421.7243,2400,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA1,32285.1139,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,6457.0228,25828.0911,1,128
104243,2024-04-23,SIP24001984,1,M00029,120.01.0007,600,464.046,600,0,Bahar Ö.,YURT_ICI,1,31.35,SK10,KA1,8881.2632,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,2664.379,6216.8842,1,70
104244,2024-04-23,SIP24001984,2,M00001,120.01.0007,600,330.6557,600,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA6,6328.3388,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,1898.5016,4429.8372,1,70
104245,2024-04-23,SIP24001984,3,M00318,120.01.0007,576,620.0594,576,0,Bahar Ö.,YURT_ICI,1,31.35,SK08,KA1,11392.4789,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,3417.7437,7974.7352,1,70
104246,2024-04-23,SIP24001985,1,M00010,120.01.0074,4800,418.1999,4800,0,Bahar Ö.,YURT_ICI,1,31.35,SK04,KA6,64030.6067,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,64030.6067,0,5
104247,2024-04-23,SIP24001985,2,M00005,120.01.0074,9600,409.4293,9600,0,Bahar Ö.,YURT_ICI,1,31.35,SK02,KA6,125375.4794,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,125375.4794,1,5
104248,2024-04-23,SIP24001985,3,M00003,120.01.0074,360,224.5178,360,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA3,2578.1948,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,2578.1948,1,5
104249,2024-04-23,SIP24001985,4,M00080,120.01.0074,4800,124.6877,4550.69,249.31,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA4,19090.9397,ACIK,2024,4,17,OD04,90 Gün Vadeli,0,90,0,19090.9397,1,5
104250,2024-04-23,SIP24001986,1,M00032,120.01.0110,4800,305.2409,4800,0,Elif S.,YURT_DISI,1,31.35,SK11,KA5,46735.4488,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,14020.6346,32714.8142,1,5
104251,2024-04-23,SIP24001987,1,M00001,120.01.0002,360,368.9029,360,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA6,4236.2056,KAPALI,2024,4,17,OD02,30 Gün Vadeli,0,30,0,4236.2056,1,168
104252,2024-04-23,SIP24001988,1,M00110,120.01.0018,4800,53.1295,4800,0,Elif S.,YURT_DISI,1,31.35,SK05,KA1,8134.6603,KAPALI,2024,4,17,OD01,Peşin,1,0,8134.6603,0,1,29
104253,2024-04-23,SIP24001988,2,M00002,120.01.0018,5760,437.7272,5760,0,Elif S.,YURT_DISI,1,31.35,SK01,KA1,80424.519,KAPALI,2024,4,17,OD01,Peşin,1,0,80424.519,0,1,29
104254,2024-04-23,SIP24001988,3,M00004,120.01.0018,2880,519.6887,2880,0,Elif S.,YURT_DISI,1,31.35,SK02,KA1,47741.737,KAPALI,2024,4,17,OD01,Peşin,1,0,47741.737,0,1,29
104255,2024-04-23,SIP24001989,1,M00001,120.01.0015,2400,301.0875,2400,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,23049.7608,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,23049.7608,1,46
104256,2024-04-23,SIP24001989,2,M00033,120.01.0015,12000,196.2428,12000,0,Selim K.,YURT_ICI,1,31.35,SK11,KA4,75116.8612,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,75116.8612,1,46
104257,2024-04-23,SIP24001990,1,M00029,120.01.0013,600,515.5976,600,0,Bahar Ö.,YURT_ICI,1,31.35,SK10,KA1,9867.8967,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,9867.8967,1,51
104258,2024-04-23,SIP24001990,2,M00213,120.01.0013,1200,143.2273,1200,0,Bahar Ö.,YURT_ICI,1,31.35,SK04,KA1,5482.3847,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,5482.3847,1,51
104259,2024-04-23,SIP24001991,1,M00002,120.01.0015,576,429.5872,576,0,Selim K.,YURT_ICI,1,31.35,SK01,KA1,7892.894,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,7892.894,0,47
104260,2024-04-23,SIP24001991,2,M00163,120.01.0015,9600,175.715,9600,0,Selim K.,YURT_ICI,1,31.35,SK04,KA6,53807.4641,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,53807.4641,1,47
104261,2024-04-23,SIP24001991,3,M00001,120.01.0015,600,326.1611,600,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,6242.3177,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,6242.3177,1,47
104262,2024-04-23,SIP24001991,4,M00003,120.01.0015,1800,228.0912,1800,0,Selim K.,YURT_ICI,1,31.35,SK01,KA3,13096.1455,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,13096.1455,1,47
104263,2024-04-24,SIP24001992,1,M00003,120.01.0069,360,225.3991,360,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA3,2588.315,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,2588.315,1,8
104264,2024-04-24,SIP24001992,2,M00046,120.01.0069,1800,164.0067,1800,0,Bahar Ö.,YURT_ICI,1,31.35,SK16,KA4,9416.6526,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,9416.6526,1,8
104265,2024-04-24,SIP24001993,1,M00011,120.01.0007,1200,405.3133,1200,0,Bahar Ö.,YURT_ICI,1,31.35,SK04,KA4,15514.3847,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,15514.3847,1,71
104266,2024-04-24,STK24000309,1,M00007,120.01.0051,1200,248.565,1200,0,Bahar Ö.,YURT_ICI,1,31.35,SK03,KA3,9514.4498,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,1902.89,7611.5598,0,11
104267,2024-04-24,SIP24001994,1,M00030,120.01.0094,4800,270.3533,4800,0,Cem A.,YURT_ICI,1,31.35,SK10,KA4,41393.8067,KAPALI,2024,4,17,OD06,%50 Peşin + 45 Gün,0.5,45,20696.9034,20696.9034,1,2
104268,2024-04-24,SIP24001995,1,M00002,120.01.0005,9600,458.7146,9600,0,Elif S.,YURT_DISI,1,31.35,SK01,KA1,140467.6287,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,140467.6287,1,104
104269,2024-04-24,SIP24001995,2,M00018,120.01.0005,3000,195.6122,3000,0,Elif S.,YURT_DISI,1,31.35,SK06,KA1,18718.8708,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,18718.8708,1,104
104270,2024-04-24,SIP24001996,1,M00053,120.01.0012,480,585.0218,480,0,Cem A.,YURT_ICI,1,31.35,SK01,KA1,8957.2716,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,8957.2716,1,48
104271,2024-04-24,SIP24001996,2,M00012,120.01.0012,9600,361.8237,9600,0,Cem A.,YURT_ICI,1,31.35,SK04,KA6,110797.688,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,110797.688,1,48
104272,2024-04-24,SIP24001997,1,M00028,120.01.0135,288,294.0929,227.71,60.29,Selim K.,YURT_ICI,1,31.35,SK10,KA5,2701.7147,ACIK,2024,4,17,OD01,Peşin,1,0,2701.7147,0,1,6
104273,2024-04-25,SIP24001998,1,M00013,120.01.0038,1200,190.75,1200,0,Selim K.,YURT_ICI,1,31.35,SK05,KA4,7301.4354,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,7301.4354,1,18
104274,2024-04-25,SIP24001998,2,M00002,120.01.0038,3840,433.4259,3840,0,Selim K.,YURT_ICI,1,31.35,SK01,KA1,53089.4882,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,53089.4882,1,18
104275,2024-04-25,SIP24001999,1,M00151,120.01.0001,288,625.9069,251.68,36.32,Bahar Ö.,YURT_ICI,1,31.35,SK08,KA4,5749.9581,ACIK,2024,4,17,OD07,120 Gün Vadeli,0,120,0,5749.9581,1,241
104276,2024-04-25,STKB24000140,1,M00002,120.01.0001,288,408.9986,288,0,Bahar Ö.,YURT_ICI,1,31.35,SK01,KA1,3757.3077,KAPALI,2024,4,17,OD06,%50 Peşin + 45 Gün,0.5,45,1878.6538,1878.6538,1,242
104277,2024-04-25,STK24000310,1,M00028,120.01.0138,480,272.3771,480,0,Elif S.,YURT_DISI,1,31.35,SK10,KA5,4170.3671,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,1251.1101,2919.257,1,7
104278,2024-04-25,STK24000310,2,M00041,120.01.0138,72,201.048,72,0,Elif S.,YURT_DISI,1,31.35,SK14,KA1,461.737,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,138.5211,323.2159,1,7
104279,2024-04-25,STK24000310,3,M00010,120.01.0138,4800,395.5526,4800,0,Elif S.,YURT_DISI,1,31.35,SK04,KA6,60563.0775,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,18168.9232,42394.1542,1,7
104280,2024-04-25,SIP24002000,1,M00192,120.01.0116,1440,627.7957,1440,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA5,28836.5489,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,28836.5489,1,6
104281,2024-04-25,SIP24002001,1,M00013,120.01.0016,1200,181.6044,1200,0,Selim K.,YURT_ICI,1,31.35,SK05,KA4,6951.3646,KAPALI,2024,4,17,OD01,Peşin,1,0,6951.3646,0,0,32
104282,2024-04-25,SIP24002002,1,M00001,120.01.0082,72,289.1512,72,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,664.0793,KAPALI,2024,4,17,OD01,Peşin,1,0,664.0793,0,1,7
104283,2024-04-25,SIP24002003,1,M00006,120.01.0001,2000,99.7122,2000,0,Bahar Ö.,YURT_ICI,1,31.35,SK02,KA3,6361.2249,KAPALI,2024,4,17,OD04,90 Gün Vadeli,0,90,0,6361.2249,1,243
104284,2024-04-25,SIP24002004,1,M00007,120.01.0046,7200,240.3247,7200,0,Cem A.,YURT_ICI,1,31.35,SK03,KA3,55194.1895,KAPALI,2024,4,17,OD01,Peşin,1,0,55194.1895,0,1,7
104285,2024-04-26,SIP24002005,1,M00001,120.01.0020,360,334.299,360,0,Deniz Y.,YURT_DISI,1,31.35,SK01,KA6,3838.8402,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,767.768,3071.0722,1,24
104286,2024-04-26,SIP24002005,2,M00006,120.01.0020,5000,111.3905,5000,0,Deniz Y.,YURT_DISI,1,31.35,SK02,KA3,17765.63,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,3553.126,14212.504,1,24
104287,2024-04-26,SIP24002006,1,M00008,120.01.0004,1440,447.8781,1440,0,Nurhan T.,YURT_ICI,1,31.35,SK03,KA4,20572.3912,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,6171.7174,14400.6738,1,129
104288,2024-04-26,SIP24002006,2,M00185,120.01.0004,1920,263.9817,1920,0,Nurhan T.,YURT_ICI,1,31.35,SK03,KA4,16167.3003,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,4850.1901,11317.1102,1,129
104289,2024-04-26,SIP24002006,3,M00062,120.01.0004,2880,295.4791,2880,0,Nurhan T.,YURT_ICI,1,31.35,SK05,KA5,27144.4915,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,8143.3474,19001.144,0,129
104290,2024-04-26,SIP24002006,4,M00006,120.01.0004,3000,105.5567,3000,0,Nurhan T.,YURT_ICI,1,31.35,SK02,KA3,10101.1196,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,3030.3359,7070.7837,1,129
104291,2024-04-26,STKB24000141,1,M00001,120.01.0002,144,344.3782,144,0,Nurhan T.,YURT_ICI,1,31.35,SK01,KA6,1581.8329,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,1581.8329,1,169
104292,2024-04-26,STKB24000141,2,M00016,120.01.0002,1440,361.8727,1440,0,Nurhan T.,YURT_ICI,1,31.35,SK06,KA3,16621.9039,KAPALI,2024,4,17,OD07,120 Gün Vadeli,0,120,0,16621.9039,0,169
104293,2024-04-26,STKB24000142,1,M00205,120.01.0064,2400,583.7416,2400,0,Nurhan T.,YURT_ICI,1,31.35,SK10,KA5,44688.3522,KAPALI,2024,4,17,OD01,Peşin,1,0,44688.3522,0,1,11
104294,2024-04-26,SIP24002007,1,M00297,120.01.0013,288,396.6502,201.45,86.55,Bahar Ö.,YURT_ICI,1,31.35,SK08,KA2,3643.8679,ACIK,2024,4,17,OD08,Akreditif,0.2,75,728.7736,2915.0943,1,52
104295,2024-04-26,SIP24002007,2,M00006,120.01.0013,2000,108.9995,2000,0,Bahar Ö.,YURT_ICI,1,31.35,SK02,KA3,6953.7161,KAPALI,2024,4,17,OD08,Akreditif,0.2,75,1390.7432,5562.9729,0,52
104296,2024-04-26,STK24000311,1,M00001,120.01.0006,240,318.8613,240,0,Selim K.,YURT_ICI,1,31.35,SK01,KA6,2441.0434,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,732.313,1708.7304,1,97
104297,2024-04-26,STK24000311,2,M00007,120.01.0006,360,243.6059,360,0,Selim K.,YURT_ICI,1,31.35,SK03,KA3,2797.3883,KAPALI,2024,4,17,OD05,%30 Peşin + 60 Gün,0.3,60,839.2165,1958.1718,1,97
