INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS,MUSTERI_SIP_NO,TESLIM_YERI,EK_ACIKLAMA_1,EK_ACIKLAMA_2,EK_ACIKLAMA_3_MALZEME,EK_ACIKLAMA_4,EK_ACIKLAMA_5
101772,2023-08-22,SIP23000846,1,M00033,120.01.0059,7200,405.6133,7200,0,Kaan M.,BASKILI,1,26.7167,SK01,KA6,109310.4972,KAPALI,2023,8,34,OD05,%30 Peşin + 60 Gün,0.3,60,32793.1492,76517.348,1,4,PO-42475,Müşteri Deposu,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Kolili,
101773,2023-08-22,SIP23000847,1,M00005,120.01.0021,2400,180.7188,2400,0,Bahar Ö.,YURT_ICI,1,26.7167,SK04,KA3,16234.2325,KAPALI,2023,8,34,OD03,60 Gün Vadeli,0,60,0,16234.2325,1,8,PO-58188,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,20mm",Dökme,Numune onaylı
101774,2023-08-22,SIP23000848,1,M00036,120.01.0052,7200,240.9305,7200,0,Selim K.,YURT_ICI,1,26.7167,SK01,KA3,64929.4112,KAPALI,2023,8,34,OD01,Peşin,1,0,64929.4112,0,1,4,PO-62613,Fabrika Teslim,Kapaksız,60 adet/koli,"Krom 0,25mm",Kolili,Numune onaylı
101775,2023-08-23,SIP23000849,1,M00001,120.01.0014,12000,262.4809,12000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK12,KA2,117895.2041,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,23579.0408,94316.1633,0,17,PO-48068,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,Acil
101776,2023-08-23,SIP23000849,2,M00002,120.01.0014,1200,409.9214,1200,0,Bahar Ö.,YURT_ICI,1,26.7167,SK11,KA5,18411.9176,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,3682.3835,14729.5341,1,17,PO-22886,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Acil
101777,2023-08-23,SIP23000850,1,M00070,120.01.0010,5760,316.2696,5760,0,Selim K.,YURT_ICI,1,26.7167,SK09,KA3,68186.2991,KAPALI,2023,8,34,OD03,60 Gün Vadeli,0,60,0,68186.2991,1,15,PO-40772,CIF Teslim,Vidalı Kapak,48 adet/koli,"Krom 0,25mm",Paletli,
101778,2023-08-23,SIP23000851,1,M00002,120.01.0002,600,460.7397,600,0,Cem A.,YURT_ICI,1,26.7167,SK11,KA5,10347.2293,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,2069.4459,8277.7834,1,79,PO-99044,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,Acil
101779,2023-08-23,SIP23000851,2,M00006,120.01.0002,5760,510.684,5760,0,Cem A.,YURT_ICI,1,26.7167,SK08,KA4,110101.1667,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,22020.2333,88080.9334,1,79,PO-15613,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Kolili,Acil
101780,2023-08-23,SIP23000852,1,M00004,120.01.0137,2400,567.8496,2400,0,Selim K.,YURT_ICI,1,26.7167,SK01,KA6,51010.7551,KAPALI,2023,8,34,OD03,60 Gün Vadeli,0,60,0,51010.7551,1,2,PO-70951,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,Acil
101781,2023-08-23,SIP23000852,2,M00002,120.01.0137,1200,424.8318,1200,0,Selim K.,YURT_ICI,1,26.7167,SK11,KA5,19081.6291,KAPALI,2023,8,34,OD03,60 Gün Vadeli,0,60,0,19081.6291,1,2,PO-55169,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Kolili,Acil
101782,2023-08-24,SIP23000853,1,M00037,120.01.0101,240,229.9168,240,0,Deniz Y.,YURT_DISI,1,26.7167,SK01,KA3,2065.376,KAPALI,2023,8,34,OD02,30 Gün Vadeli,0,30,0,2065.376,1,5,PO-31827,Müşteri Deposu,Kapaksız,12 adet/koli,"Teneke 0,22mm",Kolili,
101783,2023-08-24,SIP23000854,1,M00003,120.01.0001,360,200.1052,360,0,Elif S.,YURT_DISI,1,26.7167,SK01,KA6,2696.3612,KAPALI,2023,8,34,OD07,120 Gün Vadeli,0,120,0,2696.3612,1,116,PO-88125,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,
101784,2023-08-24,SIP23000855,1,M00002,120.01.0016,12000,429.1634,12000,0,Cem A.,YURT_ICI,1,26.7167,SK11,KA5,192761.8606,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,192761.8606,1,17,PO-54234,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
101785,2023-08-24,SIP23000855,2,M00024,120.01.0016,480,168.7594,365.75,114.25,Cem A.,YURT_ICI,1,26.7167,SK11,KA1,3031.9804,ACIK,2023,8,34,OD04,90 Gün Vadeli,0,90,0,3031.9804,1,17,PO-65853,Fabrika Teslim,Kolay Açılır,24 adet/koli,"Krom 0,25mm",Dökme,
101786,2023-08-24,SIP23000855,3,M00004,120.01.0016,288,472.9526,288,0,Cem A.,YURT_ICI,1,26.7167,SK01,KA6,5098.3224,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,5098.3224,1,17,PO-17341,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Dökme,
101787,2023-08-24,SIP23000856,1,M00297,120.01.0041,72,440.1322,72,0,Kaan M.,BASKILI,1,26.7167,SK04,KA2,1186.1315,KAPALI,2023,8,34,OD05,%30 Peşin + 60 Gün,0.3,60,355.8394,830.292,1,8,PO-12928,Antrepo,Vidalı Kapak,12 adet/koli,"Krom 0,25mm",Kolili,
101788,2023-08-24,STK23000135,1,M00018,120.01.0001,2400,101.4414,2400,0,Elif S.,YURT_DISI,1,26.7167,SK07,KA3,9112.6284,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,1822.5257,7290.1027,1,117,PO-37352,CIF Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Kolili,
101789,2023-08-24,STKB23000052,1,M00002,120.01.0004,5000,384.0285,5000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK11,KA5,71870.4967,KAPALI,2023,8,34,OD08,Akreditif,0.2,75,14374.0993,57496.3974,1,58,PO-17098,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
101790,2023-08-24,STK23000136,1,M00009,120.01.0002,144,424.3746,144,0,Cem A.,YURT_ICI,1,26.7167,SK01,KA1,2287.3312,KAPALI,2023,8,34,OD02,30 Gün Vadeli,0,30,0,2287.3312,1,80,PO-88243,Antrepo,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,Acil
101791,2023-08-25,SIP23000857,1,M00002,120.01.0003,5000,458.7151,5000,0,Pelin R.,BASKILI,1,26.7167,SK11,KA5,85848.0089,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,85848.0089,1,79,PO-38599,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
101792,2023-08-25,SIP23000857,2,M00007,120.01.0003,960,382.3243,960,0,Pelin R.,BASKILI,1,26.7167,SK04,KA5,13737.8991,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,13737.8991,0,79,PO-72157,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
101793,2023-08-25,SIP23000858,1,M00009,120.01.0004,2400,389.6801,2400,0,Bahar Ö.,YURT_ICI,1,26.7167,SK01,KA1,35005.5299,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,35005.5299,1,59,PO-77534,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,Acil
101794,2023-08-25,STK23000137,1,M00087,120.01.0048,7200,286.9757,7200,0,Cem A.,YURT_ICI,1,26.7167,SK01,KA2,77338.333,KAPALI,2023,8,34,OD02,30 Gün Vadeli,0,30,0,77338.333,1,3,PO-79827,CIF Teslim,Kapaksız,60 adet/koli,"Teneke 0,22mm",Dökme,Acil
101795,2023-08-25,SIP23000859,1,M00003,120.01.0001,240,244.7523,240,0,Elif S.,YURT_DISI,1,26.7167,SK01,KA6,2198.6455,KAPALI,2023,8,34,OD04,90 Gün Vadeli,0,90,0,2198.6455,0,118,PO-78200,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Kolili,Acil
101796,2023-08-28,SIP23000860,1,M00009,120.01.0001,240,409.5936,240,0,Elif S.,YURT_DISI,1,26.7167,SK01,KA1,3679.4389,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,1839.7195,1839.7195,1,119,PO-75218,CIF Teslim,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Paletli,Acil
101797,2023-08-28,SIP23000860,2,M00002,120.01.0001,12000,444.6175,12000,0,Elif S.,YURT_DISI,1,26.7167,SK11,KA5,199703.1819,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,99851.5909,99851.5909,0,119,PO-47593,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,Acil
101798,2023-08-28,SIP23000861,1,M00002,120.01.0024,12000,459.7329,12000,0,Cem A.,YURT_ICI,1,26.7167,SK11,KA5,206492.3737,KAPALI,2023,8,35,OD03,60 Gün Vadeli,0,60,0,206492.3737,1,8,PO-42684,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,
101799,2023-08-28,SIP23000861,2,M00104,120.01.0024,2000,259.8122,2000,0,Cem A.,YURT_ICI,1,26.7167,SK04,KA6,19449.423,KAPALI,2023,8,35,OD03,60 Gün Vadeli,0,60,0,19449.423,0,8,PO-60683,Antrepo,Kolay Açılır,100 adet/koli,"Krom 0,25mm",Paletli,
101800,2023-08-28,SIP23000861,3,M00014,120.01.0024,288,204.2755,288,0,Cem A.,YURT_ICI,1,26.7167,SK01,KA6,2202.0438,KAPALI,2023,8,35,OD03,60 Gün Vadeli,0,60,0,2202.0438,1,8,PO-44683,Liman Teslim (FOB),Kapaksız,24 adet/koli,"Teneke 0,20mm",Kolili,Acil
101801,2023-08-28,STK23000138,1,M00002,120.01.0004,1200,411.9345,1200,0,Bahar Ö.,YURT_ICI,1,26.7167,SK11,KA5,18502.3375,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,3700.4675,14801.87,1,60,PO-72966,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,
101802,2023-08-28,STK23000138,2,M00004,120.01.0004,3840,519.2699,3840,0,Bahar Ö.,YURT_ICI,1,26.7167,SK01,KA6,74634.832,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,14926.9664,59707.8656,0,60,PO-88627,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Dökme,Acil
101803,2023-08-28,STK23000138,3,M00007,120.01.0004,3840,387.5839,3840,0,Bahar Ö.,YURT_ICI,1,26.7167,SK04,KA5,55707.5603,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,11141.5121,44566.0482,1,60,PO-74466,Antrepo,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Dökme,Numune onaylı
101804,2023-08-28,STK23000138,4,M00001,120.01.0004,20000,258.3175,20000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK12,KA2,193375.3046,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,38675.0609,154700.2437,0,60,PO-70247,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,
101805,2023-08-28,SIP23000862,1,M00002,120.01.0001,12000,440.5166,12000,0,Elif S.,YURT_DISI,1,26.7167,SK11,KA5,197861.2329,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,197861.2329,1,120,PO-71575,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,Acil
101806,2023-08-28,SIP23000863,1,M00001,120.01.0047,3000,308.5117,3000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK12,KA2,34642.5681,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,6928.5136,27714.0545,0,10,PO-62265,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
101807,2023-08-28,SIP23000863,2,M00006,120.01.0047,1440,533.7543,1440,0,Bahar Ö.,YURT_ICI,1,26.7167,SK08,KA4,28768.7548,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,5753.751,23015.0038,0,10,PO-87738,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Kolili,Acil
101808,2023-08-28,SIP23000864,1,M00011,120.01.0042,3000,301.9096,3000,0,Deniz Y.,YURT_DISI,1,26.7167,SK01,KA3,33901.2228,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,16950.6114,16950.6114,1,7,PO-24575,Liman Teslim (FOB),Vidalı Kapak,60 adet/koli,"Teneke 0,18mm",Kolili,
101809,2023-08-28,SIP23000864,2,M00012,120.01.0042,288,163.947,288,0,Deniz Y.,YURT_DISI,1,26.7167,SK01,KA1,1767.3117,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,883.6558,883.6558,1,7,PO-93981,Liman Teslim (FOB),Kapaksız,48 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
101810,2023-08-28,SIP23000864,3,M00169,120.01.0042,9600,95.3161,9600,0,Deniz Y.,YURT_DISI,1,26.7167,SK04,KA6,34249.5353,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,17124.7677,17124.7677,1,7,PO-27608,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Dökme,
101811,2023-08-28,SIP23000865,1,M00130,120.01.0013,960,586.4376,960,0,Deniz Y.,YURT_DISI,1,26.7167,SK01,KA5,21072.2169,KAPALI,2023,8,35,OD05,%30 Peşin + 60 Gün,0.3,60,6321.6651,14750.5518,1,25,PO-87293,Liman Teslim (FOB),Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Paletli,
101812,2023-08-28,SIP23000866,1,M00005,120.01.0046,960,179.9118,960,0,Kaan M.,BASKILI,1,26.7167,SK04,KA3,6464.6954,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,3232.3477,3232.3477,1,7,PO-44002,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,Acil
101813,2023-08-28,SIP23000866,2,M00001,120.01.0046,20000,248.6467,20000,0,Kaan M.,BASKILI,1,26.7167,SK12,KA2,186135.7877,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,93067.8938,93067.8938,0,7,PO-11934,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,
101814,2023-08-29,SIP23000867,1,M00034,120.01.0011,960,103.5648,960,0,Selim K.,YURT_ICI,1,26.7167,SK07,KA1,3721.3506,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,3721.3506,1,17,PO-85818,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Kolili,
101815,2023-08-29,SIP23000867,2,M00002,120.01.0011,20000,380.107,20000,0,Selim K.,YURT_ICI,1,26.7167,SK11,KA5,284546.3699,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,284546.3699,1,17,PO-57408,Antrepo,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,Numune onaylı
101816,2023-08-29,SIP23000868,1,M00002,120.01.0022,2000,409.2684,2000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK11,KA5,30637.6461,KAPALI,2023,8,35,OD05,%30 Peşin + 60 Gün,0.3,60,9191.2938,21446.3523,1,11,PO-85679,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
101817,2023-08-29,SIP23000869,1,M00012,120.01.0127,2400,177.0471,2400,0,Pelin R.,BASKILI,1,26.7167,SK01,KA1,15904.3984,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,3180.8797,12723.5187,1,3,PO-78298,CIF Teslim,Kapaksız,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
101818,2023-08-29,SIP23000870,1,M00003,120.01.0003,360,233.3509,360,0,Pelin R.,BASKILI,1,26.7167,SK01,KA6,3144.3376,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,3144.3376,1,80,PO-85502,Liman Teslim (FOB),Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Kolili,
101819,2023-08-29,SIP23000871,1,M00027,120.01.0127,1800,222.4967,1800,0,Pelin R.,BASKILI,1,26.7167,SK09,KA4,14990.4015,KAPALI,2023,8,35,OD02,30 Gün Vadeli,0,30,0,14990.4015,0,4,PO-13134,Fabrika Teslim,Geçme Kapak,60 adet/koli,"Krom 0,25mm",Dökme,Numune onaylı
101820,2023-08-29,SIP23000872,1,M00002,120.01.0008,8000,451.1134,8000,0,Selim K.,YURT_ICI,1,26.7167,SK11,KA5,135080.5751,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,135080.5751,1,34,PO-40726,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,
101821,2023-08-29,SIP23000872,2,M00015,120.01.0008,960,521.33,960,0,Selim K.,YURT_ICI,1,26.7167,SK01,KA3,18732.7327,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,18732.7327,1,34,PO-97884,Liman Teslim (FOB),Vidalı Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,Acil
101822,2023-08-29,SIP23000872,3,M00098,120.01.0008,2400,46.3064,2400,0,Selim K.,YURT_ICI,1,26.7167,SK01,KA2,4159.7712,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,4159.7712,0,34,PO-14234,Müşteri Deposu,Kapaksız,12 adet/koli,"Krom 0,25mm",Paletli,
101823,2023-08-29,SIP23000872,4,M00096,120.01.0008,720,405.9208,720,0,Selim K.,YURT_ICI,1,26.7167,SK03,KA1,10939.3367,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,10939.3367,1,34,PO-74746,Antrepo,Kolay Açılır,60 adet/koli,"Teneke 0,20mm",Paletli,
101824,2023-08-29,SIP23000873,1,M00003,120.01.0067,960,216.3816,960,0,Nurhan T.,YURT_ICI,1,26.7167,SK01,KA6,7775.1495,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,7775.1495,0,1,PO-66303,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,
101825,2023-08-29,SIP23000873,2,M00008,120.01.0067,3000,478.7761,3000,0,Nurhan T.,YURT_ICI,1,26.7167,SK01,KA2,53761.4413,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,53761.4413,1,1,PO-35494,Antrepo,Kolay Açılır,60 adet/koli,"Krom 0,25mm",Kolili,Acil
101826,2023-08-29,SIP23000873,3,M00001,120.01.0067,20000,291.5083,15699.17,4300.83,Nurhan T.,YURT_ICI,1,26.7167,SK12,KA2,218221.7864,ACIK,2023,8,35,OD07,120 Gün Vadeli,0,120,0,218221.7864,0,1,PO-60630,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,Acil
101827,2023-08-29,SIP23000873,4,M00098,120.01.0067,72,45.2041,72,0,Nurhan T.,YURT_ICI,1,26.7167,SK01,KA2,121.8225,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,121.8225,1,1,PO-20449,Fabrika Teslim,Kapaksız,12 adet/koli,"Teneke 0,20mm",Dökme,
101828,2023-08-29,SIP23000874,1,M00006,120.01.0024,5760,520.1444,5760,0,Cem A.,YURT_ICI,1,26.7167,SK08,KA4,112140.7862,KAPALI,2023,8,35,OD02,30 Gün Vadeli,0,30,0,112140.7862,1,9,PO-61096,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,Numune onaylı
101829,2023-08-30,SIP23000875,1,M00012,120.01.0033,288,196.6251,288,0,Kaan M.,BASKILI,1,26.7167,SK01,KA1,2119.5742,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,423.9148,1695.6594,0,4,PO-87452,CIF Teslim,Kapaksız,48 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
101830,2023-08-30,STK23000139,1,M00055,120.01.0001,2400,394.3621,2400,0,Elif S.,YURT_DISI,1,26.7167,SK02,KA5,35426.1207,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,17713.0603,17713.0603,1,121,PO-72321,Liman Teslim (FOB),Kolay Açılır,12 adet/koli,"Teneke 0,20mm",Paletli,
101831,2023-08-30,STK23000139,2,M00005,120.01.0001,3840,183.0151,3840,0,Elif S.,YURT_DISI,1,26.7167,SK04,KA3,26304.82,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,13152.41,13152.41,0,121,PO-24168,Fabrika Teslim,Vidalı Kapak,48 adet/koli,"Teneke 0,20mm",Dökme,
101832,2023-08-30,SIP23000876,1,M00009,120.01.0004,360,404.4594,360,0,Bahar Ö.,YURT_ICI,1,26.7167,SK01,KA1,5449.9764,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,5449.9764,1,61,PO-50987,Liman Teslim (FOB),Geçme Kapak,12 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
101833,2023-08-30,SIP23000877,1,M00001,120.01.0119,2000,284.9996,2000,0,Kaan M.,BASKILI,1,26.7167,SK12,KA2,21334.9403,KAPALI,2023,8,35,OD03,60 Gün Vadeli,0,60,0,21334.9403,1,1,PO-65222,Antrepo,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,
101834,2023-08-30,SIP23000878,1,M00002,120.01.0022,12000,387.2316,12000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK11,KA5,173927.8878,KAPALI,2023,8,35,OD07,120 Gün Vadeli,0,120,0,173927.8878,0,12,PO-44681,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Kolili,
101835,2023-08-31,SIP23000879,1,M00004,120.01.0003,5760,539.3279,5760,0,Pelin R.,BASKILI,1,26.7167,SK01,KA6,116276.6623,KAPALI,2023,8,35,OD05,%30 Peşin + 60 Gün,0.3,60,34882.9987,81393.6636,1,81,PO-73784,Antrepo,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Paletli,Acil
101836,2023-08-31,SIP23000880,1,M00032,120.01.0007,144,494.4238,144,0,Deniz Y.,YURT_DISI,1,26.7167,SK11,KA5,2664.8885,KAPALI,2023,8,35,OD06,%50 Peşin + 45 Gün,0.5,45,1332.4443,1332.4443,0,33,PO-15187,Antrepo,Vidalı Kapak,12 adet/koli,"Krom 0,25mm",Dökme,
101837,2023-08-31,SIP23000881,1,M00002,120.01.0017,5000,415.8577,5000,0,Selim K.,YURT_ICI,1,26.7167,SK11,KA5,77827.2953,KAPALI,2023,8,35,OD05,%30 Peşin + 60 Gün,0.3,60,23348.1886,54479.1067,1,10,PO-26227,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,Numune onaylı
101838,2023-08-31,SIP23000882,1,M00314,120.01.0012,3000,458.8231,3000,0,Bahar Ö.,YURT_ICI,1,26.7167,SK03,KA4,51520.9326,KAPALI,2023,8,35,OD04,90 Gün Vadeli,0,90,0,51520.9326,0,18,PO-66833,Antrepo,Kolay Açılır,60 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
101839,2023-08-31,SIP23000883,1,M00004,120.01.0001,1440,487.0824,1440,0,Elif S.,YURT_DISI,1,26.7167,SK01,KA6,26253.192,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,5250.6384,21002.5536,0,122,PO-81162,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Kolili,
101840,2023-08-31,SIP23000883,2,M00012,120.01.0001,288,176.14,288,0,Elif S.,YURT_DISI,1,26.7167,SK01,KA1,1898.7495,KAPALI,2023,8,35,OD08,Akreditif,0.2,75,379.7499,1518.9996,1,122,PO-38460,Liman Teslim (FOB),Kapaksız,48 adet/koli,"Teneke 0,20mm",Kolili,
101841,2023-08-31,SIP23000884,1,M00062,120.01.0008,1440,178.6837,819.59,620.41,Selim K.,YURT_ICI,1,26.7167,SK01,KA4,9630.8499,ACIK,2023,8,35,OD04,90 Gün Vadeli,0,90,0,9630.8499,1,35,PO-82189,Fabrika Teslim,Vidalı Kapak,48 adet/koli,"Krom 0,25mm",Kolili,Acil
101842,2023-08-31,SIP23000885,1,M00001,120.01.0002,20000,241.6528,20000,0,Cem A.,YURT_ICI,1,26.7167,SK12,KA2,180900.186,KAPALI,2023,8,35,OD01,Peşin,1,0,180900.186,0,1,81,PO-83706,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Dökme,Acil
101843,2023-08-31,SIP23000885,2,M00003,120.01.0002,240,234.4215,175.49,64.51,Cem A.,YURT_ICI,1,26.7167,SK01,KA6,2105.8424,ACIK,2023,8,35,OD01,Peşin,1,0,2105.8424,0,0,81,PO-81540,CIF Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
101844,2023-08-31,SIP23000885,3,M00048,120.01.0002,1200,44.005,1200,0,Cem A.,YURT_ICI,1,26.7167,SK01,KA4,1976.5166,KAPALI,2023,8,35,OD01,Peşin,1,0,1976.5166,0,1,81,PO-99943,Müşteri Deposu,Kolay Açılır,24 adet/koli,"Krom 0,25mm",Paletli,
101845,2023-09-01,SIP23000886,1,M00002,120.01.0007,12000,417.0355,8374.64,3625.36,Deniz Y.,YURT_DISI,1,27.3333,SK11,KA5,183088.9794,ACIK,2023,9,35,OD06,%50 Peşin + 45 Gün,0.5,45,91544.4897,91544.4897,1,34,PO-76999,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,Numune onaylı
101846,2023-09-01,SIP23000886,2,M00003,120.01.0007,144,213.8858,144,0,Deniz Y.,YURT_DISI,1,27.3333,SK01,KA6,1126.8144,KAPALI,2023,9,35,OD06,%50 Peşin + 45 Gün,0.5,45,563.4072,563.4072,1,34,PO-65172,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Paletli,
101847,2023-09-01,SIP23000887,1,M00126,120.01.0048,720,221.5592,720,0,Cem A.,YURT_ICI,1,27.3333,SK01,KA2,5836.2007,KAPALI,2023,9,35,OD06,%50 Peşin + 45 Gün,0.5,45,2918.1004,2918.1004,1,4,PO-98715,Antrepo,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Paletli,
101848,2023-09-01,SIP23000887,2,M00001,120.01.0048,3000,266.8348,3000,0,Cem A.,YURT_ICI,1,27.3333,SK12,KA2,29286.7821,KAPALI,2023,9,35,OD06,%50 Peşin + 45 Gün,0.5,45,14643.3911,14643.3911,1,4,PO-35900,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
