STOK_KODU,STOK_ADI,GRUP_KODU,GRUP_ADI,KOD_1,AD1,KOD_2,AD2,KOD_3,AD3,KOD_4,AD4,KOD_5,AD5,INGISIM,KT_YUKSEKLIK,OLCU_BR1,OLCU_BR2,OLCU_BR3,BIRIM2_CARPAN,BIRIM3_CARPAN,BIRIM_MALIYET
M00089,DIKDORTGEN KUTU 185-115 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 185-115 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,60,1800,5.5583
M00090,PLAKA-BARDAK ALTI 205-050 HAM TENEKE 2 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA4,Hediyelik,205-050,Kalıp 205-050,B3,Ham Teneke,P2,2 Parça,Plaka-Bardak Alti 205-050 Ham Teneke 2 pc,45,ADET,KOLİ,PALET,48,1152,0.7405
M00091,DIKDORTGEN KUTU Ø148 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA4,Hediyelik,DIA-148,Kalıp DIA-148,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin Ø148 Mat Lak 3 pc,153,ADET,KOLİ,PALET,60,1440,10.2918
M00092,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-050,Kalıp DIA-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø050 Litografi 3 pc,55,ADET,KOLİ,PALET,24,720,9.803
M00093,YUVARLAK KUTU Y120-105 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,Y120-105,Kalıp Y120-105,B1,Litografi,P2,2 Parça,Yuvarlak Tin Y120-105 Litografi 2 pc,110,ADET,KOLİ,PALET,60,1800,10.817
M00094,YUVARLAK KUTU 135-145 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,135-145,Kalıp 135-145,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 135-145 Mat Lak 3 pc,140,ADET,KOLİ,PALET,12,240,4.278
M00095,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,078-095,Kalıp 078-095,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 078-095 Mat Lak 3 pc,100,ADET,KOLİ,PALET,12,240,9.2763
M00096,KARE KUTU 225-165 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA1,Gıda,225-165,Kalıp 225-165,B4,Mat Lak,P2,2 Parça,Kare Tin 225-165 Mat Lak 2 pc,160,ADET,KOLİ,PALET,60,1200,9.0929
M00097,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,DIA-050,Kalıp DIA-050,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin Ø050 Mat Lak 2 pc,55,ADET,KOLİ,PALET,60,1800,10.1301
M00098,YUVARLAK KUTU 255-205 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,255-205,Kalıp 255-205,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 255-205 Vernikli 2 pc,210,ADET,KOLİ,PALET,12,360,1.0383
M00099,YUVARLAK KUTU Ø148 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-148,Kalıp DIA-148,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin Ø148 Mat Lak 2 pc,153,ADET,KOLİ,PALET,48,1152,5.3786
M00100,YUVARLAK KUTU 210-255 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,210-255,Kalıp 210-255,B1,Litografi,P2,2 Parça,Yuvarlak Tin 210-255 Litografi 2 pc,260,ADET,KOLİ,PALET,12,360,7.4092
M00101,YUVARLAK KUTU 094-050 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 094-050 Ham Teneke 3 pc,45,ADET,KOLİ,PALET,12,240,4.5092
M00102,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 210-255 Ham Teneke 3 pc,260,ADET,KOLİ,PALET,60,1800,2.4011
M00103,DIKDORTGEN KUTU 185-115 VERNIKLI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B2,Vernikli,P2,2 Parça,Dikdortgen Tin 185-115 Vernikli 2 pc,110,ADET,KOLİ,PALET,48,1440,10.6488
M00104,DIKDORTGEN KUTU 185-115 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 185-115 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,100,3000,6.4237
M00105,PLAKA-BARDAK ALTI 205-050 VERNIKLI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA5,Endüstriyel,205-050,Kalıp 205-050,B2,Vernikli,P3,3 Parça,Plaka-Bardak Alti 205-050 Vernikli 3 pc,45,ADET,KOLİ,PALET,100,2400,10.9346
M00106,TEPSI 325-125 HAM TENEKE 2 PARÇA,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B3,Ham Teneke,P2,2 Parça,Tepsi 325-125 Ham Teneke 2 pc,120,ADET,KOLİ,PALET,12,240,1.092
M00107,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,210-255,Kalıp 210-255,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 210-255 Vernikli 3 pc,260,ADET,KOLİ,PALET,48,1152,3.5917
M00108,ALTIGEN KUTU 125-085 HAM TENEKE 3 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA2,Boya-Kimya,125-085,Kalıp 125-085,B3,Ham Teneke,P3,3 Parça,Altıgen Tin 125-085 Ham Teneke 3 pc,90,ADET,KOLİ,PALET,100,2000,0.8933
M00109,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B3,Ham Teneke,P3,3 Parça,Dikdortgen Tin 145-095 Ham Teneke 3 pc,100,ADET,KOLİ,PALET,100,3000,8.0759
M00110,OVAL KUTU 295-165 HAM TENEKE 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA1,Gıda,295-165,Kalıp 295-165,B3,Ham Teneke,P2,2 Parça,Oval Tin 295-165 Ham Teneke 2 pc,160,ADET,KOLİ,PALET,48,960,10.0014
M00111,KARE KUTU 225-165 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA4,Hediyelik,225-165,Kalıp 225-165,B4,Mat Lak,P2,2 Parça,Kare Tin 225-165 Mat Lak 2 pc,160,ADET,KOLİ,PALET,60,1800,1.0771
M00112,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA4,Hediyelik,205-050,Kalıp 205-050,B1,Litografi,P3,3 Parça,Plaka-Bardak Alti 205-050 Litografi 3 pc,45,ADET,KOLİ,PALET,24,576,11.1433
M00113,YUVARLAK KUTU Y120-105 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,Y120-105,Kalıp Y120-105,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin Y120-105 Mat Lak 3 pc,110,ADET,KOLİ,PALET,100,3000,9.2152
M00114,YUVARLAK KUTU 210-255 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,210-255,Kalıp 210-255,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 210-255 Vernikli 2 pc,260,ADET,KOLİ,PALET,24,480,13.8781
M00115,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,01,Mamul,SK05,Oval Kutu,KA1,Gıda,295-165,Kalıp 295-165,B2,Vernikli,P2,2 Parça,Oval Tin 295-165 Vernikli 2 pc,160,ADET,KOLİ,PALET,48,960,1.4276
M00116,YUVARLAK-SIVAMA KUTU 225-165 LITOGRAFI 2 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA3,Kozmetik,225-165,Kalıp 225-165,B1,Litografi,P2,2 Parça,Yuvarlak-Drawn Tin 225-165 Litografi 2 pc,160,ADET,KOLİ,PALET,48,960,4.5086
M00117,YUVARLAK KUTU Y120-105 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,Y120-105,Kalıp Y120-105,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Y120-105 Ham Teneke 3 pc,110,ADET,KOLİ,PALET,12,360,3.83
M00118,SEKIZGEN KUTU 135-145 VERNIKLI 3 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA6,Bal-Reçel,135-145,Kalıp 135-145,B2,Vernikli,P3,3 Parça,Sekizgen Tin 135-145 Vernikli 3 pc,140,ADET,KOLİ,PALET,48,1440,1.0126
M00119,DIKDORTGEN KUTU 210-080 VERNIKLI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,210-080,Kalıp 210-080,B2,Vernikli,P2,2 Parça,Dikdortgen Tin 210-080 Vernikli 2 pc,75,ADET,KOLİ,PALET,24,480,3.9763
M00120,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA2,Boya-Kimya,125-085,Kalıp 125-085,B1,Litografi,P2,2 Parça,Altıgen Tin 125-085 Litografi 2 pc,90,ADET,KOLİ,PALET,100,2400,1.1247
M00121,YUVARLAK KUTU 094-050 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 094-050 Ham Teneke 3 pc,45,ADET,KOLİ,PALET,60,1440,8.2983
M00122,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA1,Gıda,135-145,Kalıp 135-145,B3,Ham Teneke,P2,2 Parça,Sekizgen Tin 135-145 Ham Teneke 2 pc,140,ADET,KOLİ,PALET,60,1440,5.037
M00123,YUVARLAK KUTU 078-095 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,078-095,Kalıp 078-095,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 078-095 Vernikli 2 pc,100,ADET,KOLİ,PALET,12,360,10.4798
M00124,KAPAK 090-065 HAM TENEKE 3 PARÇA,01,Mamul,SK12,Kapak,KA6,Bal-Reçel,090-065,Kalıp 090-065,B3,Ham Teneke,P3,3 Parça,Kapak 090-065 Ham Teneke 3 pc,60,ADET,KOLİ,PALET,12,288,2.2625
M00125,KALP KUTU 160-090 MAT LAK 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA5,Endüstriyel,160-090,Kalıp 160-090,B4,Mat Lak,P3,3 Parça,Kalp Tin 160-090 Mat Lak 3 pc,85,ADET,KOLİ,PALET,12,240,3.0429
M00126,YUVARLAK KUTU 094-050 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,094-050,Kalıp 094-050,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 094-050 Vernikli 3 pc,45,ADET,KOLİ,PALET,60,1800,4.9799
M00127,YUVARLAK KUTU 158-175 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,158-175,Kalıp 158-175,B1,Litografi,P3,3 Parça,Yuvarlak Tin 158-175 Litografi 3 pc,180,ADET,KOLİ,PALET,12,288,11.1357
M00128,YUVARLAK KUTU Ø148 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,DIA-148,Kalıp DIA-148,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin Ø148 Ham Teneke 2 pc,153,ADET,KOLİ,PALET,48,1152,10.1014
M00129,OVAL KUTU 295-165 HAM TENEKE 3 PARÇA,01,Mamul,SK05,Oval Kutu,KA2,Boya-Kimya,295-165,Kalıp 295-165,B3,Ham Teneke,P3,3 Parça,Oval Tin 295-165 Ham Teneke 3 pc,160,ADET,KOLİ,PALET,12,240,10.4923
M00130,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,245-175,Kalıp 245-175,B1,Litografi,P2,2 Parça,Yuvarlak Tin 245-175 Litografi 2 pc,180,ADET,KOLİ,PALET,48,960,13.6831
M00131,YUVARLAK-SIVAMA KUTU Ø068 LITOGRAFI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B1,Litografi,P3,3 Parça,Yuvarlak-Drawn Tin Ø068 Litografi 3 pc,72,ADET,KOLİ,PALET,48,1440,2.2957
M00132,TEPSI 325-125 LITOGRAFI 2 PARÇA,01,Mamul,SK11,Tepsi,KA3,Kozmetik,325-125,Kalıp 325-125,B1,Litografi,P2,2 Parça,Tepsi 325-125 Litografi 2 pc,120,ADET,KOLİ,PALET,24,576,7.4709
M00133,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA4,Hediyelik,210-080,Kalıp 210-080,B3,Ham Teneke,P3,3 Parça,Koseli Drawn Tin 210-080 Ham Teneke 3 pc,75,ADET,KOLİ,PALET,12,360,1.1145
M00134,KOSELI SIVAMA KUTU 210-080 MAT LAK 3 PARÇA,01,Mamul,SK10,Koseli Sivama Kutu,KA6,Bal-Reçel,210-080,Kalıp 210-080,B4,Mat Lak,P3,3 Parça,Koseli Drawn Tin 210-080 Mat Lak 3 pc,75,ADET,KOLİ,PALET,60,1440,7.8226
M00135,YUVARLAK KUTU 120-105 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,120-105,Kalıp 120-105,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 120-105 Vernikli 2 pc,110,ADET,KOLİ,PALET,60,1200,4.9248
M00136,YUVARLAK KUTU Ø050 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B2,Vernikli,P2,2 Parça,Yuvarlak Tin Ø050 Vernikli 2 pc,55,ADET,KOLİ,PALET,24,576,5.3485
M00137,DIKDORTGEN KUTU 245-175 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,245-175,Kalıp 245-175,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin 245-175 Mat Lak 3 pc,180,ADET,KOLİ,PALET,60,1800,3.095
M00138,YUVARLAK-SIVAMA KUTU Ø068 LITOGRAFI 3 PARÇA,01,Mamul,SK02,Yuvarlak-Sivama Kutu,KA6,Bal-Reçel,DIA-068,Kalıp DIA-068,B1,Litografi,P3,3 Parça,Yuvarlak-Drawn Tin Ø068 Litografi 3 pc,72,ADET,KOLİ,PALET,12,240,5.8121
M00139,KALP KUTU 160-090 LITOGRAFI 2 PARÇA,01,Mamul,SK09,Kalp Kutu,KA4,Hediyelik,160-090,Kalıp 160-090,B1,Litografi,P2,2 Parça,Kalp Tin 160-090 Litografi 2 pc,85,ADET,KOLİ,PALET,100,3000,5.0654
M00140,TEPSI 325-125 VERNIKLI 2 PARÇA,01,Mamul,SK11,Tepsi,KA3,Kozmetik,325-125,Kalıp 325-125,B2,Vernikli,P2,2 Parça,Tepsi 325-125 Vernikli 2 pc,120,ADET,KOLİ,PALET,60,1200,6.7546
M00141,SEKIZGEN KUTU 135-145 LITOGRAFI 3 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA2,Boya-Kimya,135-145,Kalıp 135-145,B1,Litografi,P3,3 Parça,Sekizgen Tin 135-145 Litografi 3 pc,140,ADET,KOLİ,PALET,24,480,11.4288
M00142,YUVARLAK KUTU 158-175 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,158-175,Kalıp 158-175,B1,Litografi,P2,2 Parça,Yuvarlak Tin 158-175 Litografi 2 pc,180,ADET,KOLİ,PALET,60,1440,4.4769
M00143,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin 210-255 Ham Teneke 3 pc,260,ADET,KOLİ,PALET,48,960,5.2095
M00144,YUVARLAK KUTU 210-255 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,210-255,Kalıp 210-255,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 210-255 Vernikli 2 pc,260,ADET,KOLİ,PALET,12,360,11.6768
M00145,YUVARLAK KUTU Ø148 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-148,Kalıp DIA-148,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Ø148 Ham Teneke 3 pc,153,ADET,KOLİ,PALET,60,1440,6.1717
M00146,TEPSI 325-125 HAM TENEKE 3 PARÇA,01,Mamul,SK11,Tepsi,KA4,Hediyelik,325-125,Kalıp 325-125,B3,Ham Teneke,P3,3 Parça,Tepsi 325-125 Ham Teneke 3 pc,120,ADET,KOLİ,PALET,12,288,3.4048
M00147,YUVARLAK KUTU 094-050 MAT LAK 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,094-050,Kalıp 094-050,B4,Mat Lak,P3,3 Parça,Yuvarlak Tin 094-050 Mat Lak 3 pc,45,ADET,KOLİ,PALET,12,288,8.5521
M00148,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 120-105 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,100,3000,6.824
M00149,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,DIA-092,Kalıp DIA-092,B3,Ham Teneke,P3,3 Parça,Yuvarlak Tin Ø092 Ham Teneke 3 pc,99,ADET,KOLİ,PALET,60,1800,9.807
M00150,KARE KUTU 295-165 MAT LAK 2 PARÇA,01,Mamul,SK03,Kare Kutu,KA6,Bal-Reçel,295-165,Kalıp 295-165,B4,Mat Lak,P2,2 Parça,Kare Tin 295-165 Mat Lak 2 pc,160,ADET,KOLİ,PALET,100,2400,8.3393
M00151,DIKDORTGEN KUTU 185-115 VERNIKLI 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B2,Vernikli,P3,3 Parça,Dikdortgen Tin 185-115 Vernikli 3 pc,110,ADET,KOLİ,PALET,12,240,3.7254
M00152,SEKILLI KUTU 255-205 LITOGRAFI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA6,Bal-Reçel,255-205,Kalıp 255-205,B1,Litografi,P2,2 Parça,Sekilli Tin 255-205 Litografi 2 pc,210,ADET,KOLİ,PALET,60,1440,11.2024
M00153,YUVARLAK KUTU 255-205 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,255-205,Kalıp 255-205,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin 255-205 Ham Teneke 2 pc,210,ADET,KOLİ,PALET,24,720,4.12
M00154,YUVARLAK KUTU 120-105 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 120-105 Vernikli 2 pc,110,ADET,KOLİ,PALET,12,360,11.9142
M00155,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA5,Endüstriyel,078-095,Kalıp 078-095,B1,Litografi,P2,2 Parça,Yuvarlak Tin 078-095 Litografi 2 pc,100,ADET,KOLİ,PALET,12,240,13.0492
M00156,DIKDORTGEN KUTU 145-095 LITOGRAFI 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,145-095,Kalıp 145-095,B1,Litografi,P2,2 Parça,Dikdortgen Tin 145-095 Litografi 2 pc,100,ADET,KOLİ,PALET,48,1440,5.9727
M00157,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,01,Mamul,SK09,Kalp Kutu,KA3,Kozmetik,160-090,Kalıp 160-090,B1,Litografi,P3,3 Parça,Kalp Tin 160-090 Litografi 3 pc,85,ADET,KOLİ,PALET,100,2000,8.342
M00158,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,245-175,Kalıp 245-175,B1,Litografi,P2,2 Parça,Yuvarlak Tin 245-175 Litografi 2 pc,180,ADET,KOLİ,PALET,24,576,3.5465
M00159,SEKILLI KUTU 175-205 MAT LAK 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA5,Endüstriyel,175-205,Kalıp 175-205,B4,Mat Lak,P2,2 Parça,Sekilli Tin 175-205 Mat Lak 2 pc,200,ADET,KOLİ,PALET,60,1440,11.5116
M00160,DIKDORTGEN KUTU 185-115 MAT LAK 3 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA2,Boya-Kimya,185-115,Kalıp 185-115,B4,Mat Lak,P3,3 Parça,Dikdortgen Tin 185-115 Mat Lak 3 pc,110,ADET,KOLİ,PALET,48,960,7.0133
M00161,YUVARLAK KUTU Ø092 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,DIA-092,Kalıp DIA-092,B2,Vernikli,P3,3 Parça,Yuvarlak Tin Ø092 Vernikli 3 pc,99,ADET,KOLİ,PALET,48,1152,1.2776
M00162,TEPSI 325-125 LITOGRAFI 3 PARÇA,01,Mamul,SK11,Tepsi,KA1,Gıda,325-125,Kalıp 325-125,B1,Litografi,P3,3 Parça,Tepsi 325-125 Litografi 3 pc,120,ADET,KOLİ,PALET,12,240,1.5547
M00163,PLAKA-BARDAK ALTI 205-050 MAT LAK 3 PARÇA,01,Mamul,SK16,Plaka-Bardak Alti,KA6,Bal-Reçel,205-050,Kalıp 205-050,B4,Mat Lak,P3,3 Parça,Plaka-Bardak Alti 205-050 Mat Lak 3 pc,45,ADET,KOLİ,PALET,60,1440,1.9632
M00164,YUVARLAK KUTU 210-255 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,210-255,Kalıp 210-255,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 210-255 Vernikli 3 pc,260,ADET,KOLİ,PALET,60,1440,8.5122
M00165,YUVARLAK KUTU 078-095 VERNIKLI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B2,Vernikli,P2,2 Parça,Yuvarlak Tin 078-095 Vernikli 2 pc,100,ADET,KOLİ,PALET,100,2000,4.6738
M00166,ALTIGEN KUTU 125-085 LITOGRAFI 3 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA2,Boya-Kimya,125-085,Kalıp 125-085,B1,Litografi,P3,3 Parça,Altıgen Tin 125-085 Litografi 3 pc,90,ADET,KOLİ,PALET,48,1440,9.7698
M00167,ALTIGEN KUTU 125-085 HAM TENEKE 2 PARÇA,01,Mamul,SK06,Altıgen Kutu,KA2,Boya-Kimya,125-085,Kalıp 125-085,B3,Ham Teneke,P2,2 Parça,Altıgen Tin 125-085 Ham Teneke 2 pc,90,ADET,KOLİ,PALET,12,288,6.4454
M00168,YUVARLAK KUTU Ø148 HAM TENEKE 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-148,Kalıp DIA-148,B3,Ham Teneke,P2,2 Parça,Yuvarlak Tin Ø148 Ham Teneke 2 pc,153,ADET,KOLİ,PALET,48,1152,3.4597
M00169,DIKDORTGEN KUTU 185-115 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 185-115 Ham Teneke 2 pc,110,ADET,KOLİ,PALET,48,1152,2.8041
M00170,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi,P3,3 Parça,Yuvarlak Tin Ø050 Litografi 3 pc,55,ADET,KOLİ,PALET,12,288,7.117
M00171,SEKILLI KUTU 175-205 VERNIKLI 3 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA2,Boya-Kimya,175-205,Kalıp 175-205,B2,Vernikli,P3,3 Parça,Sekilli Tin 175-205 Vernikli 3 pc,200,ADET,KOLİ,PALET,100,3000,1.0262
M00172,SEKIZGEN KUTU 135-145 VERNIKLI 3 PARÇA,01,Mamul,SK07,Sekizgen Kutu,KA6,Bal-Reçel,135-145,Kalıp 135-145,B2,Vernikli,P3,3 Parça,Sekizgen Tin 135-145 Vernikli 3 pc,140,ADET,KOLİ,PALET,60,1800,10.5212
M00173,YUVARLAK KUTU 255-205 VERNIKLI 3 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,255-205,Kalıp 255-205,B2,Vernikli,P3,3 Parça,Yuvarlak Tin 255-205 Vernikli 3 pc,210,ADET,KOLİ,PALET,24,576,4.3509
M00174,DIKDORTGEN KUTU 145-095 HAM TENEKE 2 PARÇA,01,Mamul,SK04,Dikdortgen Kutu,KA1,Gıda,145-095,Kalıp 145-095,B3,Ham Teneke,P2,2 Parça,Dikdortgen Tin 145-095 Ham Teneke 2 pc,100,ADET,KOLİ,PALET,24,576,4.7004
M00175,YUVARLAK KUTU Ø050 MAT LAK 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B4,Mat Lak,P2,2 Parça,Yuvarlak Tin Ø050 Mat Lak 2 pc,55,ADET,KOLİ,PALET,12,360,10.1552
M00176,YUVARLAK KUTU Ø148 LITOGRAFI 2 PARÇA,01,Mamul,SK01,Yuvarlak Kutu,KA4,Hediyelik,DIA-148,Kalıp DIA-148,B1,Litografi,P2,2 Parça,Yuvarlak Tin Ø148 Litografi 2 pc,153,ADET,KOLİ,PALET,60,1800,7.7806
M00177,SEKILLI KUTU 175-205 LITOGRAFI 2 PARÇA,01,Mamul,SK08,Sekilli Kutu,KA2,Boya-Kimya,175-205,Kalıp 175-205,B1,Litografi,P2,2 Parça,Sekilli Tin 175-205 Litografi 2 pc,200,ADET,KOLİ,PALET,60,1200,9.1483
