INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,ALINAN,STHAR_HTUR,TERMIN,SIPARIS_TARIHINDEN_GECEN_GUN,TERMINE_KALAN_GUN,KALAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA
701068,2023-10-06,SAS23000576,2,D00006,320.01.0025,5000,151.9136,5000,YERLİ,2023-10-16,1028,,0,2,27.95,03,DG1,27175.9571,KAPALI,2023,10,40
701069,2023-10-06,SAS23000576,3,D00010,320.01.0025,500,273.929,500,YERLİ,2023-11-20,1028,,0,2,27.95,03,DG1,4900.3399,KAPALI,2023,10,40
701070,2023-10-09,SAS23000577,1,H00008,320.01.0043,2000,19.424,2000,YERLİ,2023-10-30,1025,,0,2,27.95,02,HM1,1389.9106,KAPALI,2023,10,41
701071,2023-10-09,SAS23000577,2,H00002,320.01.0043,10000,87.5647,10000,YERLİ,2023-10-24,1025,,0,2,27.95,02,HM1,31329.0519,KAPALI,2023,10,41
701072,2023-10-09,SAS23000577,3,D00003,320.01.0043,120,221.573,120,YERLİ,2024-01-07,1025,,0,2,27.95,03,DG1,951.2973,KAPALI,2023,10,41
701073,2023-10-09,SAS23000578,1,D00004,320.01.0011,2000,21.1436,2000,YERLİ,2023-10-30,1025,,0,2,27.95,03,DG1,1512.9589,KAPALI,2023,10,41
701074,2023-10-09,SAS23000579,1,H00012,320.01.0020,10000,92.3471,10000,YERLİ,2023-11-08,1025,,0,2,27.95,02,HM1,33040.1073,KAPALI,2023,10,41
701075,2023-10-09,SAS23000579,2,D00005,320.01.0020,120,215.7766,120,YERLİ,2023-11-08,1025,,0,2,27.95,03,DG1,926.4112,KAPALI,2023,10,41
701076,2023-10-09,SAS23000580,1,D00001,320.01.0041,5000,265.7063,5000,YERLİ,2023-10-24,1025,,0,2,27.95,03,DG1,47532.4329,KAPALI,2023,10,41
701077,2023-10-09,SAS23000580,2,D00005,320.01.0041,10000,246.8684,10000,YERLİ,2023-10-19,1025,,0,2,27.95,03,DG1,88325.0089,KAPALI,2023,10,41
701078,2023-10-10,SAS23000581,1,D00005,320.01.0027,5000,219.6393,5000,YERLİ,2024-01-08,1024,,0,2,27.95,03,DG1,39291.4669,KAPALI,2023,10,41
701079,2023-10-10,SAS23000582,1,H00009,320.01.0007,500,20.4643,0,İTHAL,2024-01-08,1024,-934,500,2,27.95,02,HM1,366.0877,ACIK,2023,10,41
701080,2023-10-10,SAS23000583,1,D00010,320.01.0022,120,265.371,120,İTHAL,2023-10-25,1024,,0,2,27.95,03,DG1,1139.3388,KAPALI,2023,10,41
701081,2023-10-11,SAS23000584,1,D00003,320.01.0042,2000,240.4785,2000,YERLİ,2023-12-10,1023,,0,2,27.95,03,DG1,17207.7639,KAPALI,2023,10,41
701082,2023-10-11,SAS23000584,2,H00008,320.01.0042,250,18.9631,250,YERLİ,2023-11-10,1023,,0,2,27.95,02,HM1,169.6163,KAPALI,2023,10,41
701083,2023-10-12,SAS23000585,1,D00007,320.01.0045,2000,121.5426,2000,YERLİ,2023-11-02,1022,,0,2,27.95,03,DG1,8697.1449,KAPALI,2023,10,41
701084,2023-10-12,SAS23000585,2,H00012,320.01.0045,10000,77.4924,10000,YERLİ,2023-11-11,1022,,0,2,27.95,02,HM1,27725.3667,KAPALI,2023,10,41
701085,2023-10-12,SAS23000585,3,H00008,320.01.0045,1000,18.5336,1000,YERLİ,2023-11-11,1022,,0,2,27.95,02,HM1,663.0984,KAPALI,2023,10,41
701086,2023-10-12,SAS23000586,1,H00004,320.01.0008,2000,21.559,2000,YERLİ,2023-12-11,1022,,0,2,27.95,02,HM1,1542.6834,KAPALI,2023,10,41
701087,2023-10-12,SAS23000586,2,H00008,320.01.0008,10000,18.8281,5000,YERLİ,2023-10-27,1022,-1007,5000,2,27.95,02,HM1,6736.3506,ACIK,2023,10,41
701088,2023-10-12,SAS23000587,1,D00007,320.01.0010,10000,101.92,10000,YERLİ,2023-11-26,1022,,0,2,27.95,03,DG1,36465.1163,KAPALI,2023,10,41
701089,2023-10-12,SAS23000587,2,H00001,320.01.0010,10000,39.364,10000,YERLİ,2023-10-22,1022,,0,2,27.95,02,HM1,14083.7209,KAPALI,2023,10,41
701090,2023-10-12,SAS23000588,1,H00005,320.01.0041,5000,42.808,5000,YERLİ,2023-10-27,1022,,0,2,27.95,02,HM1,7657.9606,KAPALI,2023,10,41
701091,2023-10-12,SAS23000588,2,D00003,320.01.0041,250,238.1078,250,YERLİ,2023-10-27,1022,,0,2,27.95,03,DG1,2129.7657,KAPALI,2023,10,41
701092,2023-10-13,SAS23000589,1,D00011,320.01.0037,500,68.5149,500,YERLİ,2023-11-03,1021,,0,2,27.95,03,DG1,1225.6691,KAPALI,2023,10,41
701093,2023-10-13,SAS23000590,1,D00011,320.01.0005,250,56.0244,250,İTHAL,2024-01-11,1021,,0,2,27.95,03,DG1,501.1127,KAPALI,2023,10,41
701094,2023-10-13,SAS23000590,2,D00009,320.01.0005,120,66.1136,120,İTHAL,2023-10-28,1021,,0,2,27.95,03,DG1,283.8509,KAPALI,2023,10,41
701095,2023-10-13,SAS23000591,1,H00014,320.01.0024,120,80.5791,0,YERLİ,2024-01-11,1021,-931,120,2,27.95,02,HM1,345.9568,ACIK,2023,10,41
701096,2023-10-13,SAS23000591,2,H00007,320.01.0024,120,94.9929,120,YERLİ,2023-11-03,1021,,0,2,27.95,02,HM1,407.8407,KAPALI,2023,10,41
701097,2023-10-16,SAS23000592,1,H00007,320.01.0008,250,78.4298,250,YERLİ,2023-12-15,1018,,0,2,27.95,02,HM1,701.5188,KAPALI,2023,10,42
701098,2023-10-16,SAS23000593,1,H00015,320.01.0005,1000,20.1954,1000,İTHAL,2024-01-14,1018,,0,2,27.95,02,HM1,722.5546,KAPALI,2023,10,42
701099,2023-10-16,SAS23000593,2,H00010,320.01.0005,120,21.0008,0,İTHAL,2023-10-26,1018,-1008,120,2,27.95,02,HM1,90.1644,ACIK,2023,10,42
701100,2023-10-16,SAS23000593,3,H00010,320.01.0005,10000,20.2825,10000,İTHAL,2023-10-26,1018,,0,2,27.95,02,HM1,7256.7084,KAPALI,2023,10,42
701101,2023-10-16,SAS23000594,1,H00013,320.01.0004,250,46.2069,250,YERLİ,2024-01-14,1018,,0,2,27.95,02,HM1,413.2996,KAPALI,2023,10,42
701102,2023-10-16,SAS23000594,2,D00001,320.01.0004,250,248.433,250,YERLİ,2023-11-30,1018,,0,2,27.95,03,DG1,2222.1199,KAPALI,2023,10,42
701103,2023-10-16,SAS23000594,3,H00010,320.01.0004,120,22.4759,120,YERLİ,2023-12-15,1018,,0,2,27.95,02,HM1,96.4976,KAPALI,2023,10,42
701104,2023-10-17,SAS23000595,1,H00008,320.01.0004,10000,19.1931,10000,YERLİ,2023-11-16,1017,,0,2,27.95,02,HM1,6866.941,KAPALI,2023,10,42
701105,2023-10-17,SAS23000595,2,D00011,320.01.0004,10000,67.5403,10000,YERLİ,2023-11-01,1017,,0,2,27.95,03,DG1,24164.6869,KAPALI,2023,10,42
701106,2023-10-17,SAS23000596,1,H00002,320.01.0047,500,74.2582,500,YERLİ,2023-10-27,1017,,0,2,27.95,02,HM1,1328.4114,KAPALI,2023,10,42
701107,2023-10-17,SAS23000597,1,H00008,320.01.0021,5000,19.1661,5000,İTHAL,2023-12-16,1017,,0,2,27.95,02,HM1,3428.6404,KAPALI,2023,10,42
701108,2023-10-17,SAS23000597,2,D00010,320.01.0021,1000,297.2335,1000,İTHAL,2024-01-15,1017,,0,2,27.95,03,DG1,10634.4723,KAPALI,2023,10,42
701109,2023-10-17,SAS23000597,3,H00001,320.01.0021,250,46.3182,250,İTHAL,2023-12-16,1017,,0,2,27.95,02,HM1,414.2952,KAPALI,2023,10,42
701110,2023-10-19,SAS23000598,1,D00009,320.01.0001,2000,57.3774,2000,YERLİ,2023-11-18,1015,,0,2,27.95,03,DG1,4105.7174,KAPALI,2023,10,42
701111,2023-10-20,SAS23000599,1,D00002,320.01.0006,5000,116.4104,5000,YERLİ,2023-11-19,1014,,0,2,27.95,03,DG1,20824.7585,KAPALI,2023,10,42
701112,2023-10-20,SAS23000600,1,D00011,320.01.0004,10000,70.5909,10000,YERLİ,2023-12-19,1014,,0,2,27.95,03,DG1,25256.136,KAPALI,2023,10,42
701113,2023-10-20,SAS23000600,2,H00016,320.01.0004,500,40.8014,500,YERLİ,2023-11-04,1014,,0,2,27.95,02,HM1,729.8998,KAPALI,2023,10,42
701114,2023-10-20,SAS23000600,3,H00006,320.01.0004,250,87.665,250,YERLİ,2023-12-19,1014,,0,2,27.95,02,HM1,784.1234,KAPALI,2023,10,42
701115,2023-10-20,SAS23000601,1,H00015,320.01.0005,2000,21.4341,2000,İTHAL,2023-12-19,1014,,0,2,27.95,02,HM1,1533.746,KAPALI,2023,10,42
701116,2023-10-20,SAS23000601,2,D00009,320.01.0005,500,58.9017,250,İTHAL,2024-01-18,1014,-924,250,2,27.95,03,DG1,1053.6977,ACIK,2023,10,42
701117,2023-10-20,SAS23000602,1,D00008,320.01.0001,500,275.5087,500,YERLİ,2023-11-10,1014,,0,2,27.95,03,DG1,4928.5993,KAPALI,2023,10,42
701118,2023-10-23,SAS23000603,1,H00012,320.01.0012,5000,78.0349,5000,YERLİ,2023-12-22,1011,,0,2,27.95,02,HM1,13959.7317,KAPALI,2023,10,43
701119,2023-10-23,SAS23000603,2,D00005,320.01.0012,500,227.8869,500,YERLİ,2023-11-07,1011,,0,2,27.95,03,DG1,4076.6887,KAPALI,2023,10,43
701120,2023-10-23,SAS23000603,3,H00001,320.01.0012,10000,40.5979,10000,YERLİ,2023-11-07,1011,,0,2,27.95,02,HM1,14525.1878,KAPALI,2023,10,43
701121,2023-10-23,SAS23000604,1,H00008,320.01.0012,10000,18.2352,10000,YERLİ,2024-01-21,1011,,0,2,27.95,02,HM1,6524.2218,KAPALI,2023,10,43
701122,2023-10-23,SAS23000604,2,D00009,320.01.0012,120,58.0762,120,YERLİ,2023-11-13,1011,,0,2,27.95,03,DG1,249.3433,KAPALI,2023,10,43
701123,2023-10-23,SAS23000604,3,H00007,320.01.0012,250,81.8804,250,YERLİ,2023-11-07,1011,,0,2,27.95,02,HM1,732.3828,KAPALI,2023,10,43
701124,2023-10-24,SAS23000605,1,H00014,320.01.0028,5000,78.5931,5000,YERLİ,2023-11-08,1010,,0,2,27.95,02,HM1,14059.5886,KAPALI,2023,10,43
701125,2023-10-24,SAS23000605,2,H00009,320.01.0028,1000,16.8799,1000,YERLİ,2023-12-23,1010,,0,2,27.95,02,HM1,603.932,KAPALI,2023,10,43
701126,2023-10-24,SAS23000605,3,D00003,320.01.0028,120,254.058,120,YERLİ,2023-11-08,1010,,0,2,27.95,03,DG1,1090.7678,KAPALI,2023,10,43
701127,2023-10-25,SAS23000606,1,H00002,320.01.0025,1000,75.0983,1000,YERLİ,2024-01-23,1009,,0,2,27.95,02,HM1,2686.8801,KAPALI,2023,10,43
701128,2023-10-25,SAS23000607,1,H00011,320.01.0032,10000,45.5758,10000,YERLİ,2023-11-04,1009,,0,2,27.95,02,HM1,16306.1896,KAPALI,2023,10,43
701129,2023-10-25,SAS23000607,2,H00001,320.01.0032,5000,44.7892,5000,YERLİ,2023-11-09,1009,,0,2,27.95,02,HM1,8012.3792,KAPALI,2023,10,43
701130,2023-10-25,SAS23000608,1,D00010,320.01.0025,2000,279.8843,2000,YERLİ,2023-11-04,1009,,0,2,27.95,03,DG1,20027.4991,KAPALI,2023,10,43
701131,2023-10-25,SAS23000608,2,H00007,320.01.0025,500,87.9429,500,YERLİ,2023-11-24,1009,,0,2,27.95,02,HM1,1573.2182,KAPALI,2023,10,43
701132,2023-10-25,SAS23000609,1,H00009,320.01.0014,250,17.4445,250,YERLİ,2024-01-23,1009,,0,2,27.95,02,HM1,156.0331,KAPALI,2023,10,43
701133,2023-10-25,SAS23000609,2,H00009,320.01.0014,10000,20.7228,10000,YERLİ,2023-11-04,1009,,0,2,27.95,02,HM1,7414.2397,KAPALI,2023,10,43
701134,2023-10-26,SAS23000610,1,H00005,320.01.0002,2000,38.6269,2000,YERLİ,2023-12-10,1008,,0,2,27.95,02,HM1,2764,KAPALI,2023,10,43
701135,2023-10-26,SAS23000611,1,D00004,320.01.0006,500,20.3238,0,YERLİ,2023-12-10,1008,-963,500,2,27.95,03,DG1,363.5742,ACIK,2023,10,43
701136,2023-10-26,SAS23000611,2,D00002,320.01.0006,1000,118.8851,1000,YERLİ,2023-12-25,1008,,0,2,27.95,03,DG1,4253.4919,KAPALI,2023,10,43
701137,2023-10-26,SAS23000611,3,H00015,320.01.0006,250,21.3068,250,YERLİ,2023-11-16,1008,,0,2,27.95,02,HM1,190.5796,KAPALI,2023,10,43
701138,2023-10-26,SAS23000612,1,H00015,320.01.0001,120,21.99,120,YERLİ,2024-01-24,1008,,0,2,27.95,02,HM1,94.4114,KAPALI,2023,10,43
701139,2023-10-27,SAS23000613,1,H00012,320.01.0016,500,80.4894,500,İTHAL,2023-12-11,1007,,0,2,27.95,02,HM1,1439.8819,KAPALI,2023,10,43
701140,2023-10-27,SAS23000614,1,D00007,320.01.0003,10000,121.3698,10000,YERLİ,2023-11-06,1007,,0,2,27.95,03,DG1,43423.8998,KAPALI,2023,10,43
701141,2023-10-27,SAS23000615,1,D00009,320.01.0020,1000,58.6246,1000,YERLİ,2023-11-06,1007,,0,2,27.95,03,DG1,2097.4812,KAPALI,2023,10,43
701142,2023-10-27,SAS23000615,2,H00007,320.01.0020,1000,92.7439,1000,YERLİ,2024-01-25,1007,,0,2,27.95,02,HM1,3318.2075,KAPALI,2023,10,43
701143,2023-10-27,SAS23000616,1,D00012,320.01.0032,500,136.5558,0,YERLİ,2023-11-26,1007,-977,500,2,27.95,03,DG1,2442.8587,ACIK,2023,10,43
701144,2023-10-27,SAS23000616,2,D00001,320.01.0032,5000,238.5773,5000,YERLİ,2023-11-11,1007,,0,2,27.95,03,DG1,42679.3023,KAPALI,2023,10,43
701145,2023-10-30,SAS23000617,1,D00005,320.01.0003,500,217.0984,500,YERLİ,2023-11-14,1004,,0,2,27.95,03,DG1,3883.6923,KAPALI,2023,10,44
701146,2023-10-30,SAS23000617,2,D00008,320.01.0003,120,307.9849,120,YERLİ,2024-01-28,1004,,0,2,27.95,03,DG1,1322.2965,KAPALI,2023,10,44
701147,2023-10-30,SAS23000618,1,D00007,320.01.0001,1000,117.9987,1000,YERLİ,2023-12-29,1004,,0,2,27.95,03,DG1,4221.7782,KAPALI,2023,10,44
701148,2023-10-30,SAS23000618,2,H00013,320.01.0001,10000,53.0093,10000,YERLİ,2023-11-14,1004,,0,2,27.95,02,HM1,18965.7603,KAPALI,2023,10,44
701149,2023-10-30,SAS23000618,3,D00004,320.01.0001,10000,20.2835,10000,YERLİ,2023-11-20,1004,,0,2,27.95,03,DG1,7257.0662,KAPALI,2023,10,44
701150,2023-10-30,SAS23000619,1,D00010,320.01.0007,120,279.3359,120,İTHAL,2023-11-20,1004,,0,2,27.95,03,DG1,1199.2955,KAPALI,2023,10,44
701151,2023-10-30,SAS23000619,2,D00001,320.01.0007,10000,237.0173,10000,İTHAL,2023-11-20,1004,,0,2,27.95,03,DG1,84800.4651,KAPALI,2023,10,44
701152,2023-10-30,SAS23000619,3,D00006,320.01.0007,10000,153.1649,10000,İTHAL,2023-11-29,1004,,0,2,27.95,03,DG1,54799.6064,KAPALI,2023,10,44
701153,2023-10-30,SAS23000620,1,H00006,320.01.0009,500,92.4515,500,İTHAL,2023-11-09,1004,,0,2,27.95,02,HM1,1653.873,KAPALI,2023,10,44
701154,2023-10-30,SAS23000620,2,H00016,320.01.0009,500,37.3092,250,İTHAL,2023-11-20,1004,-983,250,2,27.95,02,HM1,667.4275,ACIK,2023,10,44
701155,2023-10-30,SAS23000620,3,D00003,320.01.0009,10000,249.7712,10000,İTHAL,2023-11-14,1004,,0,2,27.95,03,DG1,89363.5778,KAPALI,2023,10,44
701156,2023-10-31,SAS23000621,1,H00006,320.01.0005,500,88.9818,500,İTHAL,2023-11-30,1003,,0,2,27.95,02,HM1,1591.8032,KAPALI,2023,10,44
701157,2023-10-31,SAS23000622,1,D00006,320.01.0007,120,150.1926,120,İTHAL,2023-12-30,1003,,0,2,27.95,03,DG1,644.8341,KAPALI,2023,10,44
701158,2023-10-31,SAS23000623,1,H00001,320.01.0011,10000,44.5688,10000,YERLİ,2023-11-21,1003,,0,2,27.95,02,HM1,15945.9034,KAPALI,2023,10,44
701159,2023-10-31,SAS23000623,2,H00004,320.01.0011,10000,19.3669,10000,YERLİ,2023-11-10,1003,,0,2,27.95,02,HM1,6929.1234,KAPALI,2023,10,44
701160,2023-11-01,SAS23000624,1,D00002,320.01.0001,500,143.0118,500,YERLİ,2023-12-16,1002,,0,2,28.5667,03,DG1,2503.1208,KAPALI,2023,11,44
701161,2023-11-01,SAS23000624,2,D00006,320.01.0001,10000,170.9962,10000,YERLİ,2023-11-11,1002,,0,2,28.5667,03,DG1,59858.5766,KAPALI,2023,11,44
701162,2023-11-01,SAS23000625,1,D00010,320.01.0008,2000,287.3509,2000,YERLİ,2024-01-30,1002,,0,2,28.5667,03,DG1,20117.8925,KAPALI,2023,11,44
701163,2023-11-01,SAS23000626,1,D00003,320.01.0051,5000,229.074,5000,YERLİ,2023-11-16,1002,,0,2,28.5667,03,DG1,40094.5857,KAPALI,2023,11,44
701164,2023-11-01,SAS23000627,1,H00013,320.01.0002,120,48.7123,120,YERLİ,2023-11-22,1002,,0,2,28.5667,02,HM1,204.6255,KAPALI,2023,11,44
701165,2023-11-01,SAS23000628,1,D00004,320.01.0033,250,18.7951,250,YERLİ,2023-12-01,1002,,0,2,28.5667,03,DG1,164.4843,KAPALI,2023,11,44
701166,2023-11-01,SAS23000628,2,H00007,320.01.0033,250,79.1593,250,YERLİ,2023-11-11,1002,,0,2,28.5667,02,HM1,692.7585,KAPALI,2023,11,44
701167,2023-11-01,SAS23000628,3,D00010,320.01.0033,1000,274.0473,1000,YERLİ,2023-12-01,1002,,0,2,28.5667,03,DG1,9593.2432,KAPALI,2023,11,44
701168,2023-11-02,SAS23000629,1,D00011,320.01.0012,10000,62.3471,10000,YERLİ,2023-12-17,1001,,0,2,28.5667,03,DG1,21825.0971,KAPALI,2023,11,44
701169,2023-11-02,SAS23000629,2,D00001,320.01.0012,1000,235.581,1000,YERLİ,2023-12-02,1001,,0,2,28.5667,03,DG1,8246.6998,KAPALI,2023,11,44
701170,2023-11-02,SAS23000630,1,H00012,320.01.0009,1000,96.5245,1000,İTHAL,2023-11-23,1001,,0,2,28.5667,02,HM1,3378.9167,KAPALI,2023,11,44
701171,2023-11-02,SAS23000630,2,D00010,320.01.0009,10000,287.1581,10000,İTHAL,2023-11-12,1001,,0,2,28.5667,03,DG1,100521.9714,KAPALI,2023,11,44
701172,2023-11-02,SAS23000630,3,H00001,320.01.0009,1000,49.4194,1000,İTHAL,2023-12-17,1001,,0,2,28.5667,02,HM1,1729.9653,KAPALI,2023,11,44
701173,2023-11-02,SAS23000631,1,D00012,320.01.0011,5000,150.571,5000,YERLİ,2023-12-17,1001,,0,2,28.5667,03,DG1,26354.2866,KAPALI,2023,11,44
701174,2023-11-02,SAS23000631,2,H00004,320.01.0011,2000,17.7915,2000,YERLİ,2023-11-17,1001,,0,2,28.5667,02,HM1,1245.6111,KAPALI,2023,11,44
701175,2023-11-02,SAS23000631,3,H00016,320.01.0011,2000,43.2649,2000,YERLİ,2024-01-31,1001,,0,2,28.5667,02,HM1,3029.0443,KAPALI,2023,11,44
701176,2023-11-03,SAS23000632,1,H00008,320.01.0003,250,18.0612,250,YERLİ,2023-12-18,1000,,0,2,28.5667,02,HM1,158.0617,KAPALI,2023,11,44
701177,2023-11-03,SAS23000633,1,D00004,320.01.0030,1000,20.563,1000,YERLİ,2023-12-18,1000,,0,2,28.5667,03,DG1,719.8241,KAPALI,2023,11,44
701178,2023-11-03,SAS23000634,1,H00005,320.01.0027,120,39.8884,120,YERLİ,2023-12-18,1000,,0,2,28.5667,02,HM1,167.559,KAPALI,2023,11,44
701179,2023-11-03,SAS23000634,2,H00005,320.01.0027,500,49.3577,500,YERLİ,2023-12-03,1000,,0,2,28.5667,02,HM1,863.9027,KAPALI,2023,11,44
701180,2023-11-07,SAS23000635,1,H00002,320.01.0010,10000,88.3908,0,YERLİ,2024-01-06,996,-936,10000,2,28.5667,02,HM1,30941.9009,ACIK,2023,11,45
701181,2023-11-07,SAS23000635,2,H00006,320.01.0010,500,95.2879,500,YERLİ,2023-11-17,996,,0,2,28.5667,02,HM1,1667.8143,KAPALI,2023,11,45
701182,2023-11-07,SAS23000635,3,H00004,320.01.0010,250,20.8355,250,YERLİ,2024-01-06,996,,0,2,28.5667,02,HM1,182.3408,KAPALI,2023,11,45
701183,2023-11-08,SAS23000636,1,H00014,320.01.0013,10000,80.9055,10000,YERLİ,2023-12-23,995,,0,2,28.5667,02,HM1,28321.6122,KAPALI,2023,11,45
701184,2023-11-09,SAS23000637,1,D00006,320.01.0030,120,159.311,60,YERLİ,2023-11-24,994,-979,60,2,28.5667,03,DG1,669.217,ACIK,2023,11,45
701185,2023-11-09,SAS23000637,2,H00002,320.01.0030,10000,85.3543,10000,YERLİ,2024-01-08,994,,0,2,28.5667,02,HM1,29878.95,KAPALI,2023,11,45
701186,2023-11-09,SAS23000638,1,D00012,320.01.0017,500,148.6843,500,YERLİ,2023-12-09,994,,0,2,28.5667,03,DG1,2602.4059,KAPALI,2023,11,45
701187,2023-11-09,SAS23000638,2,H00006,320.01.0017,10000,86.9501,10000,YERLİ,2024-02-07,994,,0,2,28.5667,02,HM1,30437.5724,KAPALI,2023,11,45
701188,2023-11-09,SAS23000638,3,H00010,320.01.0017,5000,24.2437,5000,YERLİ,2023-12-09,994,,0,2,28.5667,02,HM1,4243.3498,KAPALI,2023,11,45
701189,2023-11-09,SAS23000639,1,D00004,320.01.0009,5000,18.651,0,İTHAL,2023-11-19,994,-984,5000,2,28.5667,03,DG1,3264.4653,ACIK,2023,11,45
701190,2023-11-09,SAS23000639,2,D00001,320.01.0009,120,226.6442,120,İTHAL,2024-02-07,994,,0,2,28.5667,03,DG1,952.0632,KAPALI,2023,11,45
701191,2023-11-10,SAS23000640,1,D00007,320.01.0003,5000,111.7724,5000,YERLİ,2023-11-25,993,,0,2,28.5667,03,DG1,19563.4077,KAPALI,2023,11,45
701192,2023-11-10,SAS23000640,2,H00002,320.01.0003,250,81.7745,250,YERLİ,2023-11-20,993,,0,2,28.5667,02,HM1,715.6453,KAPALI,2023,11,45
701193,2023-11-13,SAS23000641,1,H00008,320.01.0037,250,16.4358,250,YERLİ,2024-02-11,990,,0,2,28.5667,02,HM1,143.8371,KAPALI,2023,11,46
701194,2023-11-13,SAS23000641,2,H00004,320.01.0037,5000,18.1837,5000,YERLİ,2023-12-13,990,,0,2,28.5667,02,HM1,3182.6742,KAPALI,2023,11,46
701195,2023-11-13,SAS23000642,1,H00015,320.01.0005,250,20.3513,250,İTHAL,2023-12-28,990,,0,2,28.5667,02,HM1,178.1034,KAPALI,2023,11,46
701196,2023-11-13,SAS23000642,2,D00007,320.01.0005,5000,125.6935,5000,İTHAL,2024-01-12,990,,0,2,28.5667,03,DG1,22000.0035,KAPALI,2023,11,46
701197,2023-11-13,SAS23000642,3,D00011,320.01.0005,5000,70.3323,5000,İTHAL,2024-01-12,990,,0,2,28.5667,03,DG1,12310.1898,KAPALI,2023,11,46
701198,2023-11-13,SAS23000643,1,D00011,320.01.0019,5000,72.146,5000,YERLİ,2023-11-28,990,,0,2,28.5667,03,DG1,12627.6399,KAPALI,2023,11,46
701199,2023-11-13,SAS23000643,2,D00006,320.01.0019,2000,160.5655,2000,YERLİ,2023-12-04,990,,0,2,28.5667,03,DG1,11241.4455,KAPALI,2023,11,46
701200,2023-11-13,SAS23000644,1,D00001,320.01.0012,250,232.2898,250,YERLİ,2023-11-23,990,,0,2,28.5667,03,DG1,2032.8722,KAPALI,2023,11,46
701201,2023-11-13,SAS23000645,1,D00010,320.01.0042,500,289.8533,500,YERLİ,2023-11-23,990,,0,2,28.5667,03,DG1,5073.2724,KAPALI,2023,11,46
701202,2023-11-13,SAS23000645,2,H00015,320.01.0042,5000,24.2787,5000,YERLİ,2023-11-28,990,,0,2,28.5667,02,HM1,4249.4758,KAPALI,2023,11,46
701203,2023-11-14,SAS23000646,1,H00008,320.01.0005,2000,20.569,2000,İTHAL,2023-12-14,989,,0,2,28.5667,02,HM1,1440.0683,KAPALI,2023,11,46
701204,2023-11-14,SAS23000646,2,H00012,320.01.0005,1000,90.4743,1000,İTHAL,2023-12-14,989,,0,2,28.5667,02,HM1,3167.1247,KAPALI,2023,11,46
701205,2023-11-14,SAS23000647,1,D00002,320.01.0018,500,144.1416,500,İTHAL,2023-12-14,989,,0,2,28.5667,03,DG1,2522.8955,KAPALI,2023,11,46
701206,2023-11-14,SAS23000647,2,D00008,320.01.0018,5000,280.2634,2500,İTHAL,2023-12-29,989,-944,2500,2,28.5667,03,DG1,49054.2135,ACIK,2023,11,46
701207,2023-11-14,SAS23000648,1,H00008,320.01.0009,500,20.4479,500,İTHAL,2023-12-29,989,,0,2,28.5667,02,HM1,357.8975,KAPALI,2023,11,46
701208,2023-11-14,SAS23000648,2,D00012,320.01.0009,1000,133.2674,0,İTHAL,2023-12-14,989,-959,1000,2,28.5667,03,DG1,4665.1311,ACIK,2023,11,46
701209,2023-11-15,SAS23000649,1,H00010,320.01.0042,250,20.8686,250,YERLİ,2023-11-30,988,,0,2,28.5667,02,HM1,182.6305,KAPALI,2023,11,46
701210,2023-11-16,SAS23000650,1,H00001,320.01.0001,1000,48.2776,1000,YERLİ,2023-12-16,987,,0,2,28.5667,02,HM1,1689.9957,KAPALI,2023,11,46
701211,2023-11-16,SAS23000651,1,D00009,320.01.0028,10000,66.5071,10000,YERLİ,2024-02-14,987,,0,2,28.5667,03,DG1,23281.3381,KAPALI,2023,11,46
701212,2023-11-16,SAS23000652,1,H00005,320.01.0001,10000,49.261,10000,YERLİ,2024-01-15,987,,0,2,28.5667,02,HM1,17244.2039,KAPALI,2023,11,46
701213,2023-11-16,SAS23000653,1,H00004,320.01.0003,5000,17.8528,2500,YERLİ,2024-02-14,987,-897,2500,2,28.5667,02,HM1,3124.7571,ACIK,2023,11,46
701214,2023-11-16,SAS23000653,2,H00016,320.01.0003,1000,36.7099,1000,YERLİ,2023-12-31,987,,0,2,28.5667,02,HM1,1285.0592,KAPALI,2023,11,46
701215,2023-11-16,SAS23000653,3,D00008,320.01.0003,10000,298.057,0,YERLİ,2023-11-26,987,-977,10000,2,28.5667,03,DG1,104337.2178,ACIK,2023,11,46
701216,2023-11-16,SAS23000654,1,H00014,320.01.0004,120,82.6089,120,YERLİ,2023-12-07,987,,0,2,28.5667,02,HM1,347.0148,KAPALI,2023,11,46
701217,2023-11-16,SAS23000654,2,H00014,320.01.0004,5000,80.4763,5000,YERLİ,2023-12-31,987,,0,2,28.5667,02,HM1,14085.6837,KAPALI,2023,11,46
701218,2023-11-16,SAS23000655,1,D00009,320.01.0015,10000,57.57,10000,İTHAL,2023-11-26,987,,0,2,28.5667,03,DG1,20152.8353,KAPALI,2023,11,46
701219,2023-11-16,SAS23000655,2,H00001,320.01.0015,10000,49.2979,10000,İTHAL,2024-02-14,987,,0,2,28.5667,02,HM1,17257.1211,KAPALI,2023,11,46
701220,2023-11-16,SAS23000655,3,H00002,320.01.0015,5000,90.1651,5000,İTHAL,2024-01-15,987,,0,2,28.5667,02,HM1,15781.5043,KAPALI,2023,11,46
