INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,KDV_ORANI,ODEME_TUTARI_KDVLI_TL,ODEME_TUTARI_KDVLI_USD,BIRIM_FIYAT_TL,BIRIM_FIYAT_USD,ODEME_TUTARI_NET_TL,ODEME_TUTARI_NET_USD
101011,SIP23000468,1,2023-05-10,OD04,90,1,2023-08-08,0.2,1459931.4432,61687.1572,316.8254,13.387,1216609.536,51405.9643
101012,SIP23000469,1,2023-05-10,OD06,0,0.5,2023-05-10,0.2,61476.12,2597.5789,85.3835,3.6077,51230.1,2164.6491
101012,SIP23000469,1,2023-05-10,OD06,45,0.5,2023-06-24,0.2,61476.12,2597.5789,85.3835,3.6077,51230.1,2164.6491
101013,SIP23000469,2,2023-05-10,OD06,0,0.5,2023-05-10,0.2,1684216.512,71163.9777,292.3987,12.3549,1403513.76,59303.3148
101013,SIP23000469,2,2023-05-10,OD06,45,0.5,2023-06-24,0.2,1684216.512,71163.9777,292.3987,12.3549,1403513.76,59303.3148
101014,SIP23000469,3,2023-05-10,OD06,0,0.5,2023-05-10,0.2,50086.728,2116.3376,231.883,9.7979,41738.94,1763.6147
101014,SIP23000469,3,2023-05-10,OD06,45,0.5,2023-06-24,0.2,50086.728,2116.3376,231.883,9.7979,41738.94,1763.6147
101015,SIP23000469,4,2023-05-10,OD06,0,0.5,2023-05-10,0.2,650268.3,27476.0867,216.7561,9.1587,541890.25,22896.7389
101015,SIP23000469,4,2023-05-10,OD06,45,0.5,2023-06-24,0.2,650268.3,27476.0867,216.7561,9.1587,541890.25,22896.7389
101016,SIP23000470,1,2023-05-10,OD06,0,0.5,2023-05-10,0.2,463394.592,19580.0256,160.9009,6.7986,386162.16,16316.688
101016,SIP23000470,1,2023-05-10,OD06,45,0.5,2023-06-24,0.2,463394.592,19580.0256,160.9009,6.7986,386162.16,16316.688
101017,SIP23000471,1,2023-05-11,OD02,30,1,2023-06-10,0.2,223832.16,9457.6836,62.1756,2.6271,186526.8,7881.403
101018,STKB23000039,1,2023-05-11,OD07,60,0,2023-07-10,0.2,0,0,271.313,11.4639,0,0
101018,STKB23000039,1,2023-05-11,OD07,120,1,2023-09-08,0.2,117207.216,4952.4106,271.313,11.4639,97672.68,4127.0088
101019,SIP23000472,1,2023-05-11,OD02,30,1,2023-06-10,0.2,2029449,85751.2454,338.2415,14.2919,1691207.5,71459.3712
101020,SIP23000472,2,2023-05-11,OD02,30,1,2023-06-10,0.2,272584.0512,11517.6197,236.6181,9.9979,227153.376,9598.0165
101021,SIP23000473,1,2023-05-11,OD02,30,1,2023-06-10,0.2,227171.8656,9598.7977,262.9304,11.1097,189309.888,7998.9981
101022,SIP23000473,2,2023-05-11,OD02,30,1,2023-06-10,0.2,173254.464,7320.6008,120.3156,5.0838,144378.72,6100.5007
101023,SIP23000473,3,2023-05-11,OD02,30,1,2023-06-10,0.2,94152.0672,3978.2508,217.9446,9.2089,78460.056,3315.209
101024,SIP23000473,4,2023-05-11,OD02,30,1,2023-06-10,0.2,38406.1306,1622.792,222.2577,9.3912,32005.1088,1352.3266
101025,SIP23000474,1,2023-05-11,OD07,60,0,2023-07-10,0.2,0,0,140.7816,5.9485,0,0
101025,SIP23000474,1,2023-05-11,OD07,120,1,2023-09-08,0.2,202725.504,8565.8543,140.7816,5.9485,168937.92,7138.2119
101026,SIP23000475,1,2023-05-11,OD01,0,1,2023-05-11,0.2,2109005.568,89112.7858,366.1468,15.471,1757504.64,74260.6548
101027,SIP23000475,2,2023-05-11,OD01,0,1,2023-05-11,0.2,761012.88,32155.4285,317.0887,13.3981,634177.4,26796.1904
101028,SIP23000475,3,2023-05-11,OD01,0,1,2023-05-11,0.2,979202.304,41374.687,212.5005,8.9789,816001.92,34478.9058
101029,SIP23000475,4,2023-05-11,OD01,0,1,2023-05-11,0.2,298764.4032,12623.8302,259.3441,10.9582,248970.336,10519.8585
101030,SIP23000475,5,2023-05-11,OD01,0,1,2023-05-11,0.2,168982.272,7140.0859,234.6976,9.9168,140818.56,5950.0716
101031,SIP23000476,1,2023-05-12,OD02,30,1,2023-06-11,0.2,1738415.88,73454.0887,482.8933,20.4039,1448679.9,61211.7405
101032,SIP23000477,1,2023-05-12,OD06,0,0.5,2023-05-12,0.2,11587.104,489.5953,268.22,11.3332,9655.92,407.996
101032,SIP23000477,1,2023-05-12,OD06,45,0.5,2023-06-26,0.2,11587.104,489.5953,268.22,11.3332,9655.92,407.996
101033,SIP23000478,1,2023-05-12,OD02,30,1,2023-06-11,0.2,701517.312,29641.5348,243.5824,10.2922,584597.76,24701.279
101034,SIP23000478,2,2023-05-12,OD02,30,1,2023-06-11,0.2,210892.896,8910.9549,73.2267,3.0941,175744.08,7425.7957
101035,STK23000078,1,2023-05-12,OD01,0,1,2023-05-12,0.2,58501.152,2471.8762,40.6258,1.7166,48750.96,2059.8968
101036,SIP23000479,1,2023-05-12,OD07,60,0,2023-07-11,0.2,0,0,227.1685,9.5987,0,0
101036,SIP23000479,1,2023-05-12,OD07,120,1,2023-09-09,0.2,545204.4,23036.7732,227.1685,9.5987,454337,19197.311
101037,SIP23000480,1,2023-05-12,OD06,0,0.5,2023-05-12,0.2,487678.536,20606.1063,451.5542,19.0797,406398.78,17171.7553
101037,SIP23000480,1,2023-05-12,OD06,45,0.5,2023-06-26,0.2,487678.536,20606.1063,451.5542,19.0797,406398.78,17171.7553
101038,SIP23000481,1,2023-05-12,OD01,0,1,2023-05-12,0.2,553096.8576,23370.2568,80.0198,3.3811,460914.048,19475.214
101039,SIP23000482,1,2023-05-15,OD06,0,0.5,2023-05-15,0.2,724465.728,30611.1848,209.6255,8.8574,603721.44,25509.3207
101039,SIP23000482,1,2023-05-15,OD06,45,0.5,2023-06-29,0.2,724465.728,30611.1848,209.6255,8.8574,603721.44,25509.3207
101040,SIP23000483,1,2023-05-15,OD02,30,1,2023-06-14,0.2,1127696.832,47649.0948,195.7807,8.2724,939747.36,39707.579
101041,SIP23000483,2,2023-05-15,OD02,30,1,2023-06-14,0.2,163061.856,6889.9279,471.8225,19.9361,135884.88,5741.6066
101042,STK23000079,1,2023-05-15,OD01,0,1,2023-05-15,0.2,79901.1648,3376.1008,46.2391,1.9538,66584.304,2813.4173
101043,STK23000079,2,2023-05-15,OD01,0,1,2023-05-15,0.2,326154.0096,13781.1359,283.1198,11.9628,271795.008,11484.2799
101044,SIP23000484,1,2023-05-15,OD02,30,1,2023-06-14,0.2,278401.104,11763.4104,128.8894,5.446,232000.92,9802.842
101045,SIP23000484,2,2023-05-15,OD02,30,1,2023-06-14,0.2,1434973.1328,60632.5822,311.4091,13.1581,1195810.944,50527.1518
101046,STK23000080,1,2023-05-15,OD06,0,0.5,2023-05-15,0.2,1317830.4,55682.8962,228.79,9.6672,1098192,46402.4135
101046,STK23000080,1,2023-05-15,OD06,45,0.5,2023-06-29,0.2,1317830.4,55682.8962,228.79,9.6672,1098192,46402.4135
101047,STK23000080,2,2023-05-15,OD06,0,0.5,2023-05-15,0.2,9842.472,415.8785,227.835,9.6268,8202.06,346.5654
101047,STK23000080,2,2023-05-15,OD06,45,0.5,2023-06-29,0.2,9842.472,415.8785,227.835,9.6268,8202.06,346.5654
101048,STKB23000040,1,2023-05-15,OD05,0,0.3,2023-05-15,0.2,213934.4352,9039.4704,247.6093,10.4624,178278.696,7532.892
101048,STKB23000040,1,2023-05-15,OD05,60,0.7,2023-07-14,0.2,499180.3488,21092.0977,247.6093,10.4624,415983.624,17576.7481
101049,SIP23000485,1,2023-05-15,OD07,60,0,2023-07-14,0.2,0,0,231.1058,9.765,0,0
101049,SIP23000485,1,2023-05-15,OD07,120,1,2023-09-12,0.2,665584.704,28123.2577,231.1058,9.765,554653.92,23436.0481
101050,STK23000081,1,2023-05-15,OD01,0,1,2023-05-15,0.2,174155.4,7358.6685,80.6275,3.4068,145129.5,6132.2238
101051,SIP23000486,1,2023-05-16,OD06,0,0.5,2023-05-16,0.2,1346910.48,56911.6303,187.0709,7.9044,1122425.4,47426.3586
101051,SIP23000486,1,2023-05-16,OD06,45,0.5,2023-06-30,0.2,1346910.48,56911.6303,187.0709,7.9044,1122425.4,47426.3586
101052,SIP23000486,2,2023-05-16,OD06,0,0.5,2023-05-16,0.2,260614.944,11011.8835,361.9652,15.2943,217179.12,9176.5696
101052,SIP23000486,2,2023-05-16,OD06,45,0.5,2023-06-30,0.2,260614.944,11011.8835,361.9652,15.2943,217179.12,9176.5696
101053,SIP23000486,3,2023-05-16,OD06,0,0.5,2023-05-16,0.2,711975.456,30083.4276,247.2137,10.4456,593312.88,25069.523
101053,SIP23000486,3,2023-05-16,OD06,45,0.5,2023-06-30,0.2,711975.456,30083.4276,247.2137,10.4456,593312.88,25069.523
101054,SIP23000486,4,2023-05-16,OD06,0,0.5,2023-05-16,0.2,134746.02,5693.4858,374.2945,15.8152,112288.35,4744.5715
101054,SIP23000486,4,2023-05-16,OD06,45,0.5,2023-06-30,0.2,134746.02,5693.4858,374.2945,15.8152,112288.35,4744.5715
101055,SIP23000487,1,2023-05-16,OD01,0,1,2023-05-16,0.2,3418952.64,144462.5841,356.1409,15.0482,2849127.2,120385.4868
101056,SIP23000488,1,2023-05-16,OD05,0,0.3,2023-05-16,0.2,53240.3712,2249.59,38.513,1.6273,44366.976,1874.6583
101056,SIP23000488,1,2023-05-16,OD05,60,0.7,2023-07-15,0.2,124227.5328,5249.0433,38.513,1.6273,103522.944,4374.2027
101057,SIP23000488,2,2023-05-16,OD05,0,0.3,2023-05-16,0.2,126746.0352,5355.4587,293.3936,12.3969,105621.696,4462.8823
101057,SIP23000488,2,2023-05-16,OD05,60,0.7,2023-07-15,0.2,295740.7488,12496.0704,293.3936,12.3969,246450.624,10413.392
101058,SIP23000488,3,2023-05-16,OD05,0,0.3,2023-05-16,0.2,6089.1809,257.289,234.9221,9.9263,5074.3174,214.4075
101058,SIP23000488,3,2023-05-16,OD05,60,0.7,2023-07-15,0.2,14208.0886,600.3409,234.9221,9.9263,11840.0738,500.2841
101059,SIP23000489,1,2023-05-16,OD01,0,1,2023-05-16,0.2,362048.1408,15297.7872,314.2779,13.2793,301706.784,12748.156
101060,SIP23000490,1,2023-05-17,OD02,30,1,2023-06-16,0.2,239760,10130.69,277.5,11.7253,199800,8442.2416
101061,SIP23000490,2,2023-05-17,OD02,30,1,2023-06-16,0.2,42647.0227,1801.9843,246.7999,10.4282,35539.1856,1501.6536
101062,SIP23000491,1,2023-05-17,OD05,0,0.3,2023-05-17,0.2,841156.6176,35541.7789,324.5203,13.7121,700963.848,29618.149
101062,SIP23000491,1,2023-05-17,OD05,60,0.7,2023-07-16,0.2,1962698.7744,82930.8173,324.5203,13.7121,1635582.312,69109.0144
101063,SIP23000492,1,2023-05-17,OD08,0,0.2,2023-05-17,0.2,21166.1683,894.3439,244.9788,10.3512,17638.4736,745.2866
101063,SIP23000492,1,2023-05-17,OD08,45,0.4,2023-07-01,0.2,42332.3366,1788.6878,244.9788,10.3512,35276.9472,1490.5731
101063,SIP23000492,1,2023-05-17,OD08,90,0.4,2023-08-15,0.2,42332.3366,1788.6878,244.9788,10.3512,35276.9472,1490.5731
101064,SIP23000493,1,2023-05-17,OD07,60,0,2023-07-16,0.2,0,0,157.6474,6.6611,0,0
101064,SIP23000493,1,2023-05-17,OD07,120,1,2023-09-14,0.2,2270122.56,95920.5364,157.6474,6.6611,1891768.8,79933.7804
101065,SIP23000493,2,2023-05-17,OD07,60,0,2023-07-16,0.2,0,0,145.0926,6.1307,0,0
101065,SIP23000493,2,2023-05-17,OD07,120,1,2023-09-14,0.2,100288.0051,4237.5154,145.0926,6.1307,83573.3376,3531.2628
101066,SIP23000493,3,2023-05-17,OD07,60,0,2023-07-16,0.2,0,0,306.0929,12.9335,0,0
101066,SIP23000493,3,2023-05-17,OD07,120,1,2023-09-14,0.2,528928.5312,22349.0614,306.0929,12.9335,440773.776,18624.2178
101067,STK23000082,1,2023-05-17,OD05,0,0.3,2023-05-17,0.2,175688.928,7423.4654,61.0031,2.5776,146407.44,6186.2211
101067,STK23000082,1,2023-05-17,OD05,60,0.7,2023-07-16,0.2,409940.832,17321.4192,61.0031,2.5776,341617.36,14434.516
101068,STK23000082,2,2023-05-17,OD05,0,0.3,2023-05-17,0.2,27749.3472,1172.506,64.2346,2.7141,23124.456,977.0883
101068,STK23000082,2,2023-05-17,OD05,60,0.7,2023-07-16,0.2,64748.4768,2735.8473,64.2346,2.7141,53957.064,2279.8727
101069,SIP23000494,1,2023-05-17,OD01,0,1,2023-05-17,0.2,2207702.88,93283.0889,153.3127,6.478,1839752.4,77735.9074
101070,SIP23000495,1,2023-05-17,OD07,60,0,2023-07-16,0.2,0,0,294.6516,12.45,0,0
101070,SIP23000495,1,2023-05-17,OD07,120,1,2023-09-14,0.2,203663.1859,8605.4746,294.6516,12.45,169719.3216,7171.2288
101071,STK23000083,1,2023-05-17,OD04,90,1,2023-08-15,0.2,123027.84,5198.3521,53.3975,2.2562,102523.2,4331.9601
101072,STK23000083,2,2023-05-17,OD04,90,1,2023-08-15,0.2,168020.5248,7099.4488,291.7023,12.3254,140017.104,5916.2073
101073,SIP23000496,1,2023-05-17,OD04,90,1,2023-08-15,0.2,633598.1568,26771.7154,366.6656,15.4929,527998.464,22309.7628
101074,STK23000084,1,2023-05-17,OD03,60,1,2023-07-16,0.2,54355.0349,2296.6884,157.2773,6.6455,45295.8624,1913.907
101075,STK23000084,2,2023-05-17,OD03,60,1,2023-07-16,0.2,1861330.176,78647.6431,323.1476,13.6541,1551108.48,65539.7026
101076,STK23000085,1,2023-05-18,OD05,0,0.3,2023-05-18,0.2,85045.6627,3593.4736,246.0812,10.3978,70871.3856,2994.5614
101076,STK23000085,1,2023-05-18,OD05,60,0.7,2023-07-17,0.2,198439.8797,8384.7718,246.0812,10.3978,165366.5664,6987.3099
101077,STK23000085,2,2023-05-18,OD05,0,0.3,2023-05-18,0.2,5270.5831,222.7004,50.8351,2.148,4392.1526,185.5837
101077,STK23000085,2,2023-05-18,OD05,60,0.7,2023-07-17,0.2,12298.0274,519.6342,50.8351,2.148,10248.3562,433.0285
101078,SIP23000497,1,2023-05-18,OD07,60,0,2023-07-17,0.2,0,0,158.6891,6.7052,0,0
101078,SIP23000497,1,2023-05-18,OD07,120,1,2023-09-15,0.2,137107.3824,5793.2615,158.6891,6.7052,114256.152,4827.7179
101079,SIP23000498,1,2023-05-18,OD05,0,0.3,2023-05-18,0.2,204820.4102,8654.3713,395.1011,16.6944,170683.6752,7211.9761
101079,SIP23000498,1,2023-05-18,OD05,60,0.7,2023-07-17,0.2,477914.2906,20193.5331,395.1011,16.6944,398261.9088,16827.9443
101080,SIP23000499,1,2023-05-18,OD02,30,1,2023-06-17,0.2,102845.592,4345.5823,238.0685,10.0592,85704.66,3621.3186
101081,SIP23000500,1,2023-05-18,OD06,0,0.5,2023-05-18,0.2,968419.584,40919.0797,280.214,11.84,807016.32,34099.2331
101081,SIP23000500,1,2023-05-18,OD06,45,0.5,2023-07-02,0.2,968419.584,40919.0797,280.214,11.84,807016.32,34099.2331
101082,SIP23000500,2,2023-05-18,OD06,0,0.5,2023-05-18,0.2,1928236.32,81474.6593,446.351,18.8599,1606863.6,67895.5494
101082,SIP23000500,2,2023-05-18,OD06,45,0.5,2023-07-02,0.2,1928236.32,81474.6593,446.351,18.8599,1606863.6,67895.5494
101083,STK23000086,1,2023-05-18,OD01,0,1,2023-05-18,0.2,764210.88,32290.5551,132.6755,5.606,636842.4,26908.7959
101084,STK23000086,2,2023-05-18,OD01,0,1,2023-05-18,0.2,611223.1488,25826.2939,353.7171,14.9458,509352.624,21521.9115
101085,SIP23000501,1,2023-05-18,OD05,0,0.3,2023-05-18,0.2,403686.1152,17057.1358,155.7431,6.5807,336405.096,14214.2798
101085,SIP23000501,1,2023-05-18,OD05,60,0.7,2023-07-17,0.2,941934.2688,39799.9835,155.7431,6.5807,784945.224,33166.6529
101086,SIP23000501,2,2023-05-18,OD05,0,0.3,2023-05-18,0.2,110616.6758,4673.9375,160.0357,6.7621,92180.5632,3894.9479
101086,SIP23000501,2,2023-05-18,OD05,60,0.7,2023-07-17,0.2,258105.577,10905.8541,160.0357,6.7621,215087.9808,9088.2117
101087,SIP23000501,3,2023-05-18,OD05,0,0.3,2023-05-18,0.2,268093.8432,11327.8929,155.1469,6.5555,223411.536,9439.9108
101087,SIP23000501,3,2023-05-18,OD05,60,0.7,2023-07-17,0.2,625552.3008,26431.7501,155.1469,6.5555,521293.584,22026.4584
101088,SIP23000502,1,2023-05-18,OD07,60,0,2023-07-17,0.2,0,0,231.2332,9.7704,0,0
101088,SIP23000502,1,2023-05-18,OD07,120,1,2023-09-15,0.2,665951.616,28138.761,231.2332,9.7704,554959.68,23448.9675
101089,SIP23000502,2,2023-05-18,OD07,60,0,2023-07-17,0.2,0,0,485.2059,20.5016,0,0
101089,SIP23000502,2,2023-05-18,OD07,120,1,2023-09-15,0.2,2794785.984,118089.3823,485.2059,20.5016,2328988.32,98407.8186
101090,STK23000087,1,2023-05-18,OD01,0,1,2023-05-18,0.2,33461.8733,1413.88,193.6451,8.1822,27884.8944,1178.2333
101091,STK23000088,1,2023-05-18,OD04,90,1,2023-08-16,0.2,127603.368,5391.684,177.2269,7.4885,106336.14,4493.07
101092,SIP23000503,1,2023-05-19,OD06,0,0.5,2023-05-19,0.2,533299.968,22533.7697,92.5868,3.9121,444416.64,18778.1414
101092,SIP23000503,1,2023-05-19,OD06,45,0.5,2023-07-03,0.2,533299.968,22533.7697,92.5868,3.9121,444416.64,18778.1414
101093,SIP23000503,2,2023-05-19,OD06,0,0.5,2023-05-19,0.2,233757.1584,9877.0491,101.4571,4.2869,194797.632,8230.8743
101093,SIP23000503,2,2023-05-19,OD06,45,0.5,2023-07-03,0.2,233757.1584,9877.0491,101.4571,4.2869,194797.632,8230.8743
101094,SIP23000503,3,2023-05-19,OD06,0,0.5,2023-05-19,0.2,386938.08,16349.4733,358.276,15.1384,322448.4,13624.5611
101094,SIP23000503,3,2023-05-19,OD06,45,0.5,2023-07-03,0.2,386938.08,16349.4733,358.276,15.1384,322448.4,13624.5611
101095,SIP23000503,4,2023-05-19,OD06,0,0.5,2023-05-19,0.2,92534.4,3909.8987,77.112,3.2582,77112,3258.2489
101095,SIP23000503,4,2023-05-19,OD06,45,0.5,2023-07-03,0.2,92534.4,3909.8987,77.112,3.2582,77112,3258.2489
101096,SIP23000504,1,2023-05-19,OD03,60,1,2023-07-18,0.2,2966503.68,125345.0494,309.0108,13.0568,2472086.4,104454.2078
101097,SIP23000505,1,2023-05-19,OD02,30,1,2023-06-18,0.2,215426.3731,9102.51,311.6701,13.1691,179521.9776,7585.425
101098,SIP23000505,2,2023-05-19,OD02,30,1,2023-06-18,0.2,533947.464,22561.1287,247.1979,10.445,444956.22,18800.9406
101099,SIP23000506,1,2023-05-19,OD07,60,0,2023-07-18,0.2,0,0,314.4658,13.2873,0,0
101099,SIP23000506,1,2023-05-19,OD07,120,1,2023-09-16,0.2,181132.3008,7653.4667,314.4658,13.2873,150943.584,6377.8889
101100,SIP23000507,1,2023-05-19,OD04,90,1,2023-08-17,0.2,238057.704,10058.7621,110.2119,4.6568,198381.42,8382.3017
101101,SIP23000508,1,2023-05-19,OD07,60,0,2023-07-18,0.2,0,0,61.5668,2.6014,0,0
101101,SIP23000508,1,2023-05-19,OD07,120,1,2023-09-16,0.2,88656.192,3746.031,61.5668,2.6014,73880.16,3121.6925
101102,SIP23000508,2,2023-05-19,OD07,60,0,2023-07-18,0.2,0,0,166.676,7.0426,0,0
101102,SIP23000508,2,2023-05-19,OD07,120,1,2023-09-16,0.2,960053.76,40565.5947,166.676,7.0426,800044.8,33804.6622
101103,SIP23000508,3,2023-05-19,OD07,60,0,2023-07-18,0.2,0,0,164.5806,6.9541,0,0
101103,SIP23000508,3,2023-05-19,OD07,120,1,2023-09-16,0.2,142197.6384,6008.3425,164.5806,6.9541,118498.032,5006.952
101104,SIP23000509,1,2023-05-19,OD03,60,1,2023-07-18,0.2,63031.2192,2663.2872,145.9056,6.165,52526.016,2219.406
101105,SIP23000510,1,2023-05-19,OD03,60,1,2023-07-18,0.2,46547.5507,1966.7951,134.6862,5.691,38789.6256,1638.996
101106,SIP23000510,2,2023-05-19,OD03,60,1,2023-07-18,0.2,207568.535,8770.4891,300.3017,12.6888,172973.7792,7308.7409
101107,SIP23000511,1,2023-05-19,OD04,90,1,2023-08-17,0.2,165419.352,6989.5402,229.7491,9.7077,137849.46,5824.6169
101108,SIP23000512,1,2023-05-22,OD05,0,0.3,2023-05-22,0.2,1817115.84,76779.4344,252.3772,10.6638,1514263.2,63982.862
101108,SIP23000512,1,2023-05-22,OD05,60,0.7,2023-07-21,0.2,4239936.96,179152.0136,252.3772,10.6638,3533280.8,149293.3447
101109,SIP23000513,1,2023-05-22,OD01,0,1,2023-05-22,0.2,2183042.88,92241.1185,151.6002,6.4056,1819202.4,76867.5988
101110,SIP23000514,1,2023-05-22,OD03,60,1,2023-07-21,0.2,125035.0387,5283.1632,361.7912,15.2869,104195.8656,4402.636
101111,SIP23000514,2,2023-05-22,OD03,60,1,2023-07-21,0.2,211370.2272,8931.1238,183.4811,7.7527,176141.856,7442.6032
101112,SIP23000515,1,2023-05-23,OD04,90,1,2023-08-21,0.2,809143.92,34189.1316,224.7622,9.497,674286.6,28490.943
101113,SIP23000515,2,2023-05-23,OD04,90,1,2023-08-21,0.2,21611.975,913.1808,250.1386,10.5692,18009.9792,760.984
101114,STK23000089,1,2023-05-23,OD01,0,1,2023-05-23,0.2,301860.432,12754.6482,139.7502,5.9049,251550.36,10628.8735
101115,STK23000089,2,2023-05-23,OD01,0,1,2023-05-23,0.2,423742.0032,17904.5665,367.8316,15.5422,353118.336,14920.4721
101116,SIP23000516,1,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,85.2829,3.6035,0,0
101116,SIP23000516,1,2023-05-23,OD07,120,1,2023-09-20,0.2,204678.96,8648.3946,85.2829,3.6035,170565.8,7206.9955
101117,SIP23000516,2,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,193.0415,8.1567,0,0
101117,SIP23000516,2,2023-05-23,OD07,120,1,2023-09-20,0.2,222383.808,9396.4857,193.0415,8.1567,185319.84,7830.4047
101118,SIP23000517,1,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,223.1063,9.427,0,0
101118,SIP23000517,1,2023-05-23,OD07,120,1,2023-09-20,0.2,38552.7686,1628.9879,223.1063,9.427,32127.3072,1357.4899
101119,SIP23000518,1,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,143.4532,6.0614,0,0
101119,SIP23000518,1,2023-05-23,OD07,120,1,2023-09-20,0.2,2065726.08,87284.0776,143.4532,6.0614,1721438.4,72736.7314
101120,SIP23000518,2,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,315.8178,13.3444,0,0
101120,SIP23000518,2,2023-05-23,OD07,120,1,2023-09-20,0.2,454777.632,19215.9292,315.8178,13.3444,378981.36,16013.2743
101121,SIP23000518,3,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,491.1024,20.7508,0,0
101121,SIP23000518,3,2023-05-23,OD07,120,1,2023-09-20,0.2,424312.4736,17928.6708,491.1024,20.7508,353593.728,14940.559
101122,SIP23000518,4,2023-05-23,OD07,60,0,2023-07-22,0.2,0,0,151.0472,6.3823,0,0
101122,SIP23000518,4,2023-05-23,OD07,120,1,2023-09-20,0.2,543769.92,22976.1614,151.0472,6.3823,453141.6,19146.8012
101123,SIP23000519,1,2023-05-23,OD03,60,1,2023-07-22,0.2,370634.688,15660.5986,321.7315,13.5943,308862.24,13050.4988
101124,SIP23000519,2,2023-05-23,OD03,60,1,2023-07-22,0.2,70911.7978,2996.2689,205.1846,8.6698,59093.1648,2496.8908
101125,STKB23000041,1,2023-05-23,OD01,0,1,2023-05-23,0.2,11976.9235,506.0665,69.3109,2.9286,9980.7696,421.7221
101126,SIP23000520,1,2023-05-23,OD04,90,1,2023-08-21,0.2,23034.9744,973.3074,53.3217,2.253,19195.812,811.0895
101127,SIP23000521,1,2023-05-24,OD08,0,0.2,2023-05-24,0.2,112038.7104,4734.0233,389.0233,16.4376,93365.592,3945.0195
101127,SIP23000521,1,2023-05-24,OD08,45,0.4,2023-07-08,0.2,224077.4208,9468.0467,389.0233,16.4376,186731.184,7890.0389
101127,SIP23000521,1,2023-05-24,OD08,90,0.4,2023-08-22,0.2,224077.4208,9468.0467,389.0233,16.4376,186731.184,7890.0389
101128,SIP23000522,1,2023-05-24,OD01,0,1,2023-05-24,0.2,292962.6,12378.684,81.3785,3.4385,244135.5,10315.57
101129,STK23000090,1,2023-05-24,OD06,0,0.5,2023-05-24,0.2,292747.5648,12369.598,338.8282,14.3167,243956.304,10307.9983
101129,STK23000090,1,2023-05-24,OD06,45,0.5,2023-07-08,0.2,292747.5648,12369.598,338.8282,14.3167,243956.304,10307.9983
101130,SIP23000523,1,2023-05-24,OD04,90,1,2023-08-22,0.2,44660.7302,1887.0704,258.4533,10.9205,37217.2752,1572.5587
101131,SIP23000524,1,2023-05-24,OD02,30,1,2023-06-23,0.2,72087.961,3045.9659,417.1757,17.6271,60073.3008,2538.3049
101132,SIP23000525,1,2023-05-24,OD04,90,1,2023-08-22,0.2,492563.2896,20812.504,142.5241,6.0221,410469.408,17343.7534
101133,SIP23000526,1,2023-05-25,OD05,0,0.3,2023-05-25,0.2,293335.776,12394.452,339.509,14.3454,244446.48,10328.71
101133,SIP23000526,1,2023-05-25,OD05,60,0.7,2023-07-24,0.2,684450.144,28920.3879,339.509,14.3454,570375.12,24100.3232
101134,SIP23000526,2,2023-05-25,OD05,0,0.3,2023-05-25,0.2,72117.324,3047.2066,66.7753,2.8215,60097.77,2539.3388
101134,SIP23000526,2,2023-05-25,OD05,60,0.7,2023-07-24,0.2,168273.756,7110.1487,66.7753,2.8215,140228.13,5925.1239
101135,SIP23000527,1,2023-05-25,OD01,0,1,2023-05-25,0.2,638809.4592,26991.911,369.6814,15.6203,532341.216,22493.2591
101136,SIP23000527,2,2023-05-25,OD01,0,1,2023-05-25,0.2,125609.4432,5307.4338,145.3813,6.1429,104674.536,4422.8615
101137,SIP23000527,3,2023-05-25,OD01,0,1,2023-05-25,0.2,121862.016,5149.092,352.61,14.899,101551.68,4290.91
101138,SIP23000527,4,2023-05-25,OD01,0,1,2023-05-25,0.2,1580450.9184,66779.5222,342.9798,14.4921,1317042.432,55649.6018
101139,SIP23000528,1,2023-05-25,OD01,0,1,2023-05-25,0.2,395429.472,16708.264,228.8365,9.6691,329524.56,13923.5533
101140,SIP23000529,1,2023-05-25,OD05,0,0.3,2023-05-25,0.2,129381.3,5466.8078,71.8785,3.0371,107817.75,4555.6732
101140,SIP23000529,1,2023-05-25,OD05,60,0.7,2023-07-24,0.2,301889.7,12755.8849,71.8785,3.0371,251574.75,10629.904
101141,SIP23000529,2,2023-05-25,OD05,0,0.3,2023-05-25,0.2,193478.904,8175.1534,268.7207,11.3544,161232.42,6812.6279
101141,SIP23000529,2,2023-05-25,OD05,60,0.7,2023-07-24,0.2,451450.776,19075.358,268.7207,11.3544,376208.98,15896.1317
101142,SIP23000529,3,2023-05-25,OD05,0,0.3,2023-05-25,0.2,647160.624,27344.7766,149.8057,6.3298,539300.52,22787.3138
101142,SIP23000529,3,2023-05-25,OD05,60,0.7,2023-07-24,0.2,1510041.456,63804.4787,149.8057,6.3298,1258367.88,53170.3989
101143,SIP23000529,4,2023-05-25,OD05,0,0.3,2023-05-25,0.2,101734.5096,4298.6352,470.9931,19.9011,84778.758,3582.196
