STOK_KODU,CARI_KOD,FISNO,TARIH,MIKTAR1,MIKTAR2,NET_FIYAT,STHAR_GCKOD,STHAR_HTUR,DOLAR_KURU,STHAR_ACIKLAMA,EKALAN,EKALAN1,TUTAR_USD,ODE_GUN,YIL,AY,HAFTA
H00008,320.01.0017,IRS23700979,2023-10-28,5000,5,46.4689,1,YERLİ,27.95,Mal kabul,H,Şartlı kabul,8312.8623,0,2023,10,43
H00012,320.01.0017,IRS23700980,2023-11-02,250,250,25.2695,1,YERLİ,28.5667,İthalat dosyası,H,Şartlı kabul,221.1447,60,2023,11,44
H00016,320.01.0040,IRS23700981,2023-10-13,5000,5000,76.6927,1,YERLİ,27.95,Kısmi teslim,E,,13719.6243,30,2023,10,41
H00006,320.01.0040,IRS23700982,2023-10-31,2000,2,89.5873,1,YERLİ,27.95,Mal kabul,H,Şartlı kabul,6410.5403,30,2023,10,44
H00006,320.01.0040,IRS23700983,2023-10-11,5000,5,93.4566,1,YERLİ,27.95,Numune kabul,H,,16718.5331,90,2023,10,41
H00011,320.01.0014,IRS23700984,2023-09-30,120,0.12,33.4644,1,YERLİ,27.3333,Numune kabul,E,Şartlı kabul,146.9171,90,2023,9,39
D00009,320.01.0014,IRS23700985,2023-12-16,5000,5000,178.8783,1,YERLİ,29.1833,Kısmi teslim,H,,30647.3737,60,2023,12,50
H00001,320.01.0012,IRS23700986,2023-10-04,120,0.12,44.4217,1,YERLİ,27.95,Sevk irsaliyesi,H,Kalite onaylı,190.7193,45,2023,10,40
D00011,320.01.0012,IRS23700987,2023-10-14,500,500,7.6113,1,YERLİ,27.95,Kısmi teslim,E,,136.1592,30,2023,10,41
D00009,320.01.0033,IRS23700988,2023-11-17,250,250,216.9532,1,YERLİ,28.5667,Sevk irsaliyesi,E,Kalite onaylı,1898.6547,60,2023,11,46
H00016,320.01.0033,IRS23700989,2023-10-07,120,120,69.986,1,YERLİ,27.95,Mal kabul,E,,300.4766,0,2023,10,40
D00009,320.01.0001,IRS23700990,2023-10-31,2000,2000,186.0825,1,YERLİ,27.95,Numune kabul,H,Kalite onaylı,13315.3846,90,2023,10,44
D00003,320.01.0039,IRS23700991,2023-11-23,500,500,255.1406,1,YERLİ,28.5667,İthalat dosyası,H,,4465.6996,30,2023,11,47
H00012,320.01.0041,IRS23700992,2023-09-28,250,250,27.4285,1,İTHAL,27.3333,Mal kabul,E,,250.8707,0,2023,9,39
H00011,320.01.0007,IRS23700993,2023-10-23,250,0.25,27.6613,1,YERLİ,27.95,İthalat dosyası,H,Kalite onaylı,247.4177,60,2023,10,43
D00008,320.01.0004,IRS23700994,2023-12-18,500,500,227.147,1,YERLİ,29.1833,Numune kabul,H,Kalite onaylı,3891.7292,0,2023,12,51
D00009,320.01.0004,IRS23700995,2023-10-05,10000,10000,218.7146,1,YERLİ,27.95,Kısmi teslim,E,Şartlı kabul,78252.093,90,2023,10,40
H00003,320.01.0049,IRS23700996,2023-12-20,120,0.12,60.6621,1,YERLİ,29.1833,Sevk irsaliyesi,H,Şartlı kabul,249.439,0,2023,12,51
H00015,320.01.0049,IRS23700997,2023-11-16,120,0.12,37.0155,1,YERLİ,28.5667,İthalat dosyası,H,,155.4908,45,2023,11,46
H00006,320.01.0049,IRS23700998,2023-10-16,5000,5,96.3672,1,YERLİ,27.95,Kısmi teslim,E,Kalite onaylı,17239.2129,60,2023,10,42
H00010,320.01.0010,IRS23700999,2023-11-21,1000,1,16.9653,1,YERLİ,28.5667,İthalat dosyası,H,,593.8838,60,2023,11,47
H00008,320.01.0010,IRS23701000,2023-10-05,2000,2,51.5631,1,YERLİ,27.95,Kısmi teslim,E,Kalite onaylı,3689.6673,30,2023,10,40
H00011,320.01.0010,IRS23701001,2023-10-13,1000,1,28.1356,1,YERLİ,27.95,Kısmi teslim,E,Şartlı kabul,1006.6404,60,2023,10,41
H00002,320.01.0046,IRS23701002,2023-10-09,1000,1,15.3426,1,YERLİ,27.95,İthalat dosyası,H,Kalite onaylı,548.9302,90,2023,10,41
H00007,320.01.0046,IRS23701003,2023-11-02,10000,10,39.7111,1,YERLİ,28.5667,İthalat dosyası,E,,13901.1856,30,2023,11,44
D00006,320.01.0046,IRS23701004,2023-11-25,5000,5000,238.0954,1,YERLİ,28.5667,Mal kabul,E,,41673.592,45,2023,11,47
D00002,320.01.0013,IRS23701006,2023-10-04,120,120,47.2177,1,YERLİ,27.95,Mal kabul,H,Kalite onaylı,202.7236,45,2023,10,40
D00004,320.01.0013,IRS23701007,2023-10-17,2000,2000,53.6718,1,YERLİ,27.95,İthalat dosyası,H,,3840.5581,60,2023,10,42
D00009,320.01.0005,IRS23701008,2023-11-17,500,500,196.6824,1,YERLİ,28.5667,Kısmi teslim,E,,3442.5117,90,2023,11,46
D00009,320.01.0005,IRS23701009,2023-11-25,120,120,203.9672,1,YERLİ,28.5667,İthalat dosyası,E,Şartlı kabul,856.804,90,2023,11,47
D00003,320.01.0010,IRS23701010,2023-09-30,250,250,274.2874,1,YERLİ,27.3333,Kısmi teslim,E,Kalite onaylı,2508.7293,60,2023,9,39
H00010,320.01.0010,IRS23701011,2023-10-04,5000,5,19.1933,1,YERLİ,27.95,İthalat dosyası,H,Şartlı kabul,3433.5063,0,2023,10,40
D00005,320.01.0010,IRS23701012,2023-10-18,2000,2000,209.3751,1,YERLİ,27.95,Mal kabul,H,Kalite onaylı,14982.1181,0,2023,10,42
D00012,320.01.0003,IRS23701013,2023-10-10,250,250,107.3388,1,İTHAL,27.95,İthalat dosyası,E,Kalite onaylı,960.0966,45,2023,10,41
D00005,320.01.0003,IRS23701014,2023-11-03,500,500,233.4492,1,İTHAL,28.5667,Kısmi teslim,E,Şartlı kabul,4086.0372,45,2023,11,44
H00001,320.01.0001,IRS23701015,2023-10-09,1000,1,39.5513,1,YERLİ,27.95,Numune kabul,E,Kalite onaylı,1415.0733,0,2023,10,41
D00006,320.01.0001,IRS23701016,2023-10-10,250,250,281.6526,1,YERLİ,27.95,Numune kabul,E,,2519.254,90,2023,10,41
H00005,320.01.0010,IRS23701017,2023-12-25,120,0.12,45.5493,1,YERLİ,29.1833,Numune kabul,H,Şartlı kabul,187.296,0,2023,12,52
H00009,320.01.0002,IRS23701019,2023-11-26,120,0.12,66.0251,1,YERLİ,28.5667,Kısmi teslim,E,Kalite onaylı,277.3513,45,2023,11,47
H00015,320.01.0036,IRS23701020,2023-11-22,250,0.25,31.274,1,YERLİ,28.5667,Sevk irsaliyesi,E,,273.6928,60,2023,11,47
D00012,320.01.0036,IRS23701021,2023-10-14,5000,5000,121.2061,1,YERLİ,27.95,Numune kabul,E,Kalite onaylı,21682.6655,90,2023,10,41
D00004,320.01.0005,IRS23701022,2023-10-05,500,500,59.7418,1,YERLİ,27.95,Mal kabul,E,Şartlı kabul,1068.7263,0,2023,10,40
D00010,320.01.0004,IRS23701024,2023-11-03,120,120,188.1891,1,YERLİ,28.5667,Sevk irsaliyesi,H,Kalite onaylı,790.5251,45,2023,11,44
H00011,320.01.0007,IRS23701025,2023-10-10,120,0.12,32.3447,1,YERLİ,27.95,Numune kabul,E,Kalite onaylı,138.8681,45,2023,10,41
H00008,320.01.0037,IRS23701026,2023-12-06,1000,1,48.4984,1,İTHAL,29.1833,İthalat dosyası,H,,1661.8546,60,2023,12,49
H00006,320.01.0037,IRS23701027,2023-10-22,5000,5,89.0345,1,İTHAL,27.95,Sevk irsaliyesi,E,Kalite onaylı,15927.4597,60,2023,10,42
H00006,320.01.0003,IRS23701028,2023-12-03,2000,2,79.1787,1,İTHAL,29.1833,Numune kabul,H,Kalite onaylı,5426.302,30,2023,12,48
D00010,320.01.0003,IRS23701029,2023-10-15,5000,5000,161.9499,1,İTHAL,27.95,Kısmi teslim,E,,28971.3596,30,2023,10,41
D00012,320.01.0021,IRS23701030,2023-10-27,2000,2000,106.0746,1,YERLİ,27.95,Mal kabul,H,Şartlı kabul,7590.3113,90,2023,10,43
H00012,320.01.0021,IRS23701031,2023-11-18,120,120,25.7851,1,YERLİ,28.5667,İthalat dosyası,H,Kalite onaylı,108.3153,90,2023,11,46
H00008,320.01.0021,IRS23701032,2023-10-04,10000,10,56.2392,1,YERLİ,27.95,Numune kabul,H,,20121.3596,0,2023,10,40
H00010,320.01.0017,IRS23701033,2023-11-28,5000,5,19.525,1,YERLİ,28.5667,Kısmi teslim,H,Kalite onaylı,3417.4406,30,2023,11,48
H00003,320.01.0005,IRS23701035,2023-10-15,5000,5,66.3067,1,YERLİ,27.95,İthalat dosyası,E,,11861.6637,60,2023,10,41
H00012,320.01.0002,IRS23701036,2023-10-28,120,120,25.0287,1,YERLİ,27.95,Kısmi teslim,E,,107.4577,0,2023,10,43
D00006,320.01.0002,IRS23701037,2023-11-14,10000,10000,283.8927,1,YERLİ,28.5667,Mal kabul,E,,99378.8922,90,2023,11,46
H00008,320.01.0002,IRS23701038,2023-10-14,250,0.25,49.6942,1,YERLİ,27.95,İthalat dosyası,E,,444.4919,45,2023,10,41
H00010,320.01.0017,IRS23701039,2023-11-25,10000,10,20.6722,1,YERLİ,28.5667,İthalat dosyası,E,Kalite onaylı,7236.4676,30,2023,11,47
H00015,320.01.0017,IRS23701040,2023-10-25,5000,5,37.0367,1,YERLİ,27.95,Mal kabul,H,Kalite onaylı,6625.5277,90,2023,10,43
H00007,320.01.0017,IRS23701041,2023-10-12,60,0.06,34.8307,1,YERLİ,27.95,Kısmi teslim,E,,74.7707,90,2023,10,41
H00006,320.01.0008,IRS23701042,2023-12-07,500,0.5,88.3889,1,YERLİ,29.1833,Numune kabul,E,Şartlı kabul,1514.3747,60,2023,12,49
D00009,320.01.0008,IRS23701043,2023-10-22,5000,5000,203.8852,1,YERLİ,27.95,Numune kabul,E,,36473.2021,90,2023,10,42
D00008,320.01.0013,IRS23701045,2023-10-21,1000,1000,265.4082,1,YERLİ,27.95,Kısmi teslim,H,,9495.8211,0,2023,10,42
H00005,320.01.0013,IRS23701046,2023-11-02,250,0.25,44.4867,1,YERLİ,28.5667,Numune kabul,E,,389.3231,0,2023,11,44
H00008,320.01.0013,IRS23701047,2023-12-13,10000,10,46.9591,1,YERLİ,29.1833,Mal kabul,H,,16091.0863,90,2023,12,50
H00003,320.01.0006,IRS23701048,2023-11-25,120,0.12,63.6471,1,YERLİ,28.5667,Sevk irsaliyesi,H,Şartlı kabul,267.3621,0,2023,11,47
H00011,320.01.0006,IRS23701049,2023-11-14,10000,10,31.1239,1,YERLİ,28.5667,Numune kabul,H,Şartlı kabul,10895.1682,30,2023,11,46
D00004,320.01.0014,IRS24701050,2024-01-07,2000,2000,62.7729,1,YERLİ,29.8,Numune kabul,E,Kalite onaylı,4212.9463,60,2024,1,1
D00004,320.01.0023,IRS23701051,2023-11-02,120,120,59.1006,1,İTHAL,28.5667,Kısmi teslim,E,,248.2636,45,2023,11,44
H00012,320.01.0023,IRS23701052,2023-11-16,2000,2000,24.7461,1,İTHAL,28.5667,Kısmi teslim,H,Şartlı kabul,1732.5137,90,2023,11,46
H00012,320.01.0008,IRS23701053,2023-12-30,120,120,27.6422,1,YERLİ,29.1833,İthalat dosyası,H,Şartlı kabul,113.6631,0,2023,12,52
H00009,320.01.0008,IRS23701054,2023-11-01,500,0.5,63.5746,1,YERLİ,28.5667,Sevk irsaliyesi,E,Kalite onaylı,1112.7397,0,2023,11,44
H00006,320.01.0006,IRS23701055,2023-11-04,10000,10,91.2416,1,YERLİ,28.5667,Numune kabul,E,Şartlı kabul,31939.846,0,2023,11,44
D00008,320.01.0004,IRS23701056,2023-12-05,2000,2000,280.9739,1,YERLİ,29.1833,İthalat dosyası,H,Şartlı kabul,19255.8004,0,2023,12,49
D00008,320.01.0010,IRS23701057,2023-11-20,2000,2000,255.1147,1,YERLİ,28.5667,Numune kabul,H,Şartlı kabul,17860.985,45,2023,11,47
H00014,320.01.0003,IRS24701058,2024-01-09,5000,5,30.1467,1,İTHAL,29.8,Sevk irsaliyesi,H,,5058.1711,60,2024,1,2
H00010,320.01.0003,IRS23701059,2023-10-27,5000,5,19.1351,1,İTHAL,27.95,Sevk irsaliyesi,H,Şartlı kabul,3423.0948,45,2023,10,43
H00010,320.01.0003,IRS23701060,2023-12-10,250,0.25,17.1803,1,İTHAL,29.1833,Mal kabul,H,,147.1758,60,2023,12,49
H00006,320.01.0001,IRS23701061,2023-10-19,120,0.12,92.7503,1,YERLİ,27.95,Kısmi teslim,E,,398.2124,0,2023,10,42
H00006,320.01.0034,IRS23701062,2023-11-23,5000,5,98.4719,1,YERLİ,28.5667,İthalat dosyası,H,Kalite onaylı,17235.435,90,2023,11,47
D00001,320.01.0034,IRS23701063,2023-12-03,10000,10000,30.9991,1,YERLİ,29.1833,Sevk irsaliyesi,H,,10622.2052,45,2023,12,48
D00001,320.01.0015,IRS23701064,2023-10-30,10000,10000,27.4239,1,YERLİ,27.95,İthalat dosyası,E,Kalite onaylı,9811.771,30,2023,10,44
H00008,320.01.0002,IRS23701065,2023-12-14,120,0.12,58.1568,1,YERLİ,29.1833,Numune kabul,E,Şartlı kabul,239.1373,60,2023,12,50
H00014,320.01.0002,IRS24701066,2024-01-12,500,0.5,29.2204,1,YERLİ,29.8,Sevk irsaliyesi,E,,490.2752,30,2024,1,2
D00006,320.01.0017,IRS23701067,2023-10-22,250,250,284.9823,1,YERLİ,27.95,Sevk irsaliyesi,H,Şartlı kabul,2549.0367,90,2023,10,42
H00016,320.01.0017,IRS23701068,2023-10-18,250,250,64.3614,1,YERLİ,27.95,Sevk irsaliyesi,H,,575.6834,60,2023,10,42
D00010,320.01.0017,IRS24701069,2024-01-13,120,120,190.1882,1,YERLİ,29.8,Kısmi teslim,H,Kalite onaylı,765.8585,90,2024,1,2
D00012,320.01.0020,IRS23701070,2023-12-04,500,500,119.9811,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,2055.6466,90,2023,12,49
H00011,320.01.0020,IRS24701071,2024-01-06,500,0.5,34.7787,1,YERLİ,29.8,Kısmi teslim,H,Şartlı kabul,583.5352,0,2024,1,1
H00009,320.01.0022,IRS23701073,2023-10-19,120,0.12,66.5837,1,YERLİ,27.95,İthalat dosyası,E,Şartlı kabul,285.8692,60,2023,10,42
D00010,320.01.0022,IRS23701074,2023-11-04,120,120,187.6323,1,YERLİ,28.5667,İthalat dosyası,H,,788.1861,0,2023,11,44
H00013,320.01.0043,IRS24701075,2024-01-04,120,120,73.7107,1,İTHAL,29.8,Sevk irsaliyesi,H,Şartlı kabul,296.8216,30,2024,1,1
H00006,320.01.0043,IRS23701076,2023-12-04,5000,5,96.3994,1,İTHAL,29.1833,Numune kabul,E,Şartlı kabul,16516.1925,0,2023,12,49
D00005,320.01.0043,IRS23701077,2023-10-28,2000,2000,264.9464,1,İTHAL,27.95,İthalat dosyası,H,,18958.5975,30,2023,10,43
H00001,320.01.0020,IRS23701078,2023-10-25,10000,10,39.4355,1,YERLİ,27.95,İthalat dosyası,H,Kalite onaylı,14109.3023,45,2023,10,43
H00006,320.01.0004,IRS23701079,2023-10-26,5000,5,92.9792,1,YERLİ,27.95,İthalat dosyası,E,Kalite onaylı,16633.1306,45,2023,10,43
D00008,320.01.0032,IRS23701080,2023-11-07,1000,1000,232.0378,1,YERLİ,28.5667,İthalat dosyası,E,,8122.6673,0,2023,11,45
D00006,320.01.0051,IRS23701081,2023-12-21,500,500,267.4877,1,YERLİ,29.1833,Numune kabul,E,Kalite onaylı,4582.8899,0,2023,12,51
D00011,320.01.0051,IRS23701082,2023-11-17,10000,10000,7.6834,1,YERLİ,28.5667,İthalat dosyası,H,,2689.6351,90,2023,11,46
H00014,320.01.0045,IRS24701083,2024-01-19,5000,5,28.2163,1,YERLİ,29.8,Kısmi teslim,H,,4734.2785,30,2024,1,3
D00012,320.01.0008,IRS23701084,2023-11-01,2000,2000,116.2002,1,YERLİ,28.5667,Kısmi teslim,H,,8135.3604,90,2023,11,44
H00016,320.01.0010,IRS23701085,2023-11-15,250,250,69.8292,1,YERLİ,28.5667,İthalat dosyası,H,Şartlı kabul,611.1066,0,2023,11,46
H00001,320.01.0010,IRS23701086,2023-10-20,250,0.25,40.3325,1,YERLİ,27.95,Mal kabul,H,Kalite onaylı,360.7558,30,2023,10,42
H00004,320.01.0003,IRS23701087,2023-11-19,500,0.5,64.6546,1,İTHAL,28.5667,Mal kabul,E,,1131.6428,60,2023,11,46
H00012,320.01.0003,IRS23701088,2023-11-13,250,250,24.0957,1,İTHAL,28.5667,Kısmi teslim,H,Kalite onaylı,210.8723,0,2023,11,46
H00013,320.01.0019,IRS23701089,2023-10-21,1000,1000,79.7395,1,YERLİ,27.95,Numune kabul,H,Şartlı kabul,2852.9338,30,2023,10,42
H00012,320.01.0022,IRS23701090,2023-11-24,500,500,28.2492,1,YERLİ,28.5667,Mal kabul,H,Şartlı kabul,494.4428,45,2023,11,47
H00001,320.01.0035,IRS23701091,2023-11-18,5000,5,41.9268,1,İTHAL,28.5667,Sevk irsaliyesi,E,Kalite onaylı,7338.4045,90,2023,11,46
D00004,320.01.0001,IRS23701092,2023-11-26,5000,5000,54.4063,1,YERLİ,28.5667,İthalat dosyası,E,,9522.6785,45,2023,11,47
D00011,320.01.0001,IRS23701093,2023-12-16,250,250,7.0583,1,YERLİ,29.1833,Sevk irsaliyesi,E,Şartlı kabul,60.4652,0,2023,12,50
D00006,320.01.0001,IRS23701094,2023-11-07,2000,2000,284.8986,1,YERLİ,28.5667,Mal kabul,H,Kalite onaylı,19946.2031,30,2023,11,45
D00010,320.01.0006,IRS23701095,2023-11-12,5000,5000,154.4741,1,YERLİ,28.5667,İthalat dosyası,E,Şartlı kabul,27037.4422,45,2023,11,45
H00013,320.01.0006,IRS24701096,2024-01-19,500,500,83.2848,1,YERLİ,29.8,Numune kabul,H,Kalite onaylı,1397.396,30,2024,1,3
D00009,320.01.0006,IRS24701097,2024-01-23,5000,5000,191.7459,1,YERLİ,29.8,Mal kabul,E,Kalite onaylı,32172.1309,45,2024,1,4
H00004,320.01.0027,IRS23701098,2023-12-17,500,0.5,61.1474,1,YERLİ,29.1833,Kısmi teslim,H,,1047.6437,45,2023,12,50
D00005,320.01.0002,IRS23701099,2023-11-01,1000,1000,267.0718,1,YERLİ,28.5667,Kısmi teslim,H,Şartlı kabul,9349.0603,45,2023,11,44
D00010,320.01.0002,IRS23701100,2023-12-03,10000,10000,192.269,1,YERLİ,29.1833,Sevk irsaliyesi,H,Kalite onaylı,65883.2277,90,2023,12,48
H00006,320.01.0002,IRS23701101,2023-11-05,1000,1,95.9348,1,YERLİ,28.5667,Numune kabul,E,Şartlı kabul,3358.2738,90,2023,11,44
D00010,320.01.0011,IRS24701102,2024-01-19,10000,10000,171.9207,1,YERLİ,29.8,Numune kabul,H,Kalite onaylı,57691.5101,0,2024,1,3
D00010,320.01.0011,IRS23701103,2023-11-10,250,250,180.3064,1,YERLİ,28.5667,Numune kabul,E,Şartlı kabul,1577.9421,60,2023,11,45
H00012,320.01.0055,IRS23701104,2023-12-17,500,500,28.3015,1,İTHAL,29.1833,Sevk irsaliyesi,H,,484.892,30,2023,12,50
H00005,320.01.0055,IRS23701105,2023-12-27,2000,2,46.3772,1,İTHAL,29.1833,Mal kabul,E,Kalite onaylı,3178.3383,45,2023,12,52
D00007,320.01.0055,IRS23701106,2023-11-08,500,500,73.9072,1,İTHAL,28.5667,İthalat dosyası,H,Kalite onaylı,1293.5901,45,2023,11,45
H00005,320.01.0015,IRS23701107,2023-12-10,250,0.25,47.8694,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,410.0753,45,2023,12,49
H00010,320.01.0015,IRS23701108,2023-11-04,5000,5,18.1328,1,YERLİ,28.5667,Mal kabul,E,Kalite onaylı,3173.7653,30,2023,11,44
H00011,320.01.0016,IRS23701109,2023-11-08,500,0.5,27.7224,1,YERLİ,28.5667,İthalat dosyası,H,Kalite onaylı,485.2223,90,2023,11,45
D00005,320.01.0016,IRS23701110,2023-12-19,500,500,241.5804,1,YERLİ,29.1833,İthalat dosyası,H,,4139.0179,0,2023,12,51
D00012,320.01.0003,IRS23701111,2023-11-24,120,120,116.937,1,İTHAL,28.5667,Sevk irsaliyesi,H,Kalite onaylı,491.2167,0,2023,11,47
H00010,320.01.0003,IRS23701112,2023-12-19,1000,1,21.4456,1,İTHAL,29.1833,İthalat dosyası,H,,734.8586,45,2023,12,51
H00013,320.01.0021,IRS24701113,2024-01-28,250,250,78.1284,1,YERLİ,29.8,İthalat dosyası,E,,655.4396,30,2024,1,4
H00004,320.01.0002,IRS23701114,2023-11-09,250,0.25,55.5376,1,YERLİ,28.5667,Kısmi teslim,H,Şartlı kabul,486.0344,0,2023,11,45
H00002,320.01.0002,IRS23701115,2023-12-01,120,0.12,17.4424,1,YERLİ,29.1833,Numune kabul,E,,71.7221,60,2023,12,48
H00007,320.01.0010,IRS23701116,2023-11-16,10000,10,42.091,1,YERLİ,28.5667,Mal kabul,E,,14734.2885,0,2023,11,46
D00012,320.01.0010,IRS23701117,2023-11-27,1000,1000,117.2058,1,YERLİ,28.5667,Mal kabul,H,Şartlı kabul,4102.882,45,2023,11,48
D00002,320.01.0013,IRS23701118,2023-11-18,250,250,55.9513,1,YERLİ,28.5667,Kısmi teslim,H,Kalite onaylı,489.6549,30,2023,11,46
H00012,320.01.0028,IRS24701120,2024-01-23,250,250,24.6966,1,YERLİ,29.8,İthalat dosyası,H,Kalite onaylı,207.1862,45,2024,1,4
H00006,320.01.0028,IRS23701121,2023-11-03,1000,1,85.883,1,YERLİ,28.5667,Kısmi teslim,E,Kalite onaylı,3006.4026,90,2023,11,44
H00011,320.01.0003,IRS23701122,2023-11-04,2000,2,34.9118,1,İTHAL,28.5667,İthalat dosyası,H,,2444.2305,45,2023,11,44
H00006,320.01.0003,IRS23701123,2023-11-15,120,0.12,99.198,1,İTHAL,28.5667,Kısmi teslim,E,,416.7006,60,2023,11,46
H00012,320.01.0032,IRS23701124,2023-11-25,1000,1000,27.2268,1,YERLİ,28.5667,Kısmi teslim,E,Kalite onaylı,953.0957,60,2023,11,47
D00010,320.01.0032,IRS23701125,2023-11-11,2000,2000,155.6555,1,YERLİ,28.5667,Sevk irsaliyesi,H,Şartlı kabul,10897.6886,60,2023,11,45
H00014,320.01.0002,IRS23701126,2023-12-27,120,0.12,32.1199,1,YERLİ,29.1833,Sevk irsaliyesi,H,Kalite onaylı,132.0751,0,2023,12,52
D00005,320.01.0002,IRS24701127,2024-01-27,5000,5000,258.7552,1,YERLİ,29.8,Mal kabul,E,Kalite onaylı,43415.302,30,2024,1,4
D00005,320.01.0002,IRS23701128,2023-11-15,2000,2000,243.4131,1,YERLİ,28.5667,İthalat dosyası,E,Kalite onaylı,17041.7374,45,2023,11,46
H00003,320.01.0004,IRS23701129,2023-11-28,1000,1,59.7159,1,YERLİ,28.5667,Numune kabul,H,Kalite onaylı,2090.4025,90,2023,11,48
D00004,320.01.0004,IRS24701130,2024-02-03,120,120,59.1818,1,YERLİ,30.3167,Sevk irsaliyesi,H,Kalite onaylı,234.2543,30,2024,2,5
D00010,320.01.0007,IRS23701132,2023-11-22,2000,2000,173.3845,1,YERLİ,28.5667,Sevk irsaliyesi,H,Şartlı kabul,12138.924,90,2023,11,47
D00009,320.01.0002,IRS23701133,2023-11-23,500,500,228.8702,1,YERLİ,28.5667,Kısmi teslim,E,,4005.8915,0,2023,11,47
H00002,320.01.0002,IRS23701134,2023-12-06,500,0.5,18.6757,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,319.9724,60,2023,12,49
H00012,320.01.0007,IRS23701136,2023-11-12,10000,10000,26.6525,1,YERLİ,28.5667,İthalat dosyası,H,,9329.9191,45,2023,11,45
H00012,320.01.0007,IRS23701137,2023-11-15,250,250,24.9861,1,YERLİ,28.5667,Numune kabul,E,,218.6646,90,2023,11,46
D00006,320.01.0017,IRS23701138,2023-11-12,2000,2000,261.5181,1,YERLİ,28.5667,Sevk irsaliyesi,E,,18309.2972,60,2023,11,45
D00003,320.01.0034,IRS23701139,2023-11-21,2000,2000,225.4405,1,YERLİ,28.5667,Mal kabul,E,Kalite onaylı,15783.4472,45,2023,11,47
D00008,320.01.0007,IRS23701140,2023-11-18,10000,10000,262.6755,1,YERLİ,28.5667,Numune kabul,E,Şartlı kabul,91951.643,90,2023,11,46
D00001,320.01.0007,IRS24701141,2024-02-05,5000,5000,32.1627,1,YERLİ,30.3167,İthalat dosyası,E,Şartlı kabul,5304.4527,30,2024,2,6
H00008,320.01.0003,IRS23701142,2023-11-17,500,0.5,57.009,1,İTHAL,28.5667,Numune kabul,H,Kalite onaylı,997.8226,60,2023,11,46
H00005,320.01.0003,IRS24701143,2024-01-24,120,0.12,47.794,1,İTHAL,29.8,Kısmi teslim,H,Kalite onaylı,192.4591,0,2024,1,4
H00016,320.01.0003,IRS24701144,2024-01-29,500,500,64.5614,1,İTHAL,29.8,Kısmi teslim,H,Şartlı kabul,1083.245,30,2024,1,5
D00003,320.01.0001,IRS23701145,2023-11-18,1000,1000,245.0109,1,YERLİ,28.5667,Numune kabul,E,,8576.801,90,2023,11,46
H00004,320.01.0001,IRS23701146,2023-12-03,250,0.25,59.0168,1,YERLİ,29.1833,Sevk irsaliyesi,E,Şartlı kabul,505.57,90,2023,12,48
D00003,320.01.0003,IRS24701147,2024-02-03,120,120,233.9056,1,İTHAL,30.3167,Numune kabul,H,,925.8485,60,2024,2,5
D00005,320.01.0001,IRS23701148,2023-11-25,2000,2000,227.503,1,YERLİ,28.5667,İthalat dosyası,E,Kalite onaylı,15927.8461,0,2023,11,47
D00009,320.01.0001,IRS23701149,2023-12-24,2000,2000,191.6832,1,YERLİ,29.1833,Kısmi teslim,H,Kalite onaylı,13136.4993,90,2023,12,51
D00009,320.01.0001,IRS23701150,2023-11-23,120,120,186.9421,1,YERLİ,28.5667,Mal kabul,H,Şartlı kabul,785.2868,0,2023,11,47
D00008,320.01.0022,IRS23701151,2023-11-30,2000,2000,255.5598,1,YERLİ,28.5667,Numune kabul,E,Kalite onaylı,17892.1472,60,2023,11,48
H00014,320.01.0022,IRS24701152,2024-01-30,500,0.5,32.674,1,YERLİ,29.8,Numune kabul,E,Şartlı kabul,548.2215,90,2024,1,5
H00005,320.01.0022,IRS23701153,2023-12-26,500,0.5,42.5455,1,YERLİ,29.1833,Kısmi teslim,H,Şartlı kabul,728.9357,30,2023,12,52
H00010,320.01.0002,IRS23701154,2023-11-29,120,0.12,19.8373,1,YERLİ,28.5667,Sevk irsaliyesi,E,Kalite onaylı,83.3305,30,2023,11,48
D00004,320.01.0002,IRS23701155,2023-11-23,10000,10000,65.4427,1,YERLİ,28.5667,Sevk irsaliyesi,H,Kalite onaylı,22908.7364,45,2023,11,47
H00013,320.01.0024,IRS23701156,2023-11-15,500,500,90.8435,1,YERLİ,28.5667,Mal kabul,H,Şartlı kabul,1590.0244,90,2023,11,46
H00011,320.01.0002,IRS24701157,2024-02-10,120,0.12,28.4593,1,YERLİ,30.3167,Sevk irsaliyesi,E,Kalite onaylı,112.648,45,2024,2,6
D00001,320.01.0002,IRS23701158,2023-11-30,500,500,33.4455,1,YERLİ,28.5667,Mal kabul,E,Kalite onaylı,585.3931,60,2023,11,48
D00012,320.01.0037,IRS23701159,2023-11-14,500,500,107.7627,1,İTHAL,28.5667,Numune kabul,E,Kalite onaylı,1886.1594,60,2023,11,46
H00012,320.01.0006,IRS23701160,2023-12-29,2000,2000,29.5088,1,YERLİ,29.1833,Kısmi teslim,E,Şartlı kabul,2022.3073,45,2023,12,52
H00012,320.01.0006,IRS23701161,2023-12-30,250,250,24.6547,1,YERLİ,29.1833,Kısmi teslim,E,,211.2056,60,2023,12,52
