CARI_KOD,CARI_AD,ULKE_KODU,ULKEADI,GRUP_KODU,SEKTOR,RAPOR_KODU1,BOLGE,RAPOR_KODU2,SEKTOR2,RAPOR_KODU3,CARI_TEMSILCI,DEPARTMAN,CARI_TIPI,MUSTERI_YERI
120.01.0128,Orionis Oy,AE,BAE,MG2,Baharat,R1-3,Ortadoğu,R2-6,İhracatçı,R3-2,Deniz Y.,YURTDISI,MUSTERI,Bae
120.01.0129,Brightcan Trading B.V.,DK,DANİMARKA,MG2,Endüstriyel,R1-1,Avrupa,R2-6,Fason Üretici,R3-4,Deniz Y.,YURTDISI,MUSTERI,Dani̇marka
120.01.0130,Pınarbaşlı Kahve Gıda San. A.Ş.,TR,TÜRKİYE,MG1,Gıda,R1-8,Güneydoğu,R2-1,Marka Sahibi,R3-4,Bahar Ö.,YURTICI,MUSTERI,İstanbul
120.01.0131,Vantel Foods GmbH,PL,POLONYA,MG2,Boya-Kimya,R1-1,Avrupa,R2-4,Toptancı,R3-3,Deniz Y.,YURTDISI,MUSTERI,Polonya
120.01.0132,Yaylalı Konserve Koll. Şti.,TR,TÜRKİYE,MG1,Hediyelik,R1-9,Ege,R2-1,Fason Üretici,R3-4,Bahar Ö.,YURTICI,MUSTERI,Samsun
120.01.0133,Alaçatı Konserve Ltd. Şti.,TR,TÜRKİYE,MG1,Endüstriyel,R1-6,Marmara,R2-2,Zincir Market,R3-4,Selim K.,YURTICI,MUSTERI,Samsun
120.01.0134,Dörtyollu Baharat A.Ş.,TR,TÜRKİYE,MG1,Bal-Reçel,R1-7,Akdeniz,R2-2,İhracatçı,R3-3,Kaan M.,BASKILI,MUSTERI,Gaziantep
120.01.0135,Dörtyollu Gıda Gıda San. A.Ş.,TR,TÜRKİYE,MG1,Boya-Kimya,R1-9,İç Anadolu,R2-2,Marka Sahibi,R3-1,Selim K.,YURTICI,MUSTERI,Adana
120.01.0136,Rüzgarlı Şekerleme San. ve Tic. A.Ş.,TR,TÜRKİYE,MG1,Boya-Kimya,R1-3,Ege,R2-6,İhracatçı,R3-4,Selim K.,YURTICI,MUSTERI,Manisa
120.01.0137,Cevizli Şekerleme Koll. Şti.,TR,TÜRKİYE,MG1,Gıda,R1-9,Güneydoğu,R2-2,Zincir Market,R3-3,Cem A.,YURTICI,MUSTERI,Konya
120.01.0138,Bluewater A/S,SE,İSVEÇ,MG2,Bal-Reçel,R1-4,Avrupa,R2-2,İhracatçı,R3-4,Elif S.,YURTDISI,MUSTERI,İsveç
120.01.0139,Orhanlı Ambalaj Ltd. Şti.,TR,TÜRKİYE,MG1,Süt Ürünleri,R1-3,Karadeniz,R2-5,Zincir Market,R3-4,Bahar Ö.,YURTICI,MUSTERI,Gaziantep
120.01.0140,Solheim S.A.,GB,İNGİLTERE,MG2,Kozmetik,R1-9,Avrupa,R2-6,Zincir Market,R3-4,Deniz Y.,YURTDISI,MUSTERI,İngi̇ltere
320.01.0001,Jalezade Süt San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-4,Güneydoğu,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0002,Zeytinburcu Kahve San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-4,Marmara,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Kocaeli
320.01.0003,Nordwind S.A.,PL,POLONYA,TG1,Endüstriyel,R1-5,Avrupa,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Polonya
320.01.0004,Vişneli Zeytin Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-5,İç Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,İzmir
320.01.0005,Gökbayır Turşu Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-5,Güneydoğu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Konya
320.01.0006,Çınaraltı Zeytin Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-9,Ege,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Ordu
320.01.0007,Marmarist Bal Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Doğu Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Gaziantep
320.01.0008,Lodoslu Gıda Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Doğu Anadolu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Gaziantep
320.01.0009,Alaçatı Kozmetik A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,İç Anadolu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Gaziantep
320.01.0010,Kavaklıdere Endüstri San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-2,Ege,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,İzmir
320.01.0011,Akkavak Bisküvi San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Güneydoğu,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0012,Marmarist Zeytin Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Ege,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Trabzon
320.01.0013,Ovacıklı Makine Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-4,İç Anadolu,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Aydın
320.01.0014,Umutlu Tarım Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-7,İç Anadolu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Aydın
320.01.0015,Jalezade Bal Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,İç Anadolu,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Konya
320.01.0016,Sarıçam Reçel A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-3,Doğu Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0017,Gümüşdere Şekerleme Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Ege,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Konya
320.01.0018,Zümrütlü Boya Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-7,Ege,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,İstanbul
320.01.0019,Orhanlı Turşu San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Akdeniz,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Eskişehir
320.01.0020,Kartallı Ambalaj San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Marmara,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Adana
320.01.0021,Cumbalı Gıda Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Ege,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0022,Alaçatı Endüstri Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Ege,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Samsun
320.01.0023,Fjordholm S.A.,NL,HOLLANDA,TG1,Endüstriyel,R1-5,Avrupa,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Hollanda
320.01.0024,Hisarlı Tarım Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Akdeniz,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Trabzon
320.01.0025,Grünfeld Oy,IQ,IRAK,TG1,Endüstriyel,R1-4,Avrupa,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Irak
320.01.0026,Alaçatı Gıda Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-3,Akdeniz,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Balıkesir
320.01.0027,Gümüşdere Baharat Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-9,Marmara,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Denizli
320.01.0028,Cumbalı Kozmetik San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Marmara,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Antalya
320.01.0029,Erikçi Konserve Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Karadeniz,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Manisa
320.01.0030,Umutlu Tarım Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-9,Güneydoğu,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Bursa
320.01.0031,Pınarbaşlı Kimya A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Güneydoğu,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Ordu
320.01.0032,Gökbayır Süt Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-7,Güneydoğu,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Tekirdağ
320.01.0033,Dalyanlı Çay A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Akdeniz,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0034,Bahçelik Endüstri A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Marmara,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Denizli
320.01.0035,Nordtin Ltd.,FR,FRANSA,TG1,Endüstriyel,R1-9,Avrupa,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Fransa
320.01.0036,Şafaklı Ambalaj San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,İç Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Ordu
320.01.0037,Fjordholm Foods GmbH,PL,POLONYA,TG1,Endüstriyel,R1-6,Avrupa,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Polonya
320.01.0038,Bozkırlı Gıda Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Doğu Anadolu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0039,Halkalıtaş Çay A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-5,Güneydoğu,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Denizli
320.01.0040,Gümüşdere Kimya Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-5,Doğu Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Balıkesir
320.01.0041,Stellamar Foods GmbH,SE,İSVEÇ,TG1,Endüstriyel,R1-8,Avrupa,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,İsveç
320.01.0042,Pınarbaşlı Turşu San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-2,Karadeniz,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Samsun
320.01.0043,Stellamar Ltd.,PL,POLONYA,TG1,Endüstriyel,R1-3,Avrupa,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Polonya
320.01.0044,Umutlu Endüstri San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-8,Güneydoğu,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Samsun
320.01.0045,Sakarcan Kozmetik Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-7,Akdeniz,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Ankara
320.01.0046,Irmakkent Kimya Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-1,Doğu Anadolu,R2-1,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Kocaeli
320.01.0047,Ardıçlı Bisküvi San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-2,İç Anadolu,R2-6,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Bursa
320.01.0048,Sarıçam Kozmetik Gıda San. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-2,Ege,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Tekirdağ
320.01.0049,Cumbalı Gıda San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Karadeniz,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Manisa
320.01.0050,Pınarbaşlı Makine Koll. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-9,Marmara,R2-2,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,İzmir
320.01.0051,Toprakçı Makine San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-4,Doğu Anadolu,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Konya
320.01.0052,Gümüşdere Kahve San. Tic. Ltd. Şti.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Karadeniz,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Ankara
320.01.0053,Aurelia Foods GmbH,DK,DANİMARKA,TG1,Endüstriyel,R1-1,Avrupa,R2-3,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Dani̇marka
320.01.0054,İncirli Şekerleme San. ve Tic. A.Ş.,TR,TÜRKİYE,TG1,Endüstriyel,R1-6,Akdeniz,R2-5,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Mersin
320.01.0055,Larkspur Oy,DK,DANİMARKA,TG1,Endüstriyel,R1-7,Avrupa,R2-4,Tedarikçi,R3-1,Satın Alma,SATINALMA,TEDARIKCI,Dani̇marka
