TAKIPNO,ISEMRINO,STOK_KODU,SIPARIS_NO,SIPKONT,REFISEMRINO,TESLIM_TARIHI,KAPATILDI,OPKODU,MAKINE_ID,MAKINE_KODU,VERIMLILIK,VERIMTAKIP,ISTKODU,ISTISIM,STHAR_CARIKOD,MAMUL,STOK_ADI,KOD_1,KOD_4,PARCA,KALIP,YIL,HAFTA,URETIM,FIRE,GERC_ARIZA,GERC_HATBOS,GERC_ISLEM,GERC_HAZIRLIK,TEO_ISLEM,TEO_HAZIRLIK_TAKIPSIZ,TEO_HAZIRLIK_TAKIPLI,DURUM_ADI,FIREORANI_MINFIRE,FIREORANI_URETIM
901755,IE25901755,M00088,SIP25004997,3,RF901755,2025-12-10,E,OP02,31,MTB-02,0.8246,H,MTB,MATBAA,120.01.0006,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,120-105,2025,47,11962,250,0,12.2,59.1,77.8,59.4,62.2,73.9,TAMAMLANDI,0.02,0.0205
901756,IE25901756,M00088,SIP25004997,3,RF901756,2025-11-23,E,OP03,43,MNT-11,0.5967,E,MNT,MONTAJ,120.01.0006,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 120-105 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,120-105,2025,47,12438,94,67.2,0,178.3,128,181.8,102.4,121.6,TAMAMLANDI,0.0051,0.0075
901757,IE26901757,M00006,STKB26000465,1,RF901757,2026-08-08,E,OP01,24,KSM-01,0.854,H,KSM,KESIM,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,29,296,4,64.7,11.2,1,42.2,0.9,33.8,40.1,TAMAMLANDI,0.0112,0.0114
901758,IE26901758,M00006,STKB26000465,1,RF901758,2026-08-13,E,OP02,31,MTB-02,0.7679,H,MTB,MATBAA,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,29,289,1,42,8.1,1,134.2,0.9,107.4,127.5,TAMAMLANDI,0.0026,0.004
901759,IE26901759,M00006,STKB26000465,1,RF901759,2026-08-24,O,OP03,18,PRS-18,0.9667,E,PRS,PRES,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,29,296,8,0,13.5,1,66.8,0.9,53.4,63.5,TAMAMLANDI,0.0222,0.0245
901760,IE26901760,M00006,STKB26000465,1,RF901760,2026-07-22,H,OP04,44,MNT-12,0.8548,E,MNT,MONTAJ,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,30,286,2,25.6,0,1.2,55.3,0.9,44.2,52.5,TAMAMLANDI,0.0044,0.007
901761,IE25901761,M00027,SIP25005156,1,RF901761,2025-12-01,E,OP01,24,KSM-01,0.8847,H,KSM,KESIM,120.01.0021,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2025,48,4853,109,36.3,0,53.3,124.3,50.6,99.4,118.1,TAMAMLANDI,0.0149,0.0219
901762,IE25901762,M00027,SIP25005156,1,RF901762,2025-12-03,E,OP02,14,PRS-14,0.6582,E,PRS,PRES,120.01.0021,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2025,48,4984,43,58.7,0,29.3,60.6,23.6,48.5,57.6,TAMAMLANDI,0.0056,0.0087
901763,IE25901763,M00027,SIP25005156,1,RF901763,2025-12-12,E,OP03,44,MNT-12,0.6214,E,MNT,MONTAJ,120.01.0021,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2025,48,4888,18,4.1,8.7,20.8,37.3,18.1,29.8,35.4,TAMAMLANDI,0.0029,0.0036
901764,IE25901764,M00217,SIP25004384,1,RF901764,2025-09-20,E,OP01,27,KSM-04,1.1094,H,KSM,KESIM,120.01.0001,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,SK04,B2,3 Parça,145-095,2025,33,955,27,82.5,18,3.5,122.6,3.3,98.1,116.5,TAMAMLANDI,0.0167,0.0268
901765,IE25901765,M00217,SIP25004384,1,RF901765,2025-08-20,E,OP02,46,DJT-02,0.6773,H,DJT,DIJITAL,120.01.0001,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,SK04,B2,3 Parça,145-095,2025,33,991,23,53.8,0,3.2,25.1,3,20.1,23.8,TAMAMLANDI,0.0193,0.0226
901766,IE25901766,M00217,SIP25004384,1,RF901766,2025-09-05,E,OP03,15,PRS-15,0.5767,E,PRS,PRES,120.01.0001,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,SK04,B2,3 Parça,145-095,2025,33,948,29,52.7,2.8,6.4,138.1,5,110.5,131.2,TAMAMLANDI,0.0211,0.0293
901767,IE25901767,M00217,SIP25004384,1,RF901767,2025-08-28,O,OP04,33,MNT-01,0.9084,E,MNT,MONTAJ,120.01.0001,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,DIKDORTGEN KUTU 145-095 VERNIKLI 3 PARÇA,SK04,B2,3 Parça,145-095,2025,33,928,40,49,9.3,3.8,39.7,3.3,31.8,37.7,TAMAMLANDI,0.0295,0.0418
901768,IE25901768,M00218,SIP25004265,1,RF901768,2025-07-22,E,OP01,24,KSM-01,0.5751,H,KSM,KESIM,120.01.0012,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,SK03,B3,3 Parça,225-165,2025,28,579,22,53.8,12.9,7.6,76.5,6.3,61.2,72.7,TAMAMLANDI,0.0364,0.0365
901769,IE25901769,M00218,SIP25004265,1,RF901769,2025-07-25,E,OP02,9,PRS-09,1.083,E,PRS,PRES,120.01.0012,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,SK03,B3,3 Parça,225-165,2025,29,611,17,4.9,21.7,2.2,71.5,2.2,57.2,67.9,TAMAMLANDI,0.0176,0.0273
901770,IE25901770,M00218,SIP25004265,1,RF901770,2025-08-22,H,OP03,35,MNT-03,0.9479,E,MNT,MONTAJ,120.01.0012,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,KARE KUTU 225-165 HAM TENEKE 3 PARÇA,SK03,B3,3 Parça,225-165,2025,29,600,7,52.9,7.9,3.1,62.3,2.5,49.8,59.2,TAMAMLANDI,0.0107,0.0121
901771,IE25901771,M00002,SIP25004532,3,RF901771,2025-08-25,E,OP01,29,KSM-06,0.8885,H,KSM,KESIM,120.01.0015,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,33,19840,195,8.4,17.7,64.8,110.9,52.3,88.7,105.4,TAMAMLANDI,0.0092,0.0097
901772,IE25901772,M00002,SIP25004532,3,RF901772,2025-08-21,H,OP02,2,PRS-02,0.553,E,PRS,PRES,120.01.0015,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,33,20136,543,5.4,8.6,256.1,87.5,224.9,70,83.1,TAMAMLANDI,0.0167,0.0262
901773,IE25901773,M00002,SIP25004532,3,RF901773,2025-09-20,E,OP03,38,MNT-06,0.6492,E,MNT,MONTAJ,120.01.0015,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,33,20988,42,63.5,21.7,85.3,49.5,67.3,39.6,47,TAMAMLANDI,0.0017,0.002
901774,IE26901774,M00003,SIP26006283,1,RF901774,2026-06-25,E,OP01,28,KSM-05,0.9866,H,KSM,KESIM,120.01.0014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,23,962,28,23,8.5,16.8,20.5,17.1,16.4,19.5,TAMAMLANDI,0.0198,0.0292
901775,IE26901775,M00003,SIP26006283,1,RF901775,2026-06-24,E,OP02,30,MTB-01,0.5598,H,MTB,MATBAA,120.01.0014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,23,974,9,1.7,33.6,6.4,74.6,5.8,59.7,70.9,TAMAMLANDI,0.006,0.0091
901776,IE26901776,M00003,SIP26006283,1,RF901776,2026-06-13,E,OP03,40,MNT-08,1.0037,E,MNT,MONTAJ,120.01.0014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,23,949,26,39.2,0,4.4,64.7,4.1,51.8,61.5,TAMAMLANDI,0.023,0.0267
901777,IE26901777,M00003,SIP26006847,1,RF901777,2026-09-02,E,OP01,25,KSM-02,1.0115,H,KSM,KESIM,120.01.0038,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,31,1402,46,18.7,0,8,137.6,7.3,110.1,130.7,TAMAMLANDI,0.0202,0.032
901778,IE26901778,M00003,SIP26006847,1,RF901778,2026-08-11,E,OP02,10,PRS-10,0.8912,E,PRS,PRES,120.01.0038,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,31,1503,19,40.3,0,4.9,108.7,4,87,103.3,TAMAMLANDI,0.008,0.013
901779,IE26901779,M00003,SIP26006847,1,RF901779,2026-08-21,E,OP03,40,MNT-08,0.9089,E,MNT,MONTAJ,120.01.0038,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,31,1432,29,38.7,14.8,6.5,138.8,6.3,111,131.9,TAMAMLANDI,0.0175,0.0199
901780,IE26901780,M00007,STK26000878,1,RF901780,2026-04-27,E,OP01,27,KSM-04,0.9654,H,KSM,KESIM,120.01.0005,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,15,282,11,43.9,1.8,1.2,144.9,1.1,115.9,137.7,TAMAMLANDI,0.0221,0.0347
901781,IE26901781,M00007,STK26000878,1,RF901781,2026-04-23,E,OP02,20,PRS-20,0.9664,E,PRS,PRES,120.01.0005,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,15,295,4,29.7,0,5.3,83.4,4.4,66.7,79.2,TAMAMLANDI,0.0137,0.0137
901782,IE26901782,M00007,STK26000878,1,RF901782,2026-05-07,E,OP03,44,MNT-12,0.6643,E,MNT,MONTAJ,120.01.0005,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,15,298,5,34.2,1.8,3,100.5,2.3,80.4,95.5,TAMAMLANDI,0.0095,0.0156
901783,IE25901783,M00001,SIP25004537,2,RF901783,2025-10-07,H,OP01,29,KSM-06,0.7614,H,KSM,KESIM,120.01.0013,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,37,3042,108,99.3,20.1,23.4,105.9,20.9,84.7,100.6,TAMAMLANDI,0.0246,0.0343
901784,IE25901784,M00001,SIP25004537,2,RF901784,2025-10-11,H,OP02,9,PRS-09,0.8578,E,PRS,PRES,120.01.0013,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,37,3098,58,0,9.8,19.1,60.3,15.4,48.2,57.3,TAMAMLANDI,0.0124,0.0185
901785,IE25901785,M00001,SIP25004537,2,RF901785,2025-10-03,E,OP03,48,MNT-14,0.9247,E,MNT,MONTAJ,120.01.0013,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,38,3053,108,48.5,18.4,12.6,56.7,10.2,45.4,53.9,TAMAMLANDI,0.0325,0.0343
901786,IE26901786,M00043,SIP26005892,1,RF901786,2026-05-02,E,OP01,24,KSM-01,0.6775,H,KSM,KESIM,120.01.0039,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,15,73,1,61.7,13.5,0.2,36.8,0.2,29.4,35,TAMAMLANDI,0.0071,0.0115
901787,IE26901787,M00043,SIP26005892,1,RF901787,2026-04-20,E,OP02,32,MTB-03,0.733,H,MTB,MATBAA,120.01.0039,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,15,74,2,0,0,0.3,63.2,0.3,50.6,60,TAMAMLANDI,0.0247,0.0285
901788,IE26901788,M00043,SIP26005892,1,RF901788,2026-05-06,E,OP03,15,PRS-15,0.7928,E,PRS,PRES,120.01.0039,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,15,71,2,0,7.5,0.2,119.6,0.2,95.7,113.6,TAMAMLANDI,0.0178,0.0263
901789,IE26901789,M00043,SIP26005892,1,RF901789,2026-05-08,E,OP04,38,MNT-06,0.7371,E,MNT,MONTAJ,120.01.0039,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,YUVARLAK KUTU 210-080 VERNIKLI 2 PARÇA,SK01,B2,2 Parça,210-080,2026,15,74,0,42.1,6.9,0.7,104,0.7,83.2,98.8,TAMAMLANDI,0.0092,0.0094
901790,IE26901790,M00046,SIP26005668,4,RF901790,2026-03-18,E,OP01,25,KSM-02,0.7643,H,KSM,KESIM,120.01.0004,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,8,2820,107,41.7,2.8,17.6,107.7,14.5,86.2,102.3,TAMAMLANDI,0.0231,0.0365
901791,IE26901791,M00046,SIP26005668,4,RF901791,2026-03-15,E,OP02,20,PRS-20,0.6993,E,PRS,PRES,120.01.0004,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,9,2902,31,23.9,11.4,22.3,83.3,20.9,66.6,79.1,TAMAMLANDI,0.0069,0.0106
901792,IE26901792,M00046,SIP26005668,4,RF901792,2026-03-31,E,OP03,38,MNT-06,0.8929,E,MNT,MONTAJ,120.01.0004,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,9,2899,75,19.2,12.8,13.2,113.7,12,91,108,TAMAMLANDI,0.0202,0.0253
901793,IE26901793,M00054,SIP26006020,2,RF901793,2026-05-12,E,OP01,27,KSM-04,0.9967,H,KSM,KESIM,120.01.0018,TEPSI 325-125 HAM TENEKE 2 PARÇA,TEPSI 325-125 HAM TENEKE 2 PARÇA,SK11,B3,2 Parça,325-125,2026,16,1486,2,40.3,0,6,144.4,4.9,115.5,137.2,TAMAMLANDI,0.0009,0.0012
901794,IE26901794,M00054,SIP26006020,2,RF901794,2026-04-23,H,OP02,4,PRS-04,0.5732,E,PRS,PRES,120.01.0018,TEPSI 325-125 HAM TENEKE 2 PARÇA,TEPSI 325-125 HAM TENEKE 2 PARÇA,SK11,B3,2 Parça,325-125,2026,16,1443,57,32.6,15.6,12.5,62.8,10.5,50.2,59.7,TAMAMLANDI,0.0266,0.0378
901795,IE26901795,M00054,SIP26006020,2,RF901795,2026-05-23,E,OP03,35,MNT-03,0.5683,E,MNT,MONTAJ,120.01.0018,TEPSI 325-125 HAM TENEKE 2 PARÇA,TEPSI 325-125 HAM TENEKE 2 PARÇA,SK11,B3,2 Parça,325-125,2026,16,1493,27,23.8,0,20,125.3,16.8,100.2,119,TAMAMLANDI,0.0175,0.0179
901796,IE26901796,M00010,SIP26006287,1,RF901796,2026-06-15,H,OP01,28,KSM-05,1.1178,H,KSM,KESIM,120.01.0004,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,22,1207,40,30.4,16.7,4.1,82.3,3.4,65.8,78.2,TAMAMLANDI,0.031,0.032
901797,IE26901797,M00010,SIP26006287,1,RF901797,2026-07-08,E,OP02,32,MTB-03,0.8305,H,MTB,MATBAA,120.01.0004,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,22,1199,31,0,0.8,5.2,85.9,4.2,68.7,81.6,TAMAMLANDI,0.0168,0.0248
901798,IE26901798,M00010,SIP26006287,1,RF901798,2026-07-06,E,OP03,43,MNT-11,0.9327,E,MNT,MONTAJ,120.01.0004,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,23,1255,16,28.3,20.8,8.2,114.2,7.8,91.4,108.5,TAMAMLANDI,0.0115,0.0126
901799,IE26901799,M00003,SIP26006590,2,RF901799,2026-08-13,E,OP01,28,KSM-05,0.7974,H,KSM,KESIM,120.01.0010,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,28,372,1,0,34.4,3.2,140.3,3.2,112.2,133.3,TAMAMLANDI,0.0031,0.0035
901800,IE26901800,M00003,SIP26006590,2,RF901800,2026-07-22,E,OP02,46,DJT-02,0.8377,H,DJT,DIJITAL,120.01.0010,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,28,361,7,21.8,0,3.7,51.4,3.7,41.1,48.8,TAMAMLANDI,0.0153,0.0195
901801,IE26901801,M00003,SIP26006590,2,RF901801,2026-08-04,E,OP03,2,PRS-02,0.9564,E,PRS,PRES,120.01.0010,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,28,357,12,0,3.8,1.7,141.1,1.7,112.9,134,TAMAMLANDI,0.0283,0.0341
901802,IE26901802,M00003,SIP26006590,2,RF901802,2026-08-07,E,OP04,39,MNT-07,0.9922,E,MNT,MONTAJ,120.01.0010,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,28,360,7,45.3,0,5.8,99.5,4.7,79.6,94.5,TAMAMLANDI,0.0168,0.0185
901803,IE26901803,M00009,SIP26006031,2,RF901803,2026-05-24,E,OP01,28,KSM-05,0.7272,H,KSM,KESIM,120.01.0051,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2026,18,145,3,5.1,0,0.6,118.9,0.6,95.1,113,TAMAMLANDI,0.0087,0.0145
901804,IE26901804,M00009,SIP26006031,2,RF901804,2026-05-12,E,OP02,45,DJT-01,0.7503,H,DJT,DIJITAL,120.01.0051,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2026,18,149,3,67.9,5.9,0.5,65.7,0.4,52.6,62.4,TAMAMLANDI,0.0139,0.0175
901805,IE26901805,M00009,SIP26006031,2,RF901805,2026-05-17,E,OP03,5,PRS-05,0.6076,E,PRS,PRES,120.01.0051,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2026,19,144,7,58.8,3.7,1.7,48.1,1.5,38.5,45.7,TAMAMLANDI,0.0406,0.0443
901806,IE26901806,M00009,SIP26006031,2,RF901806,2026-06-01,E,OP04,38,MNT-06,0.6832,E,MNT,MONTAJ,120.01.0051,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2026,19,141,3,105.6,31,1.7,123.9,1.7,99.1,117.7,TAMAMLANDI,0.0181,0.0232
901807,IE26901807,M00005,SIP26006158,1,RF901807,2026-05-14,E,OP01,25,KSM-02,0.6992,H,KSM,KESIM,120.01.0010,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,1490,21,0,1.3,8.6,55.1,7.5,44.1,52.3,TAMAMLANDI,0.0112,0.014
901808,IE26901808,M00005,SIP26006158,1,RF901808,2026-05-13,E,OP02,30,MTB-01,0.6445,H,MTB,MATBAA,120.01.0010,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,1479,12,0,10.4,16.4,90.3,15.3,72.2,85.8,TAMAMLANDI,0.0071,0.0083
901809,IE26901809,M00005,SIP26006158,1,RF901809,2026-05-06,E,OP03,44,MNT-12,0.6637,E,MNT,MONTAJ,120.01.0010,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,1432,25,2.8,6.4,5.1,141.1,5.1,112.9,134,TAMAMLANDI,0.0161,0.0171
901817,IE26901817,M00004,SIP26005870,1,RF901817,2026-04-21,E,OP01,28,KSM-05,0.8007,H,KSM,KESIM,120.01.0028,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,12,1479,39,20.4,13.7,10.4,131.5,8.2,105.2,124.9,TAMAMLANDI,0.0245,0.0254
901818,IE26901818,M00004,SIP26005870,1,RF901818,2026-04-04,E,OP02,32,MTB-03,0.9011,H,MTB,MATBAA,120.01.0028,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,12,1472,0,0,14.1,4.7,97.2,3.5,77.8,92.3,TAMAMLANDI,0.0004,0.0005
901819,IE26901819,M00004,SIP26005870,1,RF901819,2026-03-28,E,OP03,40,MNT-08,0.7072,E,MNT,MONTAJ,120.01.0028,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2026,12,1481,2,5.5,0,10,118.6,7.8,94.9,112.7,TAMAMLANDI,0.0009,0.0014
901820,IE26901820,M00005,SIP26006639,4,RF901820,2026-07-28,O,OP01,29,KSM-06,1.0244,H,KSM,KESIM,120.01.0032,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,28,5957,64,71.8,0,26.2,55.1,27.2,44.1,52.3,TAMAMLANDI,0.0098,0.0108
901821,IE26901821,M00005,SIP26006639,4,RF901821,2026-07-27,E,OP02,32,MTB-03,0.9537,H,MTB,MATBAA,120.01.0032,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,28,6044,12,86,3.6,44.6,101.2,43.1,81,96.1,TAMAMLANDI,0.0018,0.0021
901822,IE26901822,M00005,SIP26006639,4,RF901822,2026-07-14,E,OP03,33,MNT-01,0.8759,E,MNT,MONTAJ,120.01.0032,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,28,5663,180,64,17.8,44.5,121.4,42.9,97.1,115.3,TAMAMLANDI,0.0295,0.0308
901823,IE26901823,M00010,SIP25005340,2,RF901823,2026-02-08,E,OP01,27,KSM-04,1.0775,H,KSM,KESIM,120.01.0062,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,2,2998,14,54.6,16.2,21.1,116.6,19.6,93.3,110.8,TAMAMLANDI,0.0044,0.0046
901824,IE26901824,M00010,SIP25005340,2,RF901824,2026-02-04,E,OP02,31,MTB-02,0.7705,H,MTB,MATBAA,120.01.0062,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,2,3025,11,77.7,16.1,17.8,108.4,14.1,86.7,103,TAMAMLANDI,0.0036,0.0036
901825,IE26901825,M00010,SIP25005340,2,RF901825,2026-02-05,E,OP03,8,PRS-08,0.78,E,PRS,PRES,120.01.0062,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,2,3117,58,48.3,30.9,11.6,47.1,11.1,37.7,44.7,TAMAMLANDI,0.0152,0.0182
901826,IE26901826,M00010,SIP25005340,2,RF901826,2026-01-23,E,OP04,42,MNT-10,0.705,E,MNT,MONTAJ,120.01.0062,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,SK01,B4,3 Parça,255-205,2026,2,3074,41,3,32.8,10.6,82.6,8.5,66.1,78.5,TAMAMLANDI,0.0087,0.013
901827,IE25901827,M00002,SIP25004744,3,RF901827,2025-11-04,E,OP01,24,KSM-01,0.7784,H,KSM,KESIM,120.01.0008,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,2958,117,13.2,19.7,12.6,90.3,11.9,72.2,85.8,TAMAMLANDI,0.0263,0.0379
