ID,YIL,HAFTA,GRUP,TOPLAM
902246,2025,49,KESIM,433.2
902247,2025,49,PRES,556.7
902248,2025,50,MONTAJ,514.8
902249,2026,11,KESIM,319.2
902250,2026,11,MATBAA,131.4
902251,2026,11,MONTAJ,611.3
902252,2026,17,KESIM,531.3
902253,2026,18,MATBAA,301.3
902254,2026,18,MONTAJ,136.2
902255,2025,48,KESIM,468.7
902256,2025,48,MATBAA,330
902257,2025,48,PRES,558.5
902258,2025,48,MONTAJ,254.9
902259,2026,5,KESIM,610.7
902260,2026,5,MATBAA,524.3
902261,2026,5,MONTAJ,542.5
902262,2026,25,KESIM,517.1
902263,2026,25,DIJITAL,217
902264,2026,25,PRES,618.8
902265,2026,25,MONTAJ,435.4
902266,2025,40,KESIM,190.2
902267,2025,40,DIJITAL,331.9
902268,2025,41,PRES,436.8
902269,2025,41,MONTAJ,270.5
902270,2026,21,KESIM,374.7
902271,2026,21,PRES,554.5
902272,2026,21,MONTAJ,298.2
902273,2026,13,KESIM,199.7
902274,2026,13,MATBAA,387.1
902275,2026,13,PRES,299.1
902276,2026,13,MONTAJ,142.7
902277,2026,20,KESIM,186.7
902278,2026,20,MATBAA,214
902279,2026,20,MONTAJ,454.7
902280,2026,4,KESIM,152.9
902281,2026,4,MATBAA,464.5
902282,2026,4,MONTAJ,304.4
902283,2025,29,KESIM,519.7
902284,2025,30,MATBAA,227.6
902285,2025,30,PRES,191.7
902286,2025,30,MONTAJ,615.8
902287,2025,28,KESIM,202.8
902288,2025,28,MATBAA,351
902289,2025,28,PRES,477.4
902290,2025,28,MONTAJ,243.1
902291,2026,6,KESIM,465.4
902292,2026,6,PRES,489
902293,2026,6,MONTAJ,471.7
902294,2025,47,KESIM,390.8
902295,2025,47,MATBAA,289.6
902296,2025,47,PRES,427.8
902297,2025,47,MONTAJ,308.2
902298,2026,5,KESIM,341.5
902299,2026,5,MATBAA,423.1
902300,2026,5,PRES,349.3
902301,2026,5,MONTAJ,186.2
902302,2026,7,KESIM,240.8
902303,2026,7,DIJITAL,589.8
902304,2026,7,PRES,120.8
902305,2026,8,MONTAJ,602.1
902306,2026,2,KESIM,333.3
902307,2026,2,MATBAA,434.4
902308,2026,3,MONTAJ,192.9
902309,2026,26,KESIM,229.1
902310,2026,26,MATBAA,122.5
902311,2026,26,PRES,351.7
902312,2026,26,MONTAJ,299
902313,2026,12,KESIM,535.9
902314,2026,12,PRES,579.1
902315,2026,12,MONTAJ,433
902316,2025,31,KESIM,242.3
902317,2025,32,MATBAA,510.9
902318,2025,32,MONTAJ,402
902319,2026,27,KESIM,287.7
902320,2026,27,MATBAA,513.7
902321,2026,28,MONTAJ,349.8
902322,2025,39,KESIM,332.7
902323,2025,39,MATBAA,478.3
902324,2025,39,PRES,593.1
902325,2025,39,MONTAJ,346.5
902326,2026,15,KESIM,218.7
902327,2026,15,DIJITAL,390.1
902328,2026,15,PRES,148.9
902329,2026,15,MONTAJ,287.3
902330,2026,5,KESIM,417.4
902331,2026,5,DIJITAL,312.9
902332,2026,5,PRES,413.2
902333,2026,5,MONTAJ,518.8
902334,2026,23,KESIM,181.3
902335,2026,23,MATBAA,231.6
902336,2026,23,PRES,537.2
902337,2026,24,MONTAJ,350.2
902338,2026,6,KESIM,320.1
902339,2026,6,MATBAA,519.7
902340,2026,7,MONTAJ,592.9
902341,2025,29,KESIM,383.1
902342,2025,29,PRES,275.6
902343,2025,29,MONTAJ,440.6
902344,2026,10,KESIM,444.8
902345,2026,10,MATBAA,561.8
902346,2026,10,PRES,238.8
902347,2026,10,MONTAJ,495.2
902348,2025,43,KESIM,526.8
902349,2025,43,DIJITAL,336.4
902350,2025,43,PRES,332.4
902351,2025,43,MONTAJ,185
902352,2025,30,KESIM,512.3
902353,2025,30,DIJITAL,260
902354,2025,30,PRES,360.5
902355,2025,30,MONTAJ,427.2
902356,2026,17,KESIM,350.5
902357,2026,17,DIJITAL,618.3
902358,2026,17,PRES,576.5
902359,2026,17,MONTAJ,562.6
902360,2026,29,KESIM,614
902361,2026,29,PRES,425.1
902362,2026,29,MONTAJ,519.1
902363,2026,27,KESIM,167.6
902364,2026,28,PRES,530.6
902365,2026,28,MONTAJ,574.5
902366,2025,39,KESIM,208.8
902367,2025,39,MATBAA,529.1
902368,2025,39,PRES,474.7
902369,2025,40,MONTAJ,235.6
902370,2025,33,KESIM,247.4
902371,2025,33,MATBAA,132.6
902372,2025,33,MONTAJ,591.8
902373,2025,48,KESIM,432.7
902374,2025,48,PRES,354.7
902375,2025,48,MONTAJ,162.7
902376,2026,5,KESIM,251.4
902377,2026,5,PRES,531.1
902378,2026,5,MONTAJ,586.6
902379,2025,47,KESIM,497.4
902380,2025,47,PRES,272.8
902381,2025,47,MONTAJ,166.8
902382,2025,49,KESIM,353.3
902383,2025,49,MATBAA,177.5
902384,2025,49,PRES,593
902385,2025,49,MONTAJ,586.9
902386,2026,29,KESIM,546.4
902387,2026,29,DIJITAL,203.8
902388,2026,29,PRES,344.1
902389,2026,29,MONTAJ,604.2
902390,2025,47,KESIM,224.6
902391,2025,47,PRES,321.8
902392,2025,48,MONTAJ,199.5
902393,2025,26,KESIM,146
902394,2025,26,DIJITAL,531.2
902395,2025,26,PRES,289.3
902396,2025,26,MONTAJ,399.4
902397,2025,29,KESIM,336.3
902398,2025,29,MATBAA,441.5
902399,2025,29,PRES,419.9
902400,2025,30,MONTAJ,361.6
902401,2025,47,KESIM,521.2
902402,2025,47,MATBAA,375.2
902403,2025,47,PRES,527.9
902404,2025,47,MONTAJ,175.7
902405,2025,52,KESIM,337.3
902406,2025,52,DIJITAL,418.9
902407,2025,52,PRES,290.2
902408,2025,52,MONTAJ,480.7
902409,2026,27,KESIM,628.1
902410,2026,28,MATBAA,352.7
902411,2026,28,MONTAJ,287.3
902412,2026,15,KESIM,636.4
902413,2026,15,DIJITAL,346.2
902414,2026,16,PRES,502.1
902415,2026,16,MONTAJ,490.6
902416,2026,27,KESIM,338
902417,2026,27,MATBAA,507.6
902418,2026,27,PRES,173.1
902419,2026,28,MONTAJ,408.9
902420,2025,50,KESIM,239.3
902421,2025,50,PRES,486.5
902422,2025,50,MONTAJ,159.2
902423,2025,41,KESIM,574.3
902424,2025,41,DIJITAL,392.7
902425,2025,41,PRES,464.9
902426,2025,41,MONTAJ,574.2
902427,2026,21,KESIM,345.1
902428,2026,21,PRES,547.8
902429,2026,21,MONTAJ,467
902430,2025,27,KESIM,354.7
902431,2025,27,MATBAA,216.4
902432,2025,27,MONTAJ,244
902433,2025,40,KESIM,327.9
902434,2025,40,MATBAA,489.9
902435,2025,40,PRES,305.1
902436,2025,40,MONTAJ,439.6
902437,2025,35,KESIM,300.7
902438,2025,35,PRES,481.2
902439,2025,35,MONTAJ,534.5
902440,2025,44,KESIM,534
902441,2025,44,DIJITAL,278.5
902442,2025,44,PRES,217.3
902443,2025,44,MONTAJ,199.7
902444,2025,47,KESIM,539.7
902445,2025,47,DIJITAL,622.1
902446,2025,47,PRES,338.4
902447,2025,47,MONTAJ,612.4
902448,2026,22,KESIM,430.8
902449,2026,22,MATBAA,260.3
902450,2026,22,PRES,261.6
902451,2026,22,MONTAJ,132
902452,2025,35,KESIM,157.4
902453,2025,35,PRES,502.1
902454,2025,36,MONTAJ,549.1
902455,2025,46,KESIM,223.8
902456,2025,46,PRES,229.8
902457,2025,46,MONTAJ,233.9
902458,2026,23,KESIM,535.1
902459,2026,23,MATBAA,480
902460,2026,23,PRES,198.3
902461,2026,24,MONTAJ,382.2
902462,2025,28,KESIM,460.5
902463,2025,28,MATBAA,435.5
902464,2025,28,PRES,269.6
902465,2025,28,MONTAJ,336
902466,2025,50,KESIM,221.3
902467,2025,51,PRES,456.4
902468,2025,51,MONTAJ,185.8
902469,2025,39,KESIM,242.8
902470,2025,39,MATBAA,382.5
902471,2025,39,PRES,571.3
902472,2025,39,MONTAJ,336.2
902473,2025,36,KESIM,420.7
902474,2025,36,DIJITAL,132.1
902475,2025,37,PRES,638.2
902476,2025,37,MONTAJ,231.2
902477,2026,9,KESIM,208.6
902478,2026,9,MATBAA,418.6
902479,2026,9,PRES,584.5
902480,2026,9,MONTAJ,200.4
902481,2025,37,KESIM,573.6
902482,2025,37,DIJITAL,268.6
902483,2025,37,PRES,128.4
902484,2025,38,MONTAJ,612.4
902485,2026,15,KESIM,636
902486,2026,16,DIJITAL,173.3
902487,2026,16,PRES,188.4
902488,2026,16,MONTAJ,150.7
902489,2026,3,KESIM,588.8
902490,2026,3,PRES,423.7
902491,2026,4,MONTAJ,573.2
902492,2025,41,KESIM,136.2
902493,2025,41,DIJITAL,598.2
902494,2025,42,PRES,408.5
902495,2025,42,MONTAJ,298.5
902500,2025,52,KESIM,563.4
902501,2025,52,DIJITAL,589.2
902502,2025,52,PRES,493.3
902503,2025,52,MONTAJ,296.6
902504,2025,49,KESIM,150.3
902505,2025,49,PRES,454
902506,2025,49,MONTAJ,222.3
902507,2025,48,KESIM,479.4
902508,2025,48,PRES,605.6
902509,2025,48,MONTAJ,476.2
902510,2025,44,KESIM,429.5
902511,2025,44,PRES,354.8
902512,2025,45,MONTAJ,322.9
902513,2025,51,KESIM,294
902514,2025,51,MATBAA,206.1
902515,2025,52,MONTAJ,297.8
902516,2025,31,KESIM,269.6
902517,2025,31,MATBAA,326.7
902518,2025,31,PRES,234.8
902519,2025,31,MONTAJ,309.6
902520,2026,16,KESIM,367.3
902521,2026,16,PRES,186.6
902522,2026,16,MONTAJ,415
902523,2026,14,KESIM,586
902524,2026,14,DIJITAL,536.3
902525,2026,14,PRES,440.6
902526,2026,14,MONTAJ,579.1
902527,2025,49,KESIM,312.8
902528,2025,49,DIJITAL,237.7
902529,2025,49,PRES,400
902530,2025,49,MONTAJ,525.6
902531,2026,15,KESIM,510.7
902532,2026,15,MATBAA,250
902533,2026,16,PRES,235.8
902534,2026,16,MONTAJ,484.3
902542,2026,18,KESIM,369.3
902543,2026,18,MATBAA,261.7
902544,2026,18,PRES,123.7
902545,2026,18,MONTAJ,274.4
902546,2026,20,KESIM,305.5
902547,2026,21,PRES,136.2
902548,2026,21,MONTAJ,423
902549,2026,25,KESIM,527.2
902550,2026,26,MATBAA,137.3
902551,2026,26,PRES,522.6
902552,2026,26,MONTAJ,129.9
902553,2026,27,KESIM,407.8
902554,2026,27,PRES,370.6
902555,2026,27,MONTAJ,465.6
902556,2026,19,KESIM,453.1
902557,2026,19,MATBAA,420.3
902558,2026,19,MONTAJ,327.1
902559,2026,9,KESIM,610.4
902560,2026,10,MATBAA,517.7
902561,2026,10,PRES,593.2
902562,2026,10,MONTAJ,578.3
902563,2025,33,KESIM,619.4
902564,2025,33,DIJITAL,239.6
902565,2025,34,PRES,463.2
902566,2025,34,MONTAJ,616.4
902567,2026,20,KESIM,387.5
902568,2026,20,MATBAA,573.6
902569,2026,20,MONTAJ,578.5
902570,2026,2,KESIM,440.5
902571,2026,2,MATBAA,210.7
902572,2026,2,MONTAJ,332.4
902573,2025,42,KESIM,538.7
902574,2025,42,PRES,140
902575,2025,42,MONTAJ,364.9
902576,2025,31,KESIM,437.5
902577,2025,31,MATBAA,435.3
902578,2025,31,MONTAJ,270
902579,2026,15,KESIM,278.3
902580,2026,16,PRES,533.7
902581,2026,16,MONTAJ,622
902582,2026,28,KESIM,509.7
902583,2026,28,MATBAA,516.5
902584,2026,28,MONTAJ,502.1
902585,2025,26,KESIM,470.2
902586,2025,26,PRES,407.3
902587,2025,27,MONTAJ,360.9
902588,2026,13,KESIM,144.5
902589,2026,13,DIJITAL,578.7
902590,2026,13,PRES,127.9
902591,2026,14,MONTAJ,169.1
902592,2025,32,KESIM,235
902593,2025,32,DIJITAL,478.1
902594,2025,32,PRES,134.8
902595,2025,32,MONTAJ,290
902596,2025,29,KESIM,613.5
902597,2025,29,DIJITAL,145.6
902598,2025,29,PRES,301.9
902599,2025,30,MONTAJ,301.3
902600,2026,10,KESIM,439.1
902601,2026,10,MATBAA,622.9
902602,2026,10,MONTAJ,461.4
902603,2026,11,KESIM,357.5
902604,2026,11,MATBAA,197.5
902605,2026,11,MONTAJ,548.8
902606,2026,19,KESIM,256.9
902607,2026,19,PRES,404.1
902608,2026,20,MONTAJ,538.8
902609,2025,31,KESIM,559.3
902610,2025,32,PRES,323.5
902611,2025,32,MONTAJ,170.2
902612,2025,31,KESIM,381.6
902613,2025,31,MATBAA,273.2
902614,2025,31,PRES,338.1
902615,2025,31,MONTAJ,194.1
902616,2025,27,KESIM,287
902617,2025,28,PRES,242.8
902618,2025,28,MONTAJ,639.8
902619,2025,28,KESIM,386.4
902620,2025,28,MATBAA,234.6
902621,2025,28,MONTAJ,137.3
902622,2026,27,KESIM,207.9
902623,2026,27,MATBAA,410.9
902624,2026,27,PRES,446.8
902625,2026,27,MONTAJ,617.3
902626,2026,20,KESIM,466.1
902627,2026,20,MATBAA,178.4
902628,2026,20,MONTAJ,449.7
902629,2026,4,KESIM,461.6
902630,2026,4,PRES,314.1
902631,2026,4,MONTAJ,630.4
902632,2025,43,KESIM,444
902633,2025,43,MATBAA,332.7
902634,2025,43,PRES,594.2
902635,2025,43,MONTAJ,533.6
902636,2025,45,KESIM,225.6
902637,2025,46,MATBAA,310.7
902638,2025,46,MONTAJ,143.3
902639,2025,31,KESIM,138.2
902640,2025,31,MATBAA,311
902641,2025,31,MONTAJ,555.8
902642,2026,18,KESIM,570.1
902643,2026,18,MATBAA,420
902644,2026,18,MONTAJ,537.7
902645,2025,32,KESIM,434.9
902646,2025,32,MATBAA,146.9
902647,2025,33,MONTAJ,170.1
902648,2025,39,KESIM,195.4
902649,2025,39,MATBAA,244.4
902650,2025,39,MONTAJ,333.4
902651,2025,37,KESIM,321.3
902652,2025,38,MATBAA,160.3
902653,2025,38,MONTAJ,202.3
902654,2026,10,KESIM,528.8
902655,2026,10,DIJITAL,134.9
902656,2026,11,PRES,496.8
902657,2026,11,MONTAJ,461.5
902658,2025,27,KESIM,213.1
902659,2025,27,MATBAA,120.2
902660,2025,27,PRES,194.9
902661,2025,27,MONTAJ,385.9
902662,2026,25,KESIM,208.9
902663,2026,26,MATBAA,400.8
902664,2026,26,PRES,510.7
902665,2026,26,MONTAJ,376.5
902666,2025,47,KESIM,496.4
902667,2025,47,MATBAA,577.4
902668,2025,48,PRES,415.6
902669,2025,48,MONTAJ,191.5
902670,2025,30,KESIM,318.6
902671,2025,30,MATBAA,162.4
902672,2025,30,MONTAJ,137.6
902677,2026,10,KESIM,375.2
902678,2026,10,MATBAA,448.3
902679,2026,10,PRES,447.1
902680,2026,10,MONTAJ,406.2
902681,2026,7,KESIM,396.5
902682,2026,7,PRES,385
902683,2026,7,MONTAJ,459.7
902684,2026,8,KESIM,484.3
902685,2026,8,PRES,137.1
902686,2026,8,MONTAJ,138.5
902687,2025,51,KESIM,255.1
902688,2025,51,MATBAA,322.5
902689,2025,52,PRES,304.8
902690,2025,52,MONTAJ,446.4
902691,2026,31,KESIM,430.3
902692,2026,31,PRES,441.1
902698,2025,44,KESIM,298.9
902699,2025,44,DIJITAL,210.1
902700,2025,44,PRES,279.1
902701,2025,44,MONTAJ,605.7
902702,2025,47,KESIM,207.6
902703,2025,47,DIJITAL,623.8
902704,2025,47,PRES,134.4
902705,2025,47,MONTAJ,321
902706,2025,27,KESIM,533.9
902707,2025,27,MATBAA,450.5
902708,2025,27,MONTAJ,339.6
902709,2026,13,KESIM,135.8
902710,2026,13,DIJITAL,427.3
902711,2026,13,PRES,231.3
902712,2026,13,MONTAJ,628.3
902713,2026,2,KESIM,366.8
902714,2026,2,PRES,513.4
902715,2026,2,MONTAJ,341.9
902716,2025,26,KESIM,271
902717,2025,26,DIJITAL,142.1
902718,2025,27,PRES,500.9
902719,2025,27,MONTAJ,445.5
902720,2025,30,KESIM,169.2
902721,2025,30,MATBAA,604.2
902722,2025,30,PRES,301.7
902723,2025,30,MONTAJ,288
902724,2026,24,KESIM,389.9
902725,2026,24,MATBAA,515.5
902726,2026,24,PRES,592.4
902727,2026,24,MONTAJ,198.8
902728,2026,30,KESIM,508.7
902729,2026,30,MATBAA,155.8
902730,2026,30,MONTAJ,482.8
902731,2025,31,KESIM,209.7
902732,2025,32,DIJITAL,438.8
902733,2025,32,PRES,513.7
902734,2025,32,MONTAJ,195.7
902735,2026,19,KESIM,186.9
902736,2026,19,PRES,196.8
902737,2026,19,MONTAJ,212.3
902738,2025,46,KESIM,253.6
902739,2025,46,MATBAA,285.5
902740,2025,46,PRES,251.9
902741,2025,46,MONTAJ,209.8
902742,2026,6,KESIM,201
902743,2026,6,DIJITAL,569.6
902744,2026,6,PRES,490.9
902745,2026,6,MONTAJ,179.3
902746,2025,49,KESIM,637
902747,2025,49,MATBAA,350.2
902748,2025,49,PRES,219.6
902749,2025,49,MONTAJ,605.3
902750,2025,39,KESIM,161.1
902751,2025,39,MATBAA,422.9
902752,2025,39,PRES,570.8
902753,2025,40,MONTAJ,364.7
902754,2025,35,KESIM,281.9
902755,2025,35,MATBAA,545.9
902756,2025,35,PRES,596.2
902757,2025,35,MONTAJ,231.1
902758,2025,46,KESIM,183
902759,2025,46,DIJITAL,373.6
902760,2025,46,PRES,271
902761,2025,46,MONTAJ,426.8
902762,2025,43,KESIM,502.2
902763,2025,43,DIJITAL,155.3
902764,2025,43,PRES,314.2
902765,2025,44,MONTAJ,248.9
902766,2026,10,KESIM,237.6
902767,2026,10,PRES,417.6
902768,2026,10,MONTAJ,293.1
902769,2025,30,KESIM,521.7
902770,2025,30,DIJITAL,194.1
902771,2025,30,PRES,316.3
902772,2025,30,MONTAJ,626
902773,2025,52,KESIM,134.1
902774,2025,52,DIJITAL,500.6
902775,2025,52,PRES,246.3
902776,2025,1,MONTAJ,488.2
902777,2026,8,KESIM,321.3
902778,2026,8,PRES,460.4
902779,2026,8,MONTAJ,180.3
902780,2026,4,KESIM,354.9
902781,2026,5,PRES,150.6
902782,2026,5,MONTAJ,152.4
902783,2026,11,KESIM,428
902784,2026,11,MATBAA,192
902785,2026,11,MONTAJ,192.4
902786,2025,47,KESIM,282.9
902787,2025,47,MATBAA,181.2
902788,2025,47,MONTAJ,255.6
902789,2025,37,KESIM,580.2
902790,2025,37,PRES,216.1
902791,2025,37,MONTAJ,194.3
902792,2025,40,KESIM,620.1
902793,2025,41,MATBAA,255
902794,2025,41,PRES,150.2
902795,2025,41,MONTAJ,365.8
902796,2026,3,KESIM,494.9
902797,2026,3,PRES,572.5
902798,2026,3,MONTAJ,151
902799,2025,33,KESIM,297.6
902800,2025,33,MATBAA,465.5
902801,2025,33,PRES,157.1
902802,2025,33,MONTAJ,198.8
902803,2026,9,KESIM,211
902804,2026,9,MATBAA,302.7
902805,2026,9,MONTAJ,219.2
902806,2026,10,KESIM,194.7
902807,2026,10,MATBAA,520.4
902808,2026,10,PRES,227.1
902809,2026,10,MONTAJ,419.9
902810,2025,41,KESIM,244.1
902811,2025,42,PRES,593.8
902812,2025,42,MONTAJ,463.5
902813,2026,16,KESIM,138.3
902814,2026,16,DIJITAL,486.8
902815,2026,16,PRES,125.5
902816,2026,16,MONTAJ,490.4
902817,2026,29,KESIM,637.2
902818,2026,29,MATBAA,164.4
902819,2026,30,PRES,194.1
902820,2026,30,MONTAJ,318.1
902821,2025,35,KESIM,535.8
902822,2025,35,DIJITAL,535.9
902823,2025,36,PRES,529.3
902824,2025,36,MONTAJ,506.3
902825,2025,28,KESIM,313.8
902826,2025,28,PRES,330.6
902827,2025,28,MONTAJ,500.9
902828,2025,30,KESIM,352.4
902829,2025,30,PRES,160.6
902830,2025,30,MONTAJ,173.8
902831,2026,26,KESIM,383.7
902832,2026,26,MATBAA,315.9
902833,2026,26,MONTAJ,206.6
902834,2026,19,KESIM,609.2
902835,2026,19,MATBAA,537.1
902836,2026,19,MONTAJ,593.8
902837,2025,44,KESIM,414.1
902838,2025,44,MATBAA,338.6
902839,2025,44,MONTAJ,226.8
902840,2025,48,KESIM,136.8
902841,2025,48,DIJITAL,202.9
902842,2025,48,PRES,569.7
902843,2025,49,MONTAJ,583.4
902844,2026,17,KESIM,310.4
902845,2026,18,DIJITAL,142.2
902846,2026,18,PRES,296.2
902847,2026,18,MONTAJ,328.5
902848,2025,32,KESIM,184.9
902849,2025,32,PRES,219.1
902850,2025,32,MONTAJ,313.7
902851,2025,49,KESIM,370
902852,2025,49,DIJITAL,231.3
902853,2025,49,PRES,359.2
902854,2025,49,MONTAJ,455.7
902855,2026,5,KESIM,145.4
902856,2026,5,MATBAA,253.2
902857,2026,5,PRES,547.3
902858,2026,6,MONTAJ,346.5
902859,2026,24,KESIM,207.4
902860,2026,24,MATBAA,239.3
902861,2026,24,MONTAJ,624.4
902862,2025,29,KESIM,622.7
902863,2025,30,PRES,148.4
902864,2025,30,MONTAJ,558.7
902865,2025,44,KESIM,497.3
902866,2025,45,DIJITAL,505.9
902867,2025,45,PRES,353.6
902868,2025,45,MONTAJ,321.6
902869,2026,25,KESIM,380.4
902870,2026,25,MATBAA,205.5
902871,2026,25,MONTAJ,591
902872,2026,18,KESIM,243
902873,2026,18,MATBAA,501.7
902874,2026,19,PRES,202.2
902875,2026,19,MONTAJ,126.1
902876,2026,20,KESIM,407
902877,2026,20,MATBAA,124.3
902878,2026,20,PRES,351.6
902879,2026,21,MONTAJ,546.9
902880,2025,28,KESIM,544.8
902881,2025,29,PRES,273.4
902882,2025,29,MONTAJ,627.3
902883,2026,10,KESIM,490.2
902884,2026,10,MATBAA,451.8
902885,2026,10,PRES,630.9
902886,2026,10,MONTAJ,574.2
902887,2025,35,KESIM,144.8
902888,2025,35,MATBAA,154.5
902889,2025,35,PRES,252.2
902890,2025,35,MONTAJ,452.7
902891,2025,30,KESIM,200.1
902892,2025,30,MATBAA,637.4
902893,2025,30,PRES,555.4
902894,2025,31,MONTAJ,383.1
902895,2026,28,KESIM,398.6
902896,2026,29,MATBAA,583.2
902897,2026,29,PRES,395
902898,2026,29,MONTAJ,225.2
902903,2026,24,KESIM,192.6
902904,2026,24,PRES,298.7
902905,2026,25,MONTAJ,507.1
902906,2025,49,KESIM,332.3
902907,2025,49,DIJITAL,543.2
902908,2025,49,PRES,635.2
902909,2025,49,MONTAJ,472.1
902910,2025,27,KESIM,404.3
902911,2025,27,MATBAA,361.3
902912,2025,28,MONTAJ,426.1
902913,2025,29,KESIM,343.8
902914,2025,30,MATBAA,254.1
902915,2025,30,MONTAJ,189.5
902916,2026,28,KESIM,418.5
902917,2026,28,PRES,298
902918,2026,28,MONTAJ,371.1
902919,2026,17,KESIM,431.7
902920,2026,17,PRES,306.6
902921,2026,18,MONTAJ,487.2
902922,2025,36,KESIM,607.1
902923,2025,36,DIJITAL,159.2
902924,2025,36,PRES,617
902925,2025,36,MONTAJ,128.8
902926,2026,29,KESIM,538.9
902927,2026,29,PRES,383.5
902928,2026,29,MONTAJ,485.4
902929,2026,30,KESIM,291.1
902930,2026,30,MATBAA,448.1
902931,2026,30,PRES,461.2
902932,2026,30,MONTAJ,598.1
902933,2025,37,KESIM,592.6
902934,2025,37,MATBAA,276.9
902935,2025,37,PRES,281.3
902936,2025,37,MONTAJ,165.5
902937,2026,22,KESIM,467.7
902938,2026,22,MATBAA,270.8
902939,2026,22,MONTAJ,590.6
902943,2026,27,KESIM,512
902944,2026,27,PRES,323.9
902945,2026,28,MONTAJ,357.1
902946,2025,28,KESIM,152.5
902947,2025,28,MATBAA,607.2
902948,2025,28,MONTAJ,360.6
902949,2025,26,KESIM,609.1
902950,2025,26,MATBAA,383.3
902951,2025,26,PRES,628
902952,2025,27,MONTAJ,348.5
902953,2025,29,KESIM,275.2
902954,2025,29,MATBAA,450.8
902955,2025,29,MONTAJ,604.7
902956,2026,10,KESIM,350.8
902957,2026,10,MATBAA,291.1
902958,2026,10,MONTAJ,128.3
902959,2026,23,KESIM,372.4
902960,2026,23,PRES,414.4
902961,2026,23,MONTAJ,634.5
902962,2026,21,KESIM,613.3
902963,2026,21,PRES,318.5
902964,2026,21,MONTAJ,154.7
902965,2026,8,KESIM,560.1
902966,2026,8,DIJITAL,354.9
902967,2026,8,PRES,547.5
902968,2026,9,MONTAJ,496.9
902969,2025,44,KESIM,519.6
902970,2025,44,MATBAA,289.5
902971,2025,44,PRES,345.9
902972,2025,44,MONTAJ,334.4
902973,2025,40,KESIM,414.8
902974,2025,40,PRES,541.1
902975,2025,40,MONTAJ,625.2
902976,2026,11,KESIM,546.3
902977,2026,12,PRES,637.5
902978,2026,12,MONTAJ,564.3
902979,2025,43,KESIM,615.7
902980,2025,43,MATBAA,229.6
902981,2025,43,MONTAJ,557.7
902982,2026,6,KESIM,411.2
902983,2026,7,PRES,432.5
902984,2026,7,MONTAJ,629.4
902985,2026,10,KESIM,315.2
902986,2026,10,MATBAA,597.7
902987,2026,10,MONTAJ,419.4
902988,2026,31,KESIM,370.9
902989,2026,31,PRES,124.2
902990,2026,31,MONTAJ,536.8
902995,2025,29,KESIM,434
902996,2025,29,PRES,362.4
902997,2025,29,MONTAJ,321.2
902998,2025,49,KESIM,186.9
902999,2025,49,PRES,462
903000,2025,49,MONTAJ,256.6
903001,2025,29,KESIM,371.1
903002,2025,29,MATBAA,239.2
903003,2025,30,PRES,503.6
903004,2025,30,MONTAJ,545.9
903009,2025,28,KESIM,493.5
903010,2025,28,DIJITAL,303.8
903011,2025,28,PRES,311.5
903012,2025,28,MONTAJ,215.6
903013,2025,45,KESIM,152.4
903014,2025,45,PRES,299.4
903015,2025,46,MONTAJ,412.8
903016,2025,44,KESIM,128.3
903017,2025,44,MATBAA,157.6
903018,2025,45,PRES,465.8
903019,2025,45,MONTAJ,606.4
903020,2025,40,KESIM,324.5
903021,2025,40,MATBAA,615.8
903022,2025,40,MONTAJ,450.9
903023,2026,4,KESIM,627.4
903024,2026,4,PRES,342.2
903025,2026,4,MONTAJ,435.8
903026,2026,13,KESIM,161.7
903027,2026,13,PRES,419.3
903028,2026,13,MONTAJ,137.6
903029,2025,29,KESIM,215.8
903030,2025,29,MATBAA,503.6
903031,2025,29,MONTAJ,197.7
903032,2026,29,KESIM,423.3
903033,2026,29,MATBAA,234.1
903034,2026,30,PRES,418.5
903035,2026,30,MONTAJ,347.6
903036,2026,24,KESIM,246.6
903037,2026,24,MATBAA,220.6
903038,2026,24,MONTAJ,293.3
903039,2026,21,KESIM,274.1
903040,2026,21,DIJITAL,324
903041,2026,21,PRES,225.1
903042,2026,21,MONTAJ,206
903043,2025,45,KESIM,356.7
903044,2025,45,DIJITAL,223.3
903045,2025,45,PRES,525.6
903046,2025,45,MONTAJ,356.9
903047,2025,46,KESIM,375.2
903048,2025,46,PRES,150.8
903049,2025,46,MONTAJ,325.7
903050,2026,28,KESIM,263.3
903051,2026,28,DIJITAL,284.4
903052,2026,29,PRES,520.5
903053,2026,29,MONTAJ,536.2
903054,2025,43,KESIM,459.3
903055,2025,43,PRES,141.4
903056,2025,43,MONTAJ,593.6
903057,2025,44,KESIM,362.9
903058,2025,45,MATBAA,464.9
903059,2025,45,MONTAJ,199.2
903064,2026,18,KESIM,637.5
903065,2026,18,PRES,193
903066,2026,18,MONTAJ,177.2
903067,2025,39,KESIM,544.6
903068,2025,40,PRES,471.3
903069,2025,40,MONTAJ,137.3
903070,2026,5,KESIM,570.3
903071,2026,5,PRES,575.7
903072,2026,6,MONTAJ,613
903073,2026,11,KESIM,177.9
903074,2026,11,MATBAA,503.6
903075,2026,11,PRES,573.8
903076,2026,11,MONTAJ,194.7
903077,2026,8,KESIM,132.6
903078,2026,9,DIJITAL,429.1
903079,2026,9,PRES,487.1
903080,2026,9,MONTAJ,157
903081,2025,48,KESIM,272.5
903082,2025,48,MATBAA,300.7
903083,2025,48,MONTAJ,344.1
903084,2025,49,KESIM,427.7
903085,2025,49,PRES,431.7
