INCKEYNO,FISNO,SIRA,STHAR_TARIH,ODEKOD,OFSET,ORAN,ODEME_TARIHI,KDV_ORANI,ODEME_TUTARI_KDVLI_TL,ODEME_TUTARI_KDVLI_USD,BIRIM_FIYAT_TL,BIRIM_FIYAT_USD,ODEME_TUTARI_NET_TL,ODEME_TUTARI_NET_USD
103969,SIP24001880,5,2024-04-02,OD02,30,1,2024-05-02,0.2,20459.5114,652.616,236.7999,7.5534,17049.5928,543.8467
103970,SIP24001881,1,2024-04-02,OD05,0,0.3,2024-04-02,0.2,45650.3766,1456.1524,440.3007,14.0447,38041.9805,1213.4603
103970,SIP24001881,1,2024-04-02,OD05,60,0.7,2024-06-01,0.2,106517.5453,3397.6888,440.3007,14.0447,88764.6211,2831.4074
103971,SIP24001881,2,2024-04-02,OD05,0,0.3,2024-04-02,0.2,33295.873,1062.0693,256.9126,8.195,27746.5608,885.0578
103971,SIP24001881,2,2024-04-02,OD05,60,0.7,2024-06-01,0.2,77690.3702,2478.1617,256.9126,8.195,64741.9752,2065.1348
103972,SIP24001882,1,2024-04-03,OD05,0,0.3,2024-04-03,0.2,62749.9354,2001.5928,242.0908,7.7222,52291.6128,1667.994
103972,SIP24001882,1,2024-04-03,OD05,60,0.7,2024-06-02,0.2,146416.5158,4670.3833,242.0908,7.7222,122013.7632,3891.9861
103973,SIP24001883,1,2024-04-03,OD01,0,1,2024-04-03,0.2,434550.672,13861.2655,301.7713,9.6259,362125.56,11551.0545
103974,SIP24001884,1,2024-04-03,OD02,30,1,2024-05-03,0.2,2868559.488,91501.1001,249.0069,7.9428,2390466.24,76250.9167
103975,SIP24001885,1,2024-04-03,OD02,30,1,2024-05-03,0.2,362187.072,11553.0167,251.5188,8.0229,301822.56,9627.5139
103976,SIP24001886,1,2024-04-03,OD01,0,1,2024-04-03,0.2,437073.12,13941.7263,303.523,9.6818,364227.6,11618.1053
103977,SIP24001887,1,2024-04-03,OD06,0,0.5,2024-04-03,0.2,358319.28,11429.6421,298.5994,9.5247,298599.4,9524.7018
103977,SIP24001887,1,2024-04-03,OD06,45,0.5,2024-05-18,0.2,358319.28,11429.6421,298.5994,9.5247,298599.4,9524.7018
103978,SIP24001887,2,2024-04-03,OD06,0,0.5,2024-04-03,0.2,803279.376,25622.9466,185.9443,5.9312,669399.48,21352.4555
103978,SIP24001887,2,2024-04-03,OD06,45,0.5,2024-05-18,0.2,803279.376,25622.9466,185.9443,5.9312,669399.48,21352.4555
103979,STKB24000121,1,2024-04-03,OD05,0,0.3,2024-04-03,0.2,1556550.432,49650.7315,360.3126,11.4932,1297125.36,41375.6096
103979,STKB24000121,1,2024-04-03,OD05,60,0.7,2024-06-02,0.2,3631951.008,115851.7068,360.3126,11.4932,3026625.84,96543.089
103980,STKB24000121,2,2024-04-03,OD05,0,0.3,2024-04-03,0.2,122780.0074,3916.4277,473.6883,15.1097,102316.6728,3263.6897
103980,STKB24000121,2,2024-04-03,OD05,60,0.7,2024-06-02,0.2,286486.6838,9138.3312,473.6883,15.1097,238738.9032,7615.276
103981,STKB24000121,3,2024-04-03,OD05,0,0.3,2024-04-03,0.2,119772.8726,3820.5063,462.0867,14.7396,99810.7272,3183.7553
103981,STKB24000121,3,2024-04-03,OD05,60,0.7,2024-06-02,0.2,279470.0362,8914.5147,462.0867,14.7396,232891.6968,7428.7623
103982,STKB24000121,4,2024-04-03,OD05,0,0.3,2024-04-03,0.2,1485363.168,47380.0054,515.7511,16.4514,1237802.64,39483.3378
103982,STKB24000121,4,2024-04-03,OD05,60,0.7,2024-06-02,0.2,3465847.392,110553.3458,515.7511,16.4514,2888206.16,92127.7882
103983,SIP24001888,1,2024-04-03,OD01,0,1,2024-04-03,0.2,336908.808,10746.6924,467.9289,14.926,280757.34,8955.577
103984,STK24000278,1,2024-04-04,OD07,60,0,2024-06-03,0.2,0,0,134.8338,4.3009,0,0
103984,STK24000278,1,2024-04-04,OD07,120,1,2024-08-02,0.2,116496.4032,3715.9937,134.8338,4.3009,97080.336,3096.6614
103985,STK24000279,1,2024-04-04,OD06,0,0.5,2024-04-04,0.2,74571.7709,2378.6849,431.5496,13.7655,62143.1424,1982.2374
103985,STK24000279,1,2024-04-04,OD06,45,0.5,2024-05-19,0.2,74571.7709,2378.6849,431.5496,13.7655,62143.1424,1982.2374
103986,STK24000280,1,2024-04-04,OD04,90,1,2024-07-03,0.2,230424.408,7350.0609,320.0339,10.2084,192020.34,6125.0507
103987,STK24000280,2,2024-04-04,OD04,90,1,2024-07-03,0.2,448764.3648,14314.6528,519.4032,16.5679,373970.304,11928.8773
103988,STK24000280,3,2024-04-04,OD04,90,1,2024-07-03,0.2,3458772.864,110327.6831,300.2407,9.5771,2882310.72,91939.7359
103989,SIP24001889,1,2024-04-04,OD06,0,0.5,2024-04-04,0.2,12520.2758,399.3708,289.8212,9.2447,10433.5632,332.809
103989,SIP24001889,1,2024-04-04,OD06,45,0.5,2024-05-19,0.2,12520.2758,399.3708,289.8212,9.2447,10433.5632,332.809
103990,SIP24001890,1,2024-04-04,OD04,90,1,2024-07-03,0.2,267887.0448,8545.0413,620.1089,19.7802,223239.204,7120.8678
103991,SIP24001891,1,2024-04-04,OD03,60,1,2024-06-03,0.2,2266181.7984,72286.5007,655.7239,20.9162,1888484.832,60238.7506
103992,SIP24001891,2,2024-04-04,OD03,60,1,2024-06-03,0.2,176792.6736,5639.3197,409.2423,13.054,147327.228,4699.4331
103993,SIP24001891,3,2024-04-04,OD03,60,1,2024-06-03,0.2,4167241.92,132926.377,289.3918,9.231,3472701.6,110771.9809
103994,SIP24001892,1,2024-04-04,OD05,0,0.3,2024-04-04,0.2,45463.3949,1450.188,350.7978,11.1897,37886.1624,1208.49
103994,SIP24001892,1,2024-04-04,OD05,60,0.7,2024-06-03,0.2,106081.2547,3383.7721,350.7978,11.1897,88401.0456,2819.8101
103995,SIP24001892,2,2024-04-04,OD05,0,0.3,2024-04-04,0.2,28153.5091,898.0386,81.4627,2.5985,23461.2576,748.3655
103995,SIP24001892,2,2024-04-04,OD05,60,0.7,2024-06-03,0.2,65691.5213,2095.4233,81.4627,2.5985,54742.9344,1746.1861
103996,SIP24001893,1,2024-04-04,OD08,0,0.2,2024-04-04,0.2,18966.5004,604.992,548.7992,17.5056,15805.417,504.16
103996,SIP24001893,1,2024-04-04,OD08,45,0.4,2024-05-19,0.2,37933.0007,1209.9841,548.7992,17.5056,31610.8339,1008.3201
103996,SIP24001893,1,2024-04-04,OD08,90,0.4,2024-07-03,0.2,37933.0007,1209.9841,548.7992,17.5056,31610.8339,1008.3201
103997,SIP24001893,2,2024-04-04,OD08,0,0.2,2024-04-04,0.2,302911.3498,9662.244,219.1199,6.9895,252426.1248,8051.87
103997,SIP24001893,2,2024-04-04,OD08,45,0.4,2024-05-19,0.2,605822.6995,19324.488,219.1199,6.9895,504852.2496,16103.74
103997,SIP24001893,2,2024-04-04,OD08,90,0.4,2024-07-03,0.2,605822.6995,19324.488,219.1199,6.9895,504852.2496,16103.74
103998,SIP24001893,3,2024-04-04,OD08,0,0.2,2024-04-04,0.2,125164.8,3992.4976,543.25,17.3285,104304,3327.0813
103998,SIP24001893,3,2024-04-04,OD08,45,0.4,2024-05-19,0.2,250329.6,7984.9952,543.25,17.3285,208608,6654.1627
103998,SIP24001893,3,2024-04-04,OD08,90,0.4,2024-07-03,0.2,250329.6,7984.9952,543.25,17.3285,208608,6654.1627
103999,SIP24001893,4,2024-04-04,OD08,0,0.2,2024-04-04,0.2,930419.712,29678.4597,323.0624,10.305,775349.76,24732.0498
103999,SIP24001893,4,2024-04-04,OD08,45,0.4,2024-05-19,0.2,1860839.424,59356.9194,323.0624,10.305,1550699.52,49464.0995
103999,SIP24001893,4,2024-04-04,OD08,90,0.4,2024-07-03,0.2,1860839.424,59356.9194,323.0624,10.305,1550699.52,49464.0995
104000,SIP24001893,5,2024-04-04,OD08,0,0.2,2024-04-04,0.2,279087.552,8902.3143,484.527,15.4554,232572.96,7418.5952
104000,SIP24001893,5,2024-04-04,OD08,45,0.4,2024-05-19,0.2,558175.104,17804.6285,484.527,15.4554,465145.92,14837.1904
104000,SIP24001893,5,2024-04-04,OD08,90,0.4,2024-07-03,0.2,558175.104,17804.6285,484.527,15.4554,465145.92,14837.1904
104001,SIP24001894,1,2024-04-04,OD07,60,0,2024-06-03,0.2,0,0,515.6073,16.4468,0,0
104001,SIP24001894,1,2024-04-04,OD07,120,1,2024-08-02,0.2,3563877.6576,113680.3081,515.6073,16.4468,2969898.048,94733.59
104002,STKB24000122,1,2024-04-04,OD06,0,0.5,2024-04-04,0.2,1426793.1,45511.7416,475.5977,15.1706,1188994.25,37926.4514
104002,STKB24000122,1,2024-04-04,OD06,45,0.5,2024-05-19,0.2,1426793.1,45511.7416,475.5977,15.1706,1188994.25,37926.4514
104003,STKB24000122,2,2024-04-04,OD06,0,0.5,2024-04-04,0.2,501345.6,15991.8852,167.1152,5.3306,417788,13326.571
104003,STKB24000122,2,2024-04-04,OD06,45,0.5,2024-05-19,0.2,501345.6,15991.8852,167.1152,5.3306,417788,13326.571
104004,STKB24000122,3,2024-04-04,OD06,0,0.5,2024-04-04,0.2,1178771.76,37600.3751,654.8732,20.8891,982309.8,31333.6459
104004,STKB24000122,3,2024-04-04,OD06,45,0.5,2024-05-19,0.2,1178771.76,37600.3751,654.8732,20.8891,982309.8,31333.6459
104005,STKB24000122,4,2024-04-04,OD06,0,0.5,2024-04-04,0.2,904389.66,28848.155,502.4387,16.0268,753658.05,24040.1292
104005,STKB24000122,4,2024-04-04,OD06,45,0.5,2024-05-19,0.2,904389.66,28848.155,502.4387,16.0268,753658.05,24040.1292
104006,STKB24000122,5,2024-04-04,OD06,0,0.5,2024-04-04,0.2,358977.672,11450.6434,498.5801,15.9037,299148.06,9542.2029
104006,STKB24000122,5,2024-04-04,OD06,45,0.5,2024-05-19,0.2,358977.672,11450.6434,498.5801,15.9037,299148.06,9542.2029
104007,SIP24001895,1,2024-04-05,OD08,0,0.2,2024-04-05,0.2,602205.312,19209.1009,313.6486,10.0047,501837.76,16007.5841
104007,SIP24001895,1,2024-04-05,OD08,45,0.4,2024-05-20,0.2,1204410.624,38418.2017,313.6486,10.0047,1003675.52,32015.1681
104007,SIP24001895,1,2024-04-05,OD08,90,0.4,2024-07-04,0.2,1204410.624,38418.2017,313.6486,10.0047,1003675.52,32015.1681
104008,SIP24001896,1,2024-04-05,OD05,0,0.3,2024-04-05,0.2,622104.3,19843.8373,345.6135,11.0244,518420.25,16536.5311
104008,SIP24001896,1,2024-04-05,OD05,60,0.7,2024-06-04,0.2,1451576.7,46302.2871,345.6135,11.0244,1209647.25,38585.2392
104009,SIP24001896,2,2024-04-05,OD05,0,0.3,2024-04-05,0.2,1460536.704,46588.0926,338.0872,10.7843,1217113.92,38823.4105
104009,SIP24001896,2,2024-04-05,OD05,60,0.7,2024-06-04,0.2,3407918.976,108705.5495,338.0872,10.7843,2839932.48,90587.9579
104010,SIP24001896,3,2024-04-05,OD05,0,0.3,2024-04-05,0.2,1271746.08,40566.0632,441.5785,14.0854,1059788.4,33805.0526
104010,SIP24001896,3,2024-04-05,OD05,60,0.7,2024-06-04,0.2,2967407.52,94654.1474,441.5785,14.0854,2472839.6,78878.4561
104011,SIP24001897,1,2024-04-05,OD03,60,1,2024-06-04,0.2,3092492.736,98644.1064,536.8911,17.1257,2577077.28,82203.422
104012,SIP24001898,1,2024-04-08,OD05,0,0.3,2024-04-08,0.2,115701.5232,3690.6387,535.6552,17.0863,96417.936,3075.5322
104012,SIP24001898,1,2024-04-08,OD05,60,0.7,2024-06-07,0.2,269970.2208,8611.4903,535.6552,17.0863,224975.184,7176.2419
104013,SIP24001898,2,2024-04-08,OD05,0,0.3,2024-04-08,0.2,1846500.192,58899.5277,427.4306,13.6341,1538750.16,49082.9397
104013,SIP24001898,2,2024-04-08,OD05,60,0.7,2024-06-07,0.2,4308500.448,137432.2312,427.4306,13.6341,3590417.04,114526.8593
104014,SIP24001898,3,2024-04-08,OD05,0,0.3,2024-04-08,0.2,221363.3837,7061.033,427.0127,13.6208,184469.4864,5884.1941
104014,SIP24001898,3,2024-04-08,OD05,60,0.7,2024-06-07,0.2,516514.5619,16475.7436,427.0127,13.6208,430428.8016,13729.7863
104015,SIP24001899,1,2024-04-08,OD02,30,1,2024-05-08,0.2,26022.2544,830.056,60.2367,1.9214,21685.212,691.7133
104016,SIP24001900,1,2024-04-08,OD01,0,1,2024-04-08,0.2,296489.0304,9457.3853,686.3172,21.8921,247074.192,7881.1544
104017,SIP24001901,1,2024-04-08,OD02,30,1,2024-05-08,0.2,218496.8448,6969.5963,189.6674,6.05,182080.704,5807.9969
104018,SIP24001901,2,2024-04-08,OD02,30,1,2024-05-08,0.2,1397478.528,44576.6676,485.2356,15.478,1164565.44,37147.223
104019,SIP24001901,3,2024-04-08,OD02,30,1,2024-05-08,0.2,1504384.704,47986.7529,261.1779,8.331,1253653.92,39988.9608
104020,SIP24001901,4,2024-04-08,OD02,30,1,2024-05-08,0.2,11550472.8,368436.134,481.2697,15.3515,9625394,307030.1116
104021,SIP24001901,5,2024-04-08,OD02,30,1,2024-05-08,0.2,4002465.6,127670.3541,694.8725,22.165,3335388,106391.9617
104022,SIP24001902,1,2024-04-08,OD03,60,1,2024-06-07,0.2,1297959.12,41402.2048,360.5442,11.5006,1081632.6,34501.8373
104023,SIP24001902,2,2024-04-08,OD03,60,1,2024-06-07,0.2,2894283.36,92321.6383,334.9865,10.6854,2411902.8,76934.6986
104024,SIP24001902,3,2024-04-08,OD03,60,1,2024-06-07,0.2,5095801.44,162545.5005,353.8751,11.2879,4246501.2,135454.5837
104025,SIP24001902,4,2024-04-08,OD03,60,1,2024-06-07,0.2,717863.688,22898.3633,332.3443,10.6011,598219.74,19081.9694
104026,SIP24001903,1,2024-04-08,OD08,0,0.2,2024-04-08,0.2,203734.1376,6498.6966,471.6068,15.0433,169778.448,5415.5805
104026,SIP24001903,1,2024-04-08,OD08,45,0.4,2024-05-23,0.2,407468.2752,12997.3931,471.6068,15.0433,339556.896,10831.161
104026,SIP24001903,1,2024-04-08,OD08,90,0.4,2024-07-07,0.2,407468.2752,12997.3931,471.6068,15.0433,339556.896,10831.161
104027,SIP24001904,1,2024-04-08,OD06,0,0.5,2024-04-08,0.2,423389.0304,13505.2322,245.0168,7.8155,352824.192,11254.3602
104027,SIP24001904,1,2024-04-08,OD06,45,0.5,2024-05-23,0.2,423389.0304,13505.2322,245.0168,7.8155,352824.192,11254.3602
104028,SIP24001905,1,2024-04-08,OD03,60,1,2024-06-07,0.2,509636.9664,16256.3626,589.8576,18.8152,424697.472,13546.9688
104029,SIP24001905,2,2024-04-08,OD03,60,1,2024-06-07,0.2,419143.536,13369.8098,582.1438,18.5692,349286.28,11141.5081
104030,SIP24001906,1,2024-04-09,OD01,0,1,2024-04-09,0.2,451231.92,14393.3627,313.3555,9.9954,376026.6,11994.4689
104031,SIP24001906,2,2024-04-09,OD01,0,1,2024-04-09,0.2,4603621.44,146845.9789,479.5439,15.2965,3836351.2,122371.6491
104032,SIP24001906,3,2024-04-09,OD01,0,1,2024-04-09,0.2,1636361.28,52196.5321,454.5448,14.499,1363634.4,43497.11
104033,SIP24001907,1,2024-04-09,OD06,0,0.5,2024-04-09,0.2,1383260.4,44123.1388,461.0868,14.7077,1152717,36769.2823
104033,SIP24001907,1,2024-04-09,OD06,45,0.5,2024-05-24,0.2,1383260.4,44123.1388,461.0868,14.7077,1152717,36769.2823
104034,SIP24001908,1,2024-04-09,OD08,0,0.2,2024-04-09,0.2,256603.896,8185.1322,593.9905,18.9471,213836.58,6820.9435
104034,SIP24001908,1,2024-04-09,OD08,45,0.4,2024-05-24,0.2,513207.792,16370.2645,593.9905,18.9471,427673.16,13641.8871
104034,SIP24001908,1,2024-04-09,OD08,90,0.4,2024-07-08,0.2,513207.792,16370.2645,593.9905,18.9471,427673.16,13641.8871
104035,SIP24001908,2,2024-04-09,OD08,0,0.2,2024-04-09,0.2,6908.7341,220.3743,199.9055,6.3766,5757.2784,183.6452
104035,SIP24001908,2,2024-04-09,OD08,45,0.4,2024-05-24,0.2,13817.4682,440.7486,199.9055,6.3766,11514.5568,367.2905
104035,SIP24001908,2,2024-04-09,OD08,90,0.4,2024-07-08,0.2,13817.4682,440.7486,199.9055,6.3766,11514.5568,367.2905
104036,SIP24001908,3,2024-04-09,OD08,0,0.2,2024-04-09,0.2,19062.1279,608.0424,551.5662,17.5938,15885.1066,506.702
104036,SIP24001908,3,2024-04-09,OD08,45,0.4,2024-05-24,0.2,38124.2557,1216.0847,551.5662,17.5938,31770.2131,1013.4039
104036,SIP24001908,3,2024-04-09,OD08,90,0.4,2024-07-08,0.2,38124.2557,1216.0847,551.5662,17.5938,31770.2131,1013.4039
104037,SIP24001909,1,2024-04-09,OD03,60,1,2024-06-08,0.2,185693.3683,5923.2334,537.3072,17.139,154744.4736,4936.0279
104038,SIP24001910,1,2024-04-09,OD02,30,1,2024-05-09,0.2,7699747.2,245605.9713,320.8228,10.2336,6416456,204671.6427
104039,SIP24001910,2,2024-04-09,OD02,30,1,2024-05-09,0.2,391572.4032,12490.3478,226.6044,7.2282,326310.336,10408.6232
104040,SIP24001911,1,2024-04-09,OD06,0,0.5,2024-04-09,0.2,1968.2784,62.784,45.562,1.4533,1640.232,52.32
104040,SIP24001911,1,2024-04-09,OD06,45,0.5,2024-05-24,0.2,1968.2784,62.784,45.562,1.4533,1640.232,52.32
104041,SIP24001912,1,2024-04-09,OD07,60,0,2024-06-08,0.2,0,0,215.9166,6.8873,0,0
104041,SIP24001912,1,2024-04-09,OD07,120,1,2024-08-07,0.2,1243679.616,39670.8011,215.9166,6.8873,1036399.68,33059.001
104042,SIP24001913,1,2024-04-10,OD08,0,0.2,2024-04-10,0.2,20154.5626,642.8888,233.2704,7.4408,16795.4688,535.7406
104042,SIP24001913,1,2024-04-10,OD08,45,0.4,2024-05-25,0.2,40309.1251,1285.7775,233.2704,7.4408,33590.9376,1071.4813
104042,SIP24001913,1,2024-04-10,OD08,90,0.4,2024-07-09,0.2,40309.1251,1285.7775,233.2704,7.4408,33590.9376,1071.4813
104043,SIP24001914,1,2024-04-10,OD04,90,1,2024-07-09,0.2,731193.12,23323.5445,304.6638,9.7181,609327.6,19436.2871
104044,SIP24001915,1,2024-04-10,OD04,90,1,2024-07-09,0.2,4511609.28,143910.9818,313.3062,9.9938,3759674.4,119925.8182
104045,STK24000281,1,2024-04-10,OD06,0,0.5,2024-04-10,0.2,806212.224,25716.4984,233.279,7.4411,671843.52,21430.4153
104045,STK24000281,1,2024-04-10,OD06,45,0.5,2024-05-25,0.2,806212.224,25716.4984,233.279,7.4411,671843.52,21430.4153
104046,STK24000281,2,2024-04-10,OD06,0,0.5,2024-04-10,0.2,4174798.8,133167.4258,347.8999,11.0973,3478999,110972.8549
104046,STK24000281,2,2024-04-10,OD06,45,0.5,2024-05-25,0.2,4174798.8,133167.4258,347.8999,11.0973,3478999,110972.8549
104047,SIP24001916,1,2024-04-10,OD03,60,1,2024-06-09,0.2,593086.1184,18918.2175,514.8317,16.4221,494238.432,15765.1812
104048,STK24000282,1,2024-04-10,OD02,30,1,2024-05-10,0.2,2211242.8032,70534.0607,319.9136,10.2046,1842702.336,58778.3839
104049,STK24000282,2,2024-04-10,OD02,30,1,2024-05-10,0.2,7138903.68,227716.2258,619.6965,19.767,5949086.4,189763.5215
104050,STK24000282,3,2024-04-10,OD02,30,1,2024-05-10,0.2,6173061.12,196907.8507,535.856,17.0927,5144217.6,164089.8756
104051,SIP24001917,1,2024-04-10,OD02,30,1,2024-05-10,0.2,308406.1133,9837.5156,446.1894,14.2325,257005.0944,8197.9296
104052,STK24000283,1,2024-04-10,OD05,0,0.3,2024-04-10,0.2,325280.124,10375.7615,301.1853,9.6072,271066.77,8646.4679
104052,STK24000283,1,2024-04-10,OD05,60,0.7,2024-06-09,0.2,758986.956,24210.1102,301.1853,9.6072,632489.13,20175.0919
104053,SIP24001918,1,2024-04-10,OD01,0,1,2024-04-10,0.2,101027.0534,3222.5535,584.6473,18.649,84189.2112,2685.4613
104054,SIP24001918,2,2024-04-10,OD01,0,1,2024-04-10,0.2,315287.424,10057.0151,437.8992,13.9681,262739.52,8380.8459
104055,SIP24001919,1,2024-04-10,OD02,30,1,2024-05-10,0.2,167543.8733,5344.3022,484.7913,15.4638,139619.8944,4453.5851
104056,STK24000284,1,2024-04-11,OD03,60,1,2024-06-10,0.2,1094306.76,34906.1167,303.9741,9.6961,911922.3,29088.4306
104057,STK24000284,2,2024-04-11,OD03,60,1,2024-06-10,0.2,48825.3888,1557.4287,169.5326,5.4077,40687.824,1297.8572
104058,STK24000284,3,2024-04-11,OD03,60,1,2024-06-10,0.2,2838136.32,90530.6641,615.915,19.6464,2365113.6,75442.2201
104059,SIP24001920,1,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,572.2041,18.2521,0,0
104059,SIP24001920,1,2024-04-11,OD07,120,1,2024-08-09,0.2,197753.737,6307.9342,572.2041,18.2521,164794.7808,5256.6118
104060,SIP24001920,2,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,450.4662,14.3689,0,0
104060,SIP24001920,2,2024-04-11,OD07,120,1,2024-08-09,0.2,1297342.656,41382.5409,450.4662,14.3689,1081118.88,34485.4507
104061,SIP24001920,3,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,230.2514,7.3445,0,0
104061,SIP24001920,3,2024-04-11,OD07,120,1,2024-08-09,0.2,1060998.4512,33843.6508,230.2514,7.3445,884165.376,28203.0423
104062,SIP24001921,1,2024-04-11,OD02,30,1,2024-05-11,0.2,4341083.04,138471.5483,301.4641,9.6161,3617569.2,115392.9569
104063,SIP24001922,1,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,615.1261,19.6212,0,0
104063,SIP24001922,1,2024-04-11,OD07,120,1,2024-08-09,0.2,265734.4752,8476.3788,615.1261,19.6212,221445.396,7063.649
104064,SIP24001923,1,2024-04-11,OD03,60,1,2024-06-10,0.2,295340.112,9420.7372,205.0973,6.5422,246116.76,7850.6144
104065,SIP24001923,2,2024-04-11,OD03,60,1,2024-06-10,0.2,629817.84,20089.8833,437.3735,13.9513,524848.2,16741.5694
104066,SIP24001923,3,2024-04-11,OD03,60,1,2024-06-10,0.2,24558.8544,783.3765,284.246,9.0669,20465.712,652.8138
104067,SIP24001924,1,2024-04-11,OD02,30,1,2024-05-11,0.2,393460.344,12550.5692,546.4727,17.4313,327883.62,10458.8077
104068,SIP24001924,2,2024-04-11,OD02,30,1,2024-05-11,0.2,863428.3776,27541.575,249.8346,7.9692,719523.648,22951.3125
104069,SIP24001925,1,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,270.1718,8.6179,0,0
104069,SIP24001925,1,2024-04-11,OD07,120,1,2024-08-09,0.2,46685.687,1489.1766,270.1718,8.6179,38904.7392,1240.9805
104070,SIP24001925,2,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,62.0849,1.9804,0,0
104070,SIP24001925,2,2024-04-11,OD07,120,1,2024-08-09,0.2,536413.536,17110.4796,62.0849,1.9804,447011.28,14258.733
104071,SIP24001925,3,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,713.1642,22.7485,0,0
104071,SIP24001925,3,2024-04-11,OD07,120,1,2024-08-09,0.2,616173.8688,19654.6689,713.1642,22.7485,513478.224,16378.8907
104072,SIP24001925,4,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,709.6633,22.6368,0,0
104072,SIP24001925,4,2024-04-11,OD07,120,1,2024-08-09,0.2,306574.5456,9779.0924,709.6633,22.6368,255478.788,8149.2436
104073,STKB24000123,1,2024-04-11,OD06,0,0.5,2024-04-11,0.2,2262545.28,72170.5033,314.2424,10.0237,1885454.4,60142.0861
104073,STKB24000123,1,2024-04-11,OD06,45,0.5,2024-05-26,0.2,2262545.28,72170.5033,314.2424,10.0237,1885454.4,60142.0861
104074,SIP24001926,1,2024-04-11,OD07,60,0,2024-06-10,0.2,0,0,448.3655,14.3019,0,0
104074,SIP24001926,1,2024-04-11,OD07,120,1,2024-08-09,0.2,309910.2336,9885.4939,448.3655,14.3019,258258.528,8237.9116
104075,SIP24001927,1,2024-04-11,OD04,90,1,2024-07-10,0.2,7200672.768,229686.5317,625.0584,19.9381,6000560.64,191405.4431
104076,STKB24000124,1,2024-04-12,OD07,60,0,2024-06-11,0.2,0,0,230.7739,7.3612,0,0
104076,STKB24000124,1,2024-04-12,OD07,120,1,2024-08-10,0.2,99694.3248,3180.0423,230.7739,7.3612,83078.604,2650.0352
104077,SIP24001928,1,2024-04-12,OD04,90,1,2024-07-11,0.2,19855.1952,633.3396,45.9611,1.4661,16545.996,527.783
104078,SIP24001929,1,2024-04-12,OD04,90,1,2024-07-11,0.2,3217656.96,102636.5856,335.1726,10.6913,2681380.8,85530.488
104079,SIP24001929,2,2024-04-12,OD04,90,1,2024-07-11,0.2,528882.696,16870.2614,244.8531,7.8103,440735.58,14058.5512
104080,SIP24001930,1,2024-04-12,OD06,0,0.5,2024-04-12,0.2,2091319.776,66708.7648,484.1018,15.4418,1742766.48,55590.6373
104080,SIP24001930,1,2024-04-12,OD06,45,0.5,2024-05-27,0.2,2091319.776,66708.7648,484.1018,15.4418,1742766.48,55590.6373
104081,SIP24001930,2,2024-04-12,OD06,0,0.5,2024-04-12,0.2,393144.12,12540.4823,327.6201,10.4504,327620.1,10450.4019
104081,SIP24001930,2,2024-04-12,OD06,45,0.5,2024-05-27,0.2,393144.12,12540.4823,327.6201,10.4504,327620.1,10450.4019
104082,STK24000285,1,2024-04-12,OD03,60,1,2024-06-11,0.2,534065.8176,17035.5923,115.8997,3.697,445054.848,14196.3269
104083,SIP24001931,1,2024-04-12,OD08,0,0.2,2024-04-12,0.2,43136.0018,1375.949,624.0741,19.9067,35946.6682,1146.6242
104083,SIP24001931,1,2024-04-12,OD08,45,0.4,2024-05-27,0.2,86272.0036,2751.898,624.0741,19.9067,71893.3363,2293.2484
104083,SIP24001931,1,2024-04-12,OD08,90,0.4,2024-07-11,0.2,86272.0036,2751.898,624.0741,19.9067,71893.3363,2293.2484
104084,SIP24001931,2,2024-04-12,OD08,0,0.2,2024-04-12,0.2,28122.7594,897.0577,325.4949,10.3826,23435.6328,747.5481
104084,SIP24001931,2,2024-04-12,OD08,45,0.4,2024-05-27,0.2,56245.5187,1794.1154,325.4949,10.3826,46871.2656,1495.0962
104084,SIP24001931,2,2024-04-12,OD08,90,0.4,2024-07-11,0.2,56245.5187,1794.1154,325.4949,10.3826,46871.2656,1495.0962
104085,SIP24001932,1,2024-04-12,OD01,0,1,2024-04-12,0.2,2735791.68,87266.0823,284.9783,9.0902,2279826.4,72721.7352
104086,STK24000286,1,2024-04-15,OD01,0,1,2024-04-15,0.2,3371422.8,107541.3971,561.9038,17.9236,2809519,89617.8309
104087,SIP24001933,1,2024-04-15,OD08,0,0.2,2024-04-15,0.2,591993.96,18883.3799,493.3283,15.7362,493328.3,15736.1499
104087,SIP24001933,1,2024-04-15,OD08,45,0.4,2024-05-30,0.2,1183987.92,37766.7598,493.3283,15.7362,986656.6,31472.2998
104087,SIP24001933,1,2024-04-15,OD08,90,0.4,2024-07-14,0.2,1183987.92,37766.7598,493.3283,15.7362,986656.6,31472.2998
104088,SIP24001933,2,2024-04-15,OD08,0,0.2,2024-04-15,0.2,14763.9283,470.9387,85.4394,2.7253,12303.2736,392.4489
104088,SIP24001933,2,2024-04-15,OD08,45,0.4,2024-05-30,0.2,29527.8566,941.8774,85.4394,2.7253,24606.5472,784.8978
